mpo,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""12198201""","""Pasco County MPO""","""Lakeland-Winter Haven, FL,Tampa-St. Petersburg-Clearwater, FL""",270.65,465436.46,179161.83,427188.51,53,63,47,28,34,24,25,29,23,8.14,10.98,1.83,2,2,19441,19335,19765,1,2,1,13824,12815,14208,10955,9960,11291,2869,2855,2917,0,0,0,0,0,0,2.6,4.4,1.30,0.42,12230,67,9130,82,58,32,2955,1271,1302,1057,77,23
"""12198202""","""Collier MPO""","""Cape Coral-Fort Myers, FL,Clewiston, FL,Key West, FL,Miami-Fort Lauderdale-Pompano Beach, FL,Naples-Marco Island, FL""",108.02,148908.08,59604.43,89807.05,52,65,58,33,42,37,19,23,21,6.49,13.40,1.75,2,2,16788,16789,16903,2,2,2,13010,12618,12886,10496,10102,10354,2478,2478,2495,37,38,38,46,47,47,3.7,6.4,2.79,0.66,10931,43,14146,79,27,40,2479,1944,2079,1084,79,21
"""12198203""","""St. Lucie Transportation Planning Organization""","""Okeechobee, FL,Port St. Lucie, FL,Sebastian-Vero Beach, FL""",83.45,137368.81,52109.50,64073.97,49,60,44,26,32,23,23,27,21,6.90,10.81,1.73,2,2,17413,17088,17639,1,1,1,12919,11970,13184,10349,9447,10580,2570,2523,2603,0,0,0,0,0,0,5.1,5.2,3.61,0.81,9698,56,9152,81,13,105,1359,1193,1157,1094,71,29
"""12198300""","""Space Coast Transportation Planning Organization""","""Deltona-Daytona Beach-Ormond Beach, FL,Palm Bay-Melbourne-Titusville, FL,Sebastian-Vero Beach, FL""",202.20,348159.78,138753.15,226306.25,53,63,48,28,36,26,24,28,22,7.84,13.89,1.81,2,2,19034,18889,19352,1,1,1,13675,12680,13997,10839,9864,11114,2809,2789,2856,27,27,27,33,34,34,3.4,4.5,1.60,0.61,9594,66,9740,82,30,42,3517,1346,1389,1062,78,22
"""12199201""","""Charlotte-Punta Gorda MPO""","""Arcadia, FL,Cape Coral-Fort Myers, FL,North Port-Sarasota-Bradenton, FL,Punta Gorda, FL""",64.89,106520.57,45118.28,347965.65,53,64,45,29,36,24,25,28,21,6.85,8.49,1.70,2,2,16609,16212,17699,1,1,1,12629,11648,13420,10166,9242,10795,2446,2388,2607,17,17,18,21,22,22,0.9,4.3,0.40,0.13,8794,64,6868,82,52,15,4700,1236,1290,893,81,19
"""12199202""","""Hernando/Citrus County MPO""","""Gainesville, FL,Homosassa Springs, FL,Tampa-St. Petersburg-Clearwater, FL,The Villages, FL""",130.86,223031.59,89715.54,394475.51,49,60,42,24,29,20,26,30,23,8.00,7.34,1.81,2,2,19339,19138,19975,1,1,1,13560,12642,14316,10698,9808,11360,2854,2825,2948,8,8,8,17,18,18,2.3,3.4,0.86,0.23,7902,72,4998,83,49,30,2595,1028,1057,858,81,19
"""12199301""","""Martin MPO""","""Miami-Fort Lauderdale-Pompano Beach, FL,Okeechobee, FL,Port St. Lucie, FL""",64.06,109640.00,45323.56,63324.25,59,71,52,35,44,31,24,28,22,7.31,10.83,1.78,2,2,17926,17541,18189,1,1,1,13322,12322,13608,10660,9716,10908,2646,2590,2685,16,17,16,16,16,16,2.9,4.8,1.94,0.72,8948,57,9917,81,27,50,2235,1600,1643,1019,81,19
"""12199302""","""Indian River County MPO""","""Sebastian-Vero Beach, FL""",37.93,57550.59,22945.57,41915.49,53,63,46,28,35,25,24,28,22,7.22,8.66,1.78,2,2,17932,17428,18244,1,1,1,13328,12326,13617,10664,9735,10908,2647,2573,2693,17,17,17,21,21,21,3.3,4.4,2.81,0.55,7657,64,7370,82,15,89,1101,1286,1365,901,82,18
"""12200300""","""Lake-Sumter MPO""","""Deltona-Daytona Beach-Ormond Beach, FL,Homosassa Springs, FL,Lakeland-Winter Haven, FL,Ocala, FL,Orlando-Kissimmee-Sanford, FL,Tampa-St. Petersburg-Clearwater, FL,The Villages, FL""",112.31,212302.65,86069.76,631619.27,48,57,44,24,29,22,24,28,22,7.65,5.53,1.85,2,2,19329,19008,19381,1,1,1,13944,12900,14088,11087,10089,11223,2853,2806,2860,4,5,5,5,5,6,2.9,3.7,0.85,0.14,7583,63,7234,83,52,18,3682,1142,1161,929,80,20
"""12201400""","""Heartland Regional TPO""","""Arcadia, FL,Cape Coral-Fort Myers, FL,Clewiston, FL,Lakeland-Winter Haven, FL,Miami-Fort Lauderdale-Pompano Beach, FL,Naples-Marco Island, FL,North Port-Sarasota-Bradenton, FL,Okeechobee, FL,Punta Gorda, FL,Sebring-Avon Park, FL,Wauchula, FL""",122.49,165649.93,57882.60,2265277.67,61,75,41,27,34,17,34,40,24,8.08,3.84,1.83,2,2,20718,19847,21885,0,0,0,13453,12858,15058,10385,9918,11819,3059,2930,3230,9,9,9,11,11,11,1.5,1.6,0.64,0.03,3464,58,3079,85,161,6,4443,908,979,622,77,23
"""13196401""","""Columbus-Phenix City Metropolitan Planning Organization""","""Auburn-Opelika, AL,Columbus, GA-AL""",135.30,187762.01,70395.66,237427.31,52,62,40,25,31,19,26,30,21,7.14,9.90,1.69,2,2,17598,17188,18098,1,1,1,12689,11710,13258,10129,9207,10627,2535,2477,2608,25,26,24,31,32,29,6.2,4.8,1.85,0.30,11003,66,12217,81,26,32,2295,1002,1035,878,57,43
"""13196402""","""Macon Area Transportation Study""","""Macon-Bibb County, GA,Warner Robins, GA""",103.52,127026.24,46601.55,167713.40,56,68,41,27,34,19,29,35,22,7.87,6.41,1.75,2,2,19426,18989,20080,1,1,1,12797,12296,14110,9946,9508,11165,2834,2770,2928,17,18,17,22,22,21,2.5,3.4,1.10,0.28,7189,67,8790,83,59,30,2974,997,1075,789,61,39
"""13196500""","""Dougherty Area Regional Transportation Study""","""Albany, GA""",60.00,84422.41,32042.07,210058.78,54,67,41,26,33,19,28,34,22,7.71,6.60,1.74,2,2,19474,19107,20059,1,1,1,12728,12195,14070,9869,9388,11128,2841,2787,2925,18,19,17,23,24,21,1.8,3.0,0.74,0.15,5908,65,7758,83,60,17,3378,976,1056,741,59,41
"""13196900""","""Madison Athens-Clarke Oconee Regional Transportation Study""","""Athens-Clarke County, GA,Atlanta-Sandy Springs-Alpharetta, GA,Jefferson, GA""",64.34,108012.78,41174.37,100078.72,53,64,41,27,33,20,27,31,21,6.68,6.87,1.68,2,2,17214,16758,17948,2,3,2,12596,11610,13277,10036,9112,10613,2510,2445,2617,50,54,47,62,67,59,3.4,4.4,1.01,0.41,9807,51,14699,82,47,30,2468,1049,1119,867,49,51
"""13197000""","""Augusta Regional Transportation Study""","""Augusta-Richmond County, GA-SC""",182.01,295668.57,106311.54,269064.16,53,63,45,25,32,22,27,31,23,8.43,8.34,1.91,2,2,20737,20270,20823,1,1,1,14462,13414,14688,11435,10453,11649,3024,2957,3037,3,3,3,4,4,4,2.9,3.6,1.40,0.40,8854,71,10775,83,44,42,2235,1128,1165,937,70,30
"""13197100""","""Atlanta Regional Commission""","""Atlanta-Sandy Springs-Alpharetta, GA,Cedartown, GA,Gainesville, GA,Jefferson, GA""",1070.97,1983512.43,717829.12,1082335.24,47,58,51,26,33,28,21,26,22,7.85,11.67,1.93,2,2,19025,18709,18676,3,3,3,14382,13957,14101,11528,11147,11298,2774,2728,2724,80,82,80,69,71,69,2.8,5.3,1.60,0.66,20128,67,33293,80,44,43,2346,1490,1542,1101,66,34
"""13198200""","""Warner Robins Area Transportation Study""","""Macon-Bibb County, GA,Warner Robins, GA""",28.00,39692.71,14916.56,59668.40,45,54,43,21,26,19,24,28,23,8.06,7.71,1.91,2,2,20092,19449,20215,1,1,1,14369,13346,14471,11426,10496,11511,2930,2837,2948,12,12,12,15,15,15,3.2,3.0,1.03,0.25,8242,72,7450,83,24,34,1810,1020,978,913,63,37
"""13198301""","""Coastal Region MPO""","""Savannah, GA""",162.20,191062.75,71618.59,162041.91,50,61,47,27,34,25,23,27,22,7.20,13.58,1.81,2,2,18421,18156,18479,2,2,2,13510,13044,13617,10809,10381,10908,2686,2648,2695,15,15,14,20,21,20,2.9,4.8,1.70,0.44,10513,67,15268,81,28,38,3664,1332,1379,1032,59,41
"""13198302""","""Floyd-Rome Urban Transportation Study""","""Calhoun, GA,Cedartown, GA,Chattanooga, TN-GA,Rome, GA,Summerville, GA""",39.00,63834.73,23379.22,255839.73,55,65,43,25,32,19,29,34,23,8.23,3.25,1.86,2,2,20714,20172,21254,1,1,1,14173,13089,14745,11138,10131,11631,3021,2943,3100,15,15,14,18,19,18,1.5,3.0,0.50,0.09,4949,73,6829,84,87,10,3656,1016,1129,779,66,34
"""13199100""","""Brunswick Area Transportation Study""","""Brunswick, GA,Jesup, GA,St. Marys, GA""",21.67,24698.29,10124.06,28630.86,49,60,41,25,31,20,25,29,21,6.54,9.76,1.68,2,2,17229,16612,18095,0,0,0,12560,11606,13117,10049,9183,10480,2502,2413,2627,10,10,10,12,13,12,3.1,3.9,2.52,0.35,5405,59,7611,82,26,44,3919,1043,1055,883,54,46
"""13200301""","""Gainesville-Hall MPO""","""Atlanta-Sandy Springs-Alpharetta, GA,Cornelia, GA,Gainesville, GA,Jefferson, GA""",48.00,103534.97,32903.25,155446.92,51,63,51,25,31,25,26,32,26,10.19,4.22,2.18,2,2,24718,24067,23724,1,1,1,16634,16168,16185,13026,12654,12722,3605,3510,3460,4,4,3,12,12,11,2.0,2.4,0.61,0.21,6841,74,9885,84,74,18,2720,1312,1336,1064,76,24
"""13200302""","""Greater Dalton MPO""","""Chattanooga, TN-GA,Cleveland, TN,Dalton, GA""",55.12,75775.43,25784.89,141221.17,54,65,42,23,29,18,31,36,24,9.14,4.46,1.96,2,2,22059,21228,22313,1,1,0,14972,13869,15286,11745,10762,12022,3217,3097,3254,10,10,10,13,13,12,2.3,2.3,0.51,0.18,5345,63,9246,84,79,20,2961,946,1060,691,67,33
"""13200303""","""Valdosta-Lowndes MPO""","""Valdosta, GA""",53.05,80729.17,29086.45,201406.14,60,74,42,29,36,19,31,37,23,7.68,6.37,1.78,2,2,19590,18785,20635,1,1,1,12990,12489,14334,10121,9737,11314,2858,2740,3009,11,12,11,14,14,13,1.9,3.6,0.55,0.14,5975,65,8109,83,65,13,3319,1007,1055,862,59,41
"""13200304""","""Hinesville Area MPO""","""Hinesville, GA,Savannah, GA""",18.98,38894.52,14624.44,244104.85,55,66,44,27,34,22,27,32,23,8.51,7.10,1.79,2,2,20799,20360,21031,1,1,1,13784,12743,14194,10735,9756,11112,3033,2970,3067,16,16,15,19,20,19,4.8,2.8,1.54,0.06,4968,56,2729,84,60,9,3893,1139,1024,1042,51,49
"""13201300""","""Cartersville-Bartow Metropolitan Planning Organization""","""Atlanta-Sandy Springs-Alpharetta, GA,Calhoun, GA,Cedartown, GA,Rome, GA""",11.02,18544.91,6655.25,48553.83,44,55,48,20,26,22,24,29,26,10.04,2.82,2.14,2,2,24335,23835,23851,1,1,1,16387,15945,16087,12824,12455,12595,3549,3476,3478,14,14,13,17,17,17,2.0,2.2,0.48,0.14,6334,74,7000,85,95,25,3256,1161,1230,872,77,23
"""15197500""","""Oahu MPO""","""Urban Honolulu, HI""",306.62,472197.09,149439.19,221671.81,50,61,66,33,41,45,17,20,21,6.91,39.71,1.82,2,2,16666,16453,15705,6,6,6,14543,13667,13201,11397,10556,10226,3023,2983,2848,123,128,127,153,159,158,4.1,6.8,3.21,0.67,22798,50,36248,77,31,32,3587,2369,2392,1921,62,38
"""15201300""","""Maui MPO""","""Kahului-Wailuku-Lahaina, HI""",49.55,76532.21,24648.10,273940.31,50,61,62,30,37,38,20,24,24,8.88,19.55,1.99,2,2,21785,21524,20666,1,1,1,16476,15551,15166,12462,11586,11360,3975,3926,3770,39,39,37,31,31,29,1.2,5.1,1.21,0.09,4623,58,6203,81,70,9,4851,1994,2286,1493,66,34
"""16197700""","""Community Planning Association of Southwest Idaho""","""Boise City, ID,Ontario, OR-ID""",78.01,145040.17,52590.08,590356.02,49,60,47,25,31,24,24,29,23,7.93,12.09,1.90,2,2,19248,18851,19173,2,2,2,14431,13949,14436,11337,10917,11354,3082,3018,3070,12,13,12,23,23,22,1.1,4.2,1.35,0.09,12098,73,20953,82,36,14,3315,1251,1378,934,69,31
"""16198200""","""Bannock Transportation Planning Organization""","""Pocatello, ID""",41.73,57435.65,21088.21,58565.20,49,58,40,22,27,18,27,31,22,7.70,12.40,1.78,2,2,18994,18670,19054,1,1,1,13739,12696,14071,10669,9675,10992,3041,2990,3051,29,30,27,36,38,34,2.0,3.6,1.59,0.36,7024,63,9238,83,20,48,2213,940,1058,572,67,33
"""16199200""","""Bonneville MPO""","""Blackfoot, ID,Idaho Falls, ID""",52.40,75897.74,27164.59,76348.47,45,55,43,21,27,21,24,29,23,8.05,13.91,1.89,2,2,19681,19220,19136,1,1,1,14463,13985,14230,11287,10883,11143,3151,3077,3064,24,25,23,30,31,28,2.1,3.9,1.41,0.36,8340,69,14156,82,16,56,1663,1087,1134,940,69,31
"""16200301""","""Kootenai MPO""","""Coeur d'Alene, ID,Sandpoint, ID,Spokane-Spokane Valley, WA""",33.04,67595.42,26714.35,255082.40,54,66,50,28,35,26,26,30,24,8.81,9.02,1.92,2,2,21011,20674,21451,1,1,1,14889,13850,15223,11510,10524,11774,3364,3311,3435,14,15,15,18,18,18,0.7,2.8,0.59,0.10,6287,74,7677,84,54,13,3611,1347,1491,888,74,26
"""16200302""","""Lewis-Clark Valley MPO""","""Lewiston, ID-WA,Pullman, WA""",44.52,49157.03,20194.62,31797.56,49,59,44,23,29,21,25,29,23,8.21,14.65,1.83,2,2,19656,19473,20270,1,1,1,14270,13314,14716,10921,9998,11261,3331,3298,3437,17,18,18,22,22,23,2.4,3.6,2.00,0.64,6287,69,6901,83,21,59,2407,1104,1241,647,74,26
"""17196201""","""The Chicago Metropolitan Agency for Planning""","""Chicago-Naperville-Elgin, IL-IN-WI,Kankakee, IL,Ottawa, IL,Rockford, IL,Whitewater, WI""",5538.79,7680887.58,2837359.09,1943690.34,47,57,52,29,36,33,18,21,19,6.06,33.10,1.67,2,2,14886,14716,14722,12,12,12,12935,12072,12188,10451,9611,9728,2299,2272,2273,185,189,187,152,156,154,4.1,7.0,3.99,1.46,50538,50,74420,76,10,96,1800,1728,1959,1032,67,33
"""17196202""","""Springfield Area Transportation Study""","""Springfield, IL""",136.04,148468.51,64267.15,131719.81,42,52,43,22,27,22,21,25,21,6.76,12.03,1.72,2,2,16859,16782,17580,2,2,2,12862,12448,13251,10289,9884,10567,2536,2525,2645,37,39,39,47,49,49,2.5,6.0,2.00,0.49,10944,69,22593,79,19,41,1904,1140,1227,720,69,31
"""17196401""","""Rockford Metropolitan Agency for Planning""","""Rochelle, IL,Rockford, IL""",235.78,256871.47,103279.83,194680.09,46,56,42,22,28,20,24,28,22,7.40,12.93,1.79,2,2,18197,17997,18552,1,2,1,13432,12451,13792,10682,9730,10989,2737,2708,2791,12,13,12,18,19,18,2.6,4.8,1.82,0.53,13522,69,15976,81,19,50,2133,1048,1124,704,68,32
"""17196402""","""Champaign County Regional Planning Commission""","""Champaign-Urbana, IL""",90.62,139401.14,55079.35,87473.56,48,58,42,26,33,22,22,25,19,5.72,13.08,1.57,2,2,14677,14388,15339,4,5,4,11666,10759,12187,9390,8520,9812,2208,2165,2308,69,74,67,113,120,110,3.9,6.1,2.82,0.63,14340,49,20116,79,20,48,1964,1172,1112,899,55,45
"""17196403""","""Decatur Urbanized Area Transportation Study""","""Decatur, IL""",72.16,81256.10,33613.88,138947.32,50,60,41,23,29,19,27,31,23,7.67,9.57,1.77,2,2,18607,18448,19477,1,1,1,13415,12409,14240,10588,9604,11282,2799,2776,2930,28,29,28,35,36,35,1.4,4.6,1.22,0.24,7827,84,9119,82,29,25,2443,969,1010,698,75,25
"""17196600""","""Bi-State Regional Commission""","""Davenport-Moline-Rock Island, IA-IL,Muscatine, IA""",212.29,277289.76,112472.82,197633.42,45,55,43,23,28,21,23,26,22,7.24,13.92,1.78,2,2,17548,17250,18061,2,2,2,13313,12342,13677,10660,9732,10947,2640,2596,2717,13,14,13,42,43,42,2.7,5.0,2.30,0.57,12764,69,15776,81,18,70,1860,1100,1223,772,71,29
"""17196700""","""McLean County Regional Planning Commission""","""Bloomington, IL""",62.26,89804.55,36721.50,62608.24,39,48,42,20,25,21,19,23,20,6.31,14.41,1.73,2,2,16254,16025,16417,3,3,3,12800,12402,12792,10328,9963,10295,2445,2411,2470,27,28,27,118,123,121,2.9,6.6,2.46,0.59,13342,54,22598,79,19,44,2060,1123,1261,798,62,38
"""17197600""","""Tri-County Regional Planning Commission (IL)""","""Peoria, IL""",195.32,275217.83,111009.69,355448.96,47,58,45,23,29,22,23,28,23,7.91,10.66,1.85,2,2,19146,18888,19684,1,1,1,13943,13494,14296,11052,10641,11324,2880,2841,2961,11,11,11,18,19,19,1.9,4.3,1.60,0.31,9196,76,12398,82,31,39,2114,1154,1258,737,74,26
"""17198300""","""Kankakee County Regional Planning Commission""","""Kankakee, IL""",50.17,70668.60,25108.12,83554.92,49,60,46,25,31,23,24,29,23,8.12,10.92,1.88,2,2,19664,19384,19691,2,2,2,14222,13764,14322,11247,10832,11344,2958,2916,2962,16,17,16,33,34,33,2.3,4.1,1.70,0.30,8653,70,11235,82,33,25,2349,1206,1305,916,69,31
"""17200301""","""Danville Area Transportation Study""","""Danville, IL,Lafayette-West Lafayette, IN,Terre Haute, IN""",42.51,54882.87,22063.62,109304.63,49,60,39,22,27,16,27,33,22,7.39,6.27,1.74,2,2,18175,17669,19295,1,1,1,12617,12098,14076,9865,9422,11157,2735,2659,2903,17,18,16,21,22,20,2.1,2.4,1.43,0.20,4802,77,4933,84,25,49,1896,849,925,666,70,30
"""17200302""","""DeKalb Sycamore Area Transportation Study""","""Chicago-Naperville-Elgin, IL-IN-WI""",31.57,49479.42,19165.06,47766.22,41,49,45,21,26,24,20,23,21,7.13,11.96,1.81,2,2,18382,18013,18087,2,2,2,14118,13202,13326,11351,10491,10605,2766,2710,2721,1,1,1,16,17,17,3.4,4.0,2.88,0.40,9089,48,10003,82,28,27,1902,1250,1252,998,55,45
"""17201300""","""Southern Illinois Metropolitan Planning Organization""","""Carbondale-Marion, IL""",58.71,62110.53,26551.34,85548.71,51,63,39,25,31,18,27,32,22,6.98,8.77,1.67,2,2,17159,16580,18542,1,1,1,12084,11614,13558,9490,9107,10757,2582,2495,2789,12,12,12,29,31,29,3.1,3.3,1.28,0.31,5129,60,5479,83,23,38,1830,922,944,700,61,39
"""18196900""","""Madison County COG""","""Indianapolis-Carmel-Anderson, IN,Marion, IN,Muncie, IN,New Castle, IN""",99.99,116827.58,45191.68,284202.56,43,52,42,19,23,18,24,29,24,8.08,6.14,1.95,2,2,20744,20225,20943,1,1,1,14802,14346,14925,11670,11291,11762,3121,3042,3150,12,12,12,15,15,15,1.4,3.3,0.80,0.16,7028,81,6777,83,55,19,2954,947,990,717,76,24
"""18197401""","""Michiana Area COG""","""Elkhart-Goshen, IN,Kendallville, IN,Michigan City-La Porte, IN,Niles, MI,Plymouth, IN,South Bend-Mishawaka, IN-MI,Sturgis, MI,Warsaw, IN""",272.84,331046.02,124246.11,367061.04,47,56,41,21,26,18,25,29,22,7.72,11.76,1.84,2,2,18890,18431,19136,1,1,1,13880,12888,14137,11028,10104,11249,2842,2774,2879,10,11,10,10,11,10,1.7,4.7,1.38,0.34,11127,75,15960,81,27,46,2536,963,997,661,72,28
"""18197402""","""Northeastern Indiana Regional Coordinating Council""","""Auburn, IN,Fort Wayne, IN,Huntington, IN,Kendallville, IN""",249.84,347998.75,136635.95,237276.26,46,56,41,21,27,19,25,29,23,7.94,14.18,1.83,2,2,19035,18821,19357,2,2,2,13843,12862,14187,10963,10013,11259,2863,2832,2912,16,16,16,23,24,23,2.3,5.2,1.52,0.58,12984,73,16920,81,29,43,2198,978,996,651,70,30
"""18197501""","""Northwest Indiana Regional Planning Commission""","""Chicago-Naperville-Elgin, IL-IN-WI,Kankakee, IL,Michigan City-La Porte, IN,Niles, MI,South Bend-Mishawaka, IN-MI""",432.80,559518.74,217546.55,718436.41,41,49,43,19,24,21,22,25,22,7.57,13.09,1.89,2,2,18931,18592,18872,2,2,2,14676,13715,14096,11792,10882,11220,2849,2797,2839,36,36,37,7,7,7,1.7,4.9,1.73,0.30,14965,74,14849,81,32,31,2765,1089,1141,767,74,26
"""18197502""","""West Central Indiana Economic Development District, Inc.""","""Indianapolis-Carmel-Anderson, IN,Terre Haute, IN""",89.01,93819.05,37916.21,301713.40,50,60,40,22,28,17,28,33,23,7.91,7.66,1.81,2,2,19330,18911,20313,1,1,1,13733,12727,14508,10809,9865,11436,2908,2846,3056,16,17,16,20,21,20,1.2,3.6,0.64,0.13,6577,78,7273,83,47,27,2569,892,934,649,71,29
"""18197601""","""Area Plan Commission of Tippecanoe County""","""Crawfordsville, IN,Frankfort, IN,Lafayette-West Lafayette, IN""",78.99,129787.46,48413.87,258567.14,48,58,42,23,29,19,25,29,22,7.53,13.93,1.80,2,2,18144,17772,18680,3,3,3,13508,12513,13974,10771,9831,11157,2729,2674,2810,7,7,7,69,73,68,1.1,4.7,0.79,0.19,12258,67,16346,81,53,14,3674,1020,1059,760,63,37
"""18197602""","""Delaware-Muncie Metropolitan Plan Commission""","""Indianapolis-Carmel-Anderson, IN,Marion, IN,Muncie, IN,New Castle, IN""",80.60,87762.68,34961.48,128374.41,50,61,37,23,28,16,28,33,22,6.58,10.20,1.67,2,2,17005,16568,18209,2,2,2,12041,11534,13647,9478,9036,10904,2559,2493,2739,4,4,4,32,34,30,1.8,4.2,1.01,0.27,9811,70,12237,82,29,30,2573,817,845,651,63,37
"""18197800""","""Indianapolis MPO""","""Indianapolis-Carmel-Anderson, IN""",692.45,1015454.01,398462.42,526396.49,44,54,43,22,27,22,22,26,21,7.03,14.37,1.79,2,2,17183,16901,17324,2,2,2,13342,12918,13444,10702,10317,10781,2585,2542,2606,56,59,56,64,67,64,3.2,6.1,2.21,0.76,18877,65,30832,79,21,62,1868,1127,1156,840,64,36
"""18198201""","""Bloomington/Monroe County Metropolitan Planning Organization""","""Bloomington, IN""",64.70,105135.90,39850.39,44758.67,51,61,41,26,33,21,24,28,20,6.42,14.06,1.62,2,2,16146,15902,16909,2,2,2,12140,11238,12795,9707,8840,10247,2429,2393,2544,5,5,5,32,34,32,3.4,6.1,2.23,0.89,12340,48,19181,80,26,57,2250,1086,1014,900,53,47
"""18198202""","""Kokomo & Howard County Governmental Coordinating Council""","""Kokomo, IN,Logansport, IN,Peru, IN""",49.48,62908.08,27532.59,43591.14,44,53,38,20,24,16,25,29,22,6.90,10.57,1.73,2,2,17266,16760,18273,1,1,1,12946,11981,13622,10334,9444,10858,2597,2522,2749,14,15,15,18,18,19,2.9,4.0,2.60,0.63,9049,71,12076,82,24,70,1791,851,916,732,70,30
"""18198600""","""Evansville MPO""","""Evansville, IN-KY,Jasper, IN,Owensboro, KY""",130.47,146750.08,60034.72,337863.15,46,55,40,21,26,18,25,29,22,7.61,12.83,1.77,2,2,18434,18197,19156,2,2,2,13404,12438,13978,10600,9666,11064,2773,2738,2882,32,33,32,39,41,40,1.1,5.0,0.67,0.18,10847,71,16060,81,47,17,3755,949,1034,666,67,33
"""18200300""","""Columbus Area MPO""","""Columbus, IN,Greensburg, IN,Indianapolis-Carmel-Anderson, IN,North Vernon, IN,Seymour, IN""",52.00,72965.26,28105.35,213660.04,46,56,46,22,28,22,24,29,24,8.84,7.28,1.98,2,2,21227,20663,21280,1,1,1,15073,14637,15091,11869,11517,11879,3193,3108,3201,11,11,11,13,14,13,1.2,2.8,1.16,0.13,6112,75,10366,84,49,32,2285,1163,1235,791,73,27
"""19196400""","""Corridor Metropolitan Planning Organization""","""Cedar Rapids, IA,Iowa City, IA""",96.35,135245.68,56253.94,164844.88,44,54,45,22,27,22,22,26,23,7.88,13.78,1.86,2,2,19048,19000,19520,2,2,2,13996,13598,14193,11099,10708,11223,2865,2858,2936,32,33,33,39,40,41,1.8,5.4,1.64,0.34,11558,71,18498,80,32,27,2574,1178,1308,635,74,26
"""19196600""","""Sioux City MPO""","""Sioux City, IA-NE-SD""",83.70,80189.12,29837.10,77852.42,43,53,41,20,25,19,23,28,22,7.65,17.41,1.83,2,2,18841,18572,19063,1,1,1,13830,13399,14000,10971,10579,11107,2834,2794,2868,25,26,25,31,33,31,2.4,4.2,1.94,0.38,9124,72,12998,82,14,68,2231,984,1052,695,66,34
"""19197300""","""Black Hawk Metropolitan Area Transportation Policy Board""","""Waterloo-Cedar Falls, IA""",81.51,106103.34,42953.62,94606.20,45,54,42,22,27,20,23,27,22,7.18,12.22,1.77,2,2,17614,17281,18186,1,2,2,13256,12324,13635,10592,9709,10885,2650,2601,2736,14,15,15,42,43,43,2.5,5.6,2.03,0.45,8741,68,12030,80,23,40,2345,1037,1149,801,67,33
"""19197400""","""East Central Intergovernmental Association""","""Dubuque, IA,Platteville, WI""",61.40,74577.44,29419.69,113304.12,45,55,45,22,28,22,22,27,23,7.91,13.22,1.85,2,2,19089,18849,19581,2,2,2,13967,13511,14209,11086,10666,11254,2872,2836,2946,9,9,9,38,40,39,1.2,5.1,0.91,0.26,8506,67,14063,81,54,22,3628,1153,1252,705,73,27
"""19198000""","""Johnson County COG""","""Iowa City, IA""",29.11,52344.53,21002.97,16041.13,44,54,44,24,30,24,20,24,20,6.04,17.82,1.67,2,2,15243,15051,15701,3,3,3,12286,11877,12522,9993,9613,10160,2293,2264,2362,0,0,0,36,38,37,4.8,6.9,3.55,1.31,13185,51,25159,78,22,73,1862,1267,1457,894,58,42
"""19198300""","""Des Moines Area MPO""","""Des Moines-West Des Moines, IA""",277.55,386071.93,151875.34,221463.45,41,51,46,22,27,24,19,23,21,7.21,16.92,1.81,2,2,17536,17412,17718,2,2,2,13505,13126,13450,10850,10489,10767,2638,2619,2665,17,17,17,33,34,34,2.7,6.7,2.00,0.69,15405,65,25431,78,20,50,2234,1277,1419,862,69,31
"""19200300""","""Ames Area MPO""","""Ames, IA""",30.58,40915.23,15131.71,19002.37,43,51,41,22,27,20,21,24,20,5.90,15.96,1.66,2,2,15261,14847,16060,3,3,3,12296,11364,12761,9946,9072,10289,2296,2234,2416,54,58,55,68,72,69,5.7,3.9,3.72,0.80,9673,45,13831,82,19,59,1619,1060,1033,869,49,51
"""20197200""","""Metropolitan Topeka Planning Organization""","""Topeka, KS""",113.94,140227.31,57780.54,141074.77,45,54,42,22,28,20,23,26,22,7.21,13.47,1.75,2,2,17576,17398,18116,2,2,2,13158,12199,13569,10494,9560,10824,2644,2618,2725,20,21,20,28,29,28,1.8,5.9,1.28,0.41,11087,72,17414,80,27,38,2808,1059,1094,820,66,34
