mpo,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""04201302""","""Sierra Vista Metropolitan Planning Organization""","""Nogales, AZ,Sierra Vista-Douglas, AZ,Tucson, AZ""",35.72,51242.09,20607.06,252344.11,56,67,45,27,34,21,29,33,24,8.23,9.99,1.77,2,2,19508,19088,20699,1,1,1,14190,13169,15055,10609,9664,11256,3563,3487,3780,18,18,18,22,23,22,1.8,3.4,0.44,0.08,4970,62,3429,83,99,11,4163,1110,1173,800,70,30
"""04201303""","""Sun Corridor Metropolitan Planning Organization""","""Phoenix-Mesa-Chandler, AZ,Tucson, AZ""",44.77,75265.10,24065.24,427063.93,44,54,44,20,24,20,24,29,24,8.56,8.55,1.96,2,2,20904,20245,20519,0,0,0,15544,15051,15348,11727,11354,11601,3818,3697,3747,0,0,0,0,0,0,2.4,2.0,1.35,0.06,5588,63,4750,85,37,17,2759,1041,1097,796,71,29
"""05196400""","""Pine Bluff Area Transportation Study""","""Pine Bluff, AR""",56.90,51539.78,20519.89,148127.84,52,63,37,23,28,15,29,35,22,7.11,6.58,1.71,2,2,17902,17188,19636,0,0,0,12196,11689,13895,9713,9305,11174,2474,2375,2713,9,9,9,11,11,11,1.8,2.4,0.75,0.14,4969,70,5414,84,55,23,3406,792,804,654,66,34
"""05197300""","""Frontier MPO""","""Fort Smith, AR-OK""",98.96,131729.52,51591.30,246079.90,52,64,39,23,29,16,29,35,23,7.95,8.04,1.81,2,2,19817,19259,20708,1,1,1,13058,12540,14446,10287,9845,11552,2757,2679,2880,15,16,14,19,19,18,1.9,2.4,1.02,0.21,7024,71,10055,84,49,24,2682,855,931,663,64,36
"""05197400""","""Central Arkansas Regional Transportation Study""","""Hot Springs, AR,Little Rock-North Little Rock-Conway, AR,Pine Bluff, AR""",322.93,489898.52,187496.57,1049118.69,49,59,43,24,29,20,26,30,23,8.40,8.68,1.87,2,2,20524,20184,20875,1,1,1,14041,13019,14383,11192,10216,11486,2835,2789,2884,13,14,13,20,20,19,1.6,3.9,0.68,0.18,8206,69,13526,82,65,20,3368,1073,1162,788,68,32
"""05198200""","""Northwest Arkansas Regional Planning Commission""","""Fayetteville-Springdale-Rogers, AR""",144.45,256679.38,94690.23,688061.83,50,61,46,24,30,22,26,31,24,9.41,7.02,2.03,2,2,22382,21908,22492,1,1,1,15225,14154,15371,12132,11126,12263,3092,3028,3108,1,1,1,17,17,17,1.4,2.4,0.61,0.14,6358,76,9993,84,61,18,3187,1153,1270,811,70,30
"""05198300""","""West Memphis-Marion Area Transportation Study""","""Memphis, TN-MS-AR""",26.70,35755.39,13882.10,54360.84,47,56,40,21,27,18,26,30,22,7.90,11.07,1.83,2,2,19401,19009,19601,1,1,1,13647,12620,13953,10950,9976,11229,2680,2627,2708,17,17,16,21,22,20,2.5,3.5,1.63,0.26,6618,74,8325,83,28,24,2442,948,1009,692,62,38
"""05200301""","""Tri-Lakes Metropolitan Planning Organization""","""Hot Springs, AR,Malvern, AR""",28.25,33151.64,13934.19,152633.28,50,61,38,23,29,16,27,32,22,7.12,6.11,1.69,2,2,17741,17332,18801,1,1,1,12043,11543,13524,9577,9132,10912,2452,2395,2597,15,16,15,19,20,18,2.5,3.1,0.43,0.09,5128,66,7458,83,31,19,4224,864,950,658,69,31
"""05200302""","""Northeast Arkansas Regional Transportation Planning Commission""","""Jonesboro, AR""",34.52,56682.66,21931.20,105651.80,51,62,39,23,29,17,28,33,22,7.59,7.07,1.76,2,2,19361,18943,20128,1,1,1,12683,12200,13980,9990,9563,11182,2676,2618,2781,18,19,17,22,24,22,2.5,2.8,1.04,0.21,6041,64,9898,84,55,21,2869,894,907,791,57,43
"""06196600""","""Santa Barbara County Association of Governments""","""San Luis Obispo-Paso Robles, CA,Santa Maria-Santa Barbara, CA""",217.86,288918.41,99264.81,1407301.75,57,70,66,35,44,42,22,26,24,7.59,25.45,1.93,2,2,19061,18673,18195,2,2,2,16319,15297,15091,12139,11202,11101,4156,4070,3966,24,25,24,37,39,37,1.5,3.6,0.73,0.07,11892,61,15894,83,38,7,5920,2194,2353,1749,58,42
"""06196700""","""Sacramento Area COG""","""Chico, CA,Clearlake, CA,Napa, CA,Reno, NV,Sacramento-Roseville-Folsom, CA,San Francisco-Oakland-Berkeley, CA,Stockton, CA,Truckee-Grass Valley, CA,Vallejo, CA,Yuba City, CA""",1189.15,1943204.46,701280.28,2883974.94,51,62,57,30,37,34,22,25,23,7.21,20.40,1.85,2,2,17674,17449,17317,3,3,3,15463,14482,14563,11598,10667,10777,3854,3803,3774,11,12,11,9,9,8,1.4,5.9,1.07,0.24,21827,68,27864,80,31,18,4244,1764,1932,1330,62,38
"""06196800""","""San Joaquin COG""","""Modesto, CA,Sacramento-Roseville-Folsom, CA,San Francisco-Oakland-Berkeley, CA,Stockton, CA""",306.05,489065.54,155758.22,720304.11,52,64,52,28,35,28,24,29,24,7.72,22.78,1.91,2,2,19277,18831,18235,2,2,2,15711,15185,15060,11438,11006,11019,4202,4104,3975,71,75,66,68,72,63,2.0,4.2,0.82,0.22,17364,71,18504,82,36,17,4296,1489,1628,1233,56,44
"""06197001""","""Metropolitan Transportation Commission""","""Clearlake, CA,Merced, CA,Modesto, CA,Napa, CA,Sacramento-Roseville-Folsom, CA,San Francisco-Oakland-Berkeley, CA,San Jose-Sunnyvale-Santa Clara, CA,Santa Cruz-Watsonville, CA,Santa Rosa-Petaluma, CA,Stockton, CA,Ukiah, CA,Vallejo, CA""",4042.31,6350380.71,2224760.62,3581792.69,44,54,71,29,36,49,15,18,22,6.41,33.33,1.82,2,2,15604,15458,14981,9,9,9,15736,14931,13830,11833,11087,10079,3439,3371,3266,464,472,484,181,184,188,2.2,7.0,2.06,0.62,38351,56,59970,77,16,40,3703,2581,2891,1935,60,40
"""06197002""","""Kern COG""","""Bakersfield, CA,Hanford-Corcoran, CA,Los Angeles-Long Beach-Anaheim, CA,Riverside-San Bernardino-Ontario, CA,Santa Maria-Santa Barbara, CA,Visalia, CA""",216.92,366274.38,111886.13,2757076.42,58,69,49,28,35,24,30,34,25,7.94,17.47,1.91,2,2,19895,19296,19168,2,2,2,15799,14610,15588,11431,10370,11382,4336,4207,4178,31,33,28,57,60,51,2.0,2.7,1.04,0.04,13406,69,16161,84,33,10,3797,1254,1356,1075,58,42
"""06197201""","""San Diego Association of Governments""","""El Centro, CA,Los Angeles-Long Beach-Anaheim, CA,Riverside-San Bernardino-Ontario, CA,San Diego-Chula Vista-Carlsbad, CA""",1461.16,2501184.38,832845.10,1394765.04,52,64,63,32,40,40,20,24,23,7.39,33.27,1.86,2,2,17771,17931,17466,4,4,3,15754,14899,14619,11645,10751,10586,3875,3908,3807,234,240,227,252,258,244,2.9,7.1,1.81,0.60,30283,53,36259,78,21,38,2942,2102,2261,1677,56,44
"""06197202""","""Fresno Council of Governments""","""Fresno, CA,Hanford-Corcoran, CA,Madera, CA,Merced, CA,Salinas, CA,San Jose-Sunnyvale-Santa Clara, CA,Visalia, CA""",462.92,752564.36,240040.09,1225250.74,57,69,49,30,37,26,28,32,23,7.33,19.21,1.83,2,2,18349,17861,17699,3,3,2,14940,13833,14750,10939,9937,10891,3999,3894,3858,2,2,2,2,2,2,2.4,5.0,0.93,0.20,18797,67,23836,81,32,16,3818,1336,1412,1118,55,45
"""06197203""","""Stanislaus COG""","""Merced, CA,Modesto, CA,San Jose-Sunnyvale-Santa Clara, CA,Sonora, CA,Stockton, CA""",255.98,392397.64,128938.46,894111.71,53,65,51,28,35,27,25,31,24,7.56,21.12,1.88,2,2,18898,18457,18093,2,2,2,15357,14814,14922,11238,10791,10978,4119,4023,3944,0,0,0,0,0,0,1.3,4.6,0.69,0.14,16279,73,18684,81,45,9,5427,1408,1558,1136,56,44
"""06197501""","""Southern California Association of Governments""","""Bakersfield, CA,El Centro, CA,Las Vegas-Henderson-Paradise, NV,Los Angeles-Long Beach-Anaheim, CA,Oxnard-Thousand Oaks-Ventura, CA,Riverside-San Bernardino-Ontario, CA,San Diego-Chula Vista-Carlsbad, CA,Santa Maria-Santa Barbara, CA,Yuma, AZ""",9017.46,15090682.26,4826714.97,18985558.39,55,67,61,34,42,39,21,25,22,6.32,31.27,1.88,2,2,15600,15365,14787,5,6,5,15139,14255,13989,11657,10822,10686,3398,3346,3220,84,87,82,87,91,85,1.9,6.9,1.67,0.25,47374,55,68828,77,17,17,6289,2017,2240,1552,56,44
"""06197502""","""Association of Monterey Bay Area Governments""","""Fresno, CA,Merced, CA,Salinas, CA,San Francisco-Oakland-Berkeley, CA,San Jose-Sunnyvale-Santa Clara, CA,San Luis Obispo-Paso Robles, CA,Santa Cruz-Watsonville, CA""",307.82,525729.59,161326.31,2848759.79,56,69,67,33,41,41,23,28,26,9.37,25.95,2.05,2,2,22918,22950,21750,1,1,1,18135,17020,16468,13060,11959,11676,5019,5002,4741,57,58,51,47,49,44,1.3,3.4,0.57,0.06,10481,65,12805,83,55,8,4570,2125,2378,1635,59,41
"""06198000""","""Butte County Association of Governments""","""Chico, CA,Red Bluff, CA,Yuba City, CA""",181.00,207432.54,77722.16,634328.90,59,71,50,31,39,26,28,32,24,7.52,11.43,1.75,2,2,18796,18635,19028,2,2,2,14568,13554,14995,10456,9475,10832,4097,4063,4147,15,16,15,19,20,18,1.5,5.0,0.76,0.12,8227,62,9106,81,60,12,4207,1360,1492,991,62,38
"""06198100""","""Shasta Regional Transportation Agency""","""Red Bluff, CA,Redding, CA,Susanville, CA""",124.00,168416.23,67034.66,1827633.56,59,71,52,31,39,27,28,32,25,8.20,7.74,1.83,2,2,19732,19412,20321,1,1,1,15272,14213,15785,10957,9966,11342,4301,4232,4429,14,15,14,15,16,15,0.6,3.1,0.39,0.04,6031,70,7476,83,70,6,4503,1414,1548,1072,66,34
"""06198200""","""Tulare County Association of Governments""","""Bakersfield, CA,Fresno, CA,Hanford-Corcoran, CA,Visalia, CA""",168.03,259678.60,79901.99,496395.61,61,73,48,29,36,23,32,37,25,8.13,16.00,1.92,2,2,20779,20039,20061,1,1,1,16035,14787,15931,11496,10407,11550,4529,4369,4373,10,10,9,29,31,25,2.2,1.9,0.91,0.16,8804,71,11089,85,31,19,3320,1189,1339,961,57,43
"""06198600""","""Merced County Association of Governments""","""Fresno, CA,Madera, CA,Merced, CA,Modesto, CA,San Jose-Sunnyvale-Santa Clara, CA""",99.00,159964.38,49569.36,1020335.84,58,70,49,28,35,24,30,35,25,8.51,13.78,1.91,2,2,21064,20426,20023,2,2,1,16041,14849,15694,11449,10395,11329,4591,4453,4364,0,1,0,0,0,0,1.7,2.7,0.27,0.05,8338,71,8881,84,57,6,4467,1250,1425,952,53,47
"""06199200""","""San Luis Obispo COG""","""Bakersfield, CA,Salinas, CA,San Luis Obispo-Paso Robles, CA,Santa Maria-Santa Barbara, CA""",81.86,131978.69,52022.72,613898.60,55,67,63,33,41,38,22,26,25,8.06,14.86,1.91,2,2,19762,19523,19875,1,1,1,16314,15327,15606,11991,11057,11259,4309,4255,4332,14,15,15,19,19,19,1.3,3.0,0.72,0.08,6075,66,7411,84,48,9,4510,2006,2284,1479,63,37
"""06200301""","""Kings County Association of Governments""","""Bakersfield, CA,Fresno, CA,Hanford-Corcoran, CA,Salinas, CA,Visalia, CA""",59.02,96397.36,29783.42,671789.52,54,65,49,26,32,24,28,33,26,8.53,13.48,1.96,2,2,21438,20831,20546,1,1,1,16430,15269,16046,11712,10680,11527,4673,4542,4478,45,47,41,84,87,76,1.7,2.0,2.18,0.04,7135,73,6543,85,50,7,4299,1245,1452,985,57,43
"""06200302""","""Madera County Transportation Commission""","""Fresno, CA,Madera, CA,Merced, CA""",31.06,59174.48,16765.91,861340.48,63,76,56,30,38,28,33,38,29,10.50,9.13,2.16,2,2,26727,26088,25090,1,1,0,18774,17524,18124,12947,11834,12653,5826,5688,5469,2,2,2,2,2,1,0.3,1.7,0.58,0.02,4695,81,4384,85,207,4,6229,1441,1546,941,72,28
"""08197701""","""Denver Regional COG""","""Boulder, CO,Denver-Aurora-Lakewood, CO,Greeley, CO""",1665.43,2589107.29,978139.86,1576777.90,44,54,55,26,33,33,18,21,22,6.99,22.70,1.87,2,2,16801,16631,16726,4,5,5,14480,13554,13590,11732,10829,10849,2582,2555,2570,165,170,171,177,182,184,2.0,6.1,1.84,0.62,28774,63,40061,79,20,40,3260,1750,1815,1282,68,32
"""08197702""","""Pikes Peak Area COG""","""Colorado Springs, CO,Denver-Aurora-Lakewood, CO""",260.26,404978.46,154046.14,287990.01,43,53,47,24,30,26,19,24,21,6.91,18.90,1.78,2,2,16956,16722,16830,3,3,3,13314,12913,13140,10648,10282,10493,2612,2576,2593,53,56,54,66,69,67,3.5,6.5,2.24,0.53,19233,63,21640,79,19,64,2278,1366,1456,1153,62,38
"""08197703""","""Pueblo Area COG MPO and TPR""","""Pueblo, CO""",119.58,138357.95,54452.16,153147.61,54,66,42,27,34,20,27,32,22,7.33,15.14,1.71,2,2,17900,17587,18457,1,1,1,12463,11966,13712,9677,9227,10843,2759,2710,2843,27,29,26,34,36,32,2.0,4.1,1.71,0.36,10111,75,9424,82,21,39,2923,1051,1148,825,65,35
"""08198200""","""Grand Valley Metropolitan Planning Organization""","""Grand Junction, CO""",59.23,92229.16,38383.18,70828.72,50,60,45,26,33,23,24,27,22,7.31,12.59,1.73,2,2,17822,17651,18457,1,1,1,13142,12177,13651,10369,9428,10780,2746,2720,2844,27,28,27,34,35,34,2.2,4.6,1.57,0.54,9082,65,11649,82,22,45,3104,1212,1287,946,67,33
"""08198800""","""North Front Range MPO""","""Boulder, CO,Fort Collins, CO,Greeley, CO""",256.63,422680.78,158514.34,287672.18,45,54,50,24,30,28,20,24,22,7.62,17.10,1.90,2,2,18732,18456,18580,2,2,2,14816,13861,14024,11896,10984,11128,2887,2843,2863,33,34,34,51,53,52,2.4,4.4,1.98,0.55,13054,63,15340,82,20,40,2398,1469,1531,1219,64,36
"""09197401""","""South Central Regional COG""","""Bridgeport-Stamford-Norwalk, CT,Hartford-East Hartford-Middletown, CT,New Haven-Milford, CT,Norwich-New London, CT,Providence-Warwick, RI-MA""",371.75,471334.21,181088.49,203923.38,49,61,55,30,38,33,19,23,21,6.77,17.80,1.75,2,2,16795,16612,16929,4,4,4,13360,13028,13324,10494,10187,10428,2614,2585,2635,253,255,260,37,38,39,3.3,7.3,1.94,0.89,20231,55,27626,77,24,65,1908,1753,1968,929,67,33
"""09197402""","""Southeastern Connecticut COG""","""Hartford-East Hartford-Middletown, CT,Norwich-New London, CT,Providence-Warwick, RI-MA,Worcester, MA-CT""",176.70,259380.01,103082.52,365479.02,47,57,54,26,33,31,20,24,23,8.15,8.37,1.90,2,2,19776,19698,20329,1,1,1,15016,14099,14500,11928,11024,11326,3080,3066,3164,9,9,9,9,9,9,2.1,4.4,0.85,0.28,8181,63,10545,82,49,26,2476,1606,1803,1031,69,31
"""09197501""","""Capital Region COG""","""Hartford-East Hartford-Middletown, CT,New Haven-Milford, CT,Norwich-New London, CT,Springfield, MA,Torrington, CT,Worcester, MA-CT""",643.94,869674.84,335818.86,568949.60,44,54,54,26,33,32,18,21,21,6.99,13.31,1.81,2,2,16976,16892,17227,3,4,4,14076,13198,13385,11341,10472,10606,2645,2631,2683,90,94,96,94,98,99,2.8,6.9,1.29,0.59,18229,59,28354,78,35,41,2192,1699,1891,857,69,31
"""09197502""","""Naugatuck Valley Council of Governments""","""Hartford-East Hartford-Middletown, CT,New Haven-Milford, CT,Torrington, CT""",230.03,339714.81,129286.80,223520.25,47,58,54,27,34,31,20,24,22,7.54,11.59,1.87,2,2,18428,18338,18666,2,2,2,14381,13838,14120,11370,10838,11067,2871,2856,2907,140,144,145,32,33,33,2.9,6.3,2.59,0.58,15535,61,16567,79,36,45,2007,1641,1813,854,71,29
"""09197504""","""Housatonic Valley MPO""","""Bridgeport-Stamford-Norwalk, CT,New York-Newark-Jersey City, NY-NJ-PA,Poughkeepsie-Newburgh-Middletown, NY,Torrington, CT""",116.98,181024.66,65068.26,183736.17,49,60,70,31,39,46,18,22,24,8.76,7.21,2.09,2,2,21016,20887,20648,2,2,2,16620,16206,15350,13116,12722,11908,3275,3254,3216,229,230,226,33,33,32,2.2,5.7,0.70,0.35,11464,74,13541,80,53,35,2282,2408,2582,1051,82,18
"""09198100""","""South Western MPO""","""Bridgeport-Stamford-Norwalk, CT,New York-Newark-Jersey City, NY-NJ-PA""",217.89,288750.33,103726.80,117661.99,53,65,78,37,46,56,16,19,22,6.85,16.02,1.89,2,2,16527,16464,16220,6,7,6,15174,14849,13885,11839,11521,10602,2573,2563,2524,762,765,758,109,109,108,3.4,8.3,1.61,0.88,24125,64,33042,76,20,81,1594,2930,3247,1531,73,27
"""09198101""","""Greater Bridgeport / Valley MPO""","""Bridgeport-Stamford-Norwalk, CT,New Haven-Milford, CT""",263.86,385779.07,138942.31,113195.06,42,52,60,26,33,39,16,20,22,6.76,21.90,1.85,2,2,16811,16701,16482,5,5,5,14760,14440,13639,11535,11222,10452,2619,2602,2567,605,616,620,86,88,88,3.7,7.5,2.64,1.23,24330,56,25887,77,18,96,1629,2018,2225,1019,70,30
"""09201499""","""Lower Connecticut River Valley MPO""","""Hartford-East Hartford-Middletown, CT,New Haven-Milford, CT,Norwich-New London, CT""",101.72,137097.08,55207.51,212398.08,49,60,59,29,36,36,20,24,24,8.39,5.78,1.98,2,2,20384,20389,20796,2,2,2,15593,14642,14867,12407,11456,11617,3176,3176,3239,10,10,10,14,14,14,2.1,5.2,0.79,0.26,9717,72,11757,81,53,30,2375,1870,2058,965,78,22
"""10197100""","""Wilmington Area Planning Council""","""Baltimore-Columbia-Towson, MD,Dover, DE,Lancaster, PA,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",368.29,513847.18,193229.01,358544.96,45,54,50,25,31,29,20,23,21,7.02,16.00,1.81,2,2,17232,17045,17158,4,4,4,14235,13312,13482,11387,10492,10646,2771,2739,2758,77,80,79,63,65,64,3.0,6.3,2.02,0.54,18813,55,28291,79,24,53,1880,1509,1594,956,70,30
"""10199000""","""Dover / Kent County MPO""","""Baltimore-Columbia-Towson, MD,Dover, DE,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD,Salisbury, MD-DE""",57.66,121145.86,45539.91,304160.72,50,62,49,26,33,25,24,29,24,8.31,5.73,1.91,2,2,20426,20096,20505,1,1,1,14728,14268,14807,11410,11002,11476,3283,3230,3295,35,36,35,33,34,33,1.9,3.9,1.02,0.15,6809,66,9497,82,75,14,3481,1320,1465,1019,70,30
"""11196500""","""National Capital Region Transportation Planning Board""","""Baltimore-Columbia-Towson, MD,California-Lexington Park, MD,Chambersburg-Waynesboro, PA,Gettysburg, PA,Hagerstown-Martinsburg, MD-WV,Washington-Arlington-Alexandria, DC-VA-MD-WV""",2817.40,4703303.84,1664232.35,2000614.55,39,49,63,26,33,43,13,16,20,6.35,24.64,1.77,2,2,15247,15163,14821,11,11,11,13972,13691,12676,11093,10817,9845,2346,2334,2280,533,540,551,279,283,289,3.0,8.0,3.28,0.83,37228,47,60278,73,21,61,2029,2248,2370,1538,67,33
"""12197000""","""Florida-Alabama Transportation Planning Organization""","""Crestview-Fort Walton Beach-Destin, FL,Daphne-Fairhope-Foley, AL,Pensacola-Ferry Pass-Brent, FL""",181.86,314605.61,118353.33,360609.08,51,61,46,26,33,23,25,29,23,8.18,8.99,1.84,2,2,19655,19398,19985,1,1,1,13943,12928,14272,11019,10039,11299,2901,2864,2949,24,25,24,30,31,30,2.4,4.2,0.93,0.33,8503,72,10969,82,34,35,2699,1217,1245,989,69,31
"""12197600""","""Lee County MPO""","""Cape Coral-Fort Myers, FL,Clewiston, FL,Naples-Marco Island, FL""",289.67,374868.73,138763.03,247516.03,52,63,48,29,36,26,24,27,22,7.52,11.05,1.82,2,2,18515,18280,18547,2,2,2,13663,12657,13802,10898,9924,11033,2733,2699,2737,33,34,32,41,42,40,3.2,4.6,1.62,0.56,10858,59,11874,82,25,58,2451,1386,1406,1085,77,23
"""12197701""","""Miami-Dade MPO""","""Key West, FL,Miami-Fort Lauderdale-Pompano Beach, FL""",938.84,1450497.83,487466.29,766326.47,55,67,50,35,43,31,20,23,18,5.57,43.22,1.58,2,2,13931,13685,13720,8,8,7,11543,10628,11566,9476,8597,9531,2060,2024,2028,7,7,7,2,2,2,1.6,7.8,1.58,0.64,39506,40,53054,76,8,38,5223,1643,1659,1323,56,44
"""12197702""","""Broward MPO""","""Miami-Fort Lauderdale-Pompano Beach, FL""",763.56,1508623.04,534767.29,715845.93,59,72,54,37,46,33,22,26,20,6.35,24.49,1.73,2,2,15480,15297,15207,5,6,5,12642,11666,12654,10341,9392,10395,2285,2258,2244,16,16,15,8,8,8,8.9,7.4,1.63,0.75,33630,47,40212,77,13,40,9272,1750,1828,1368,68,32
"""12197703""","""METROPLAN Orlando""","""Deltona-Daytona Beach-Ormond Beach, FL,Lakeland-Winter Haven, FL,Okeechobee, FL,Orlando-Kissimmee-Sanford, FL,Palm Bay-Melbourne-Titusville, FL""",520.00,1310149.45,460157.86,440237.10,53,64,49,29,37,27,23,27,22,7.25,15.88,1.83,2,2,17692,17418,17394,3,3,3,13669,12664,13607,10929,9958,10917,2611,2572,2567,128,134,123,143,150,138,4.0,6.1,3.26,1.05,20877,60,33510,79,20,73,1904,1423,1475,1209,64,36
"""12197704""","""Hillsborough MPO""","""Lakeland-Winter Haven, FL,North Port-Sarasota-Bradenton, FL,Tampa-St. Petersburg-Clearwater, FL,Wauchula, FL""",721.70,1158696.96,424972.22,550420.08,55,67,49,31,39,27,24,28,21,7.24,16.83,1.77,2,2,17287,17023,17639,3,3,3,13160,12206,13506,10578,9660,10872,2551,2513,2603,31,33,31,48,50,48,3.7,5.7,2.18,0.77,20032,60,29161,80,29,48,2721,1435,1473,1131,64,36
"""12197705""","""River to Sea Transporation Planning Organization""","""Deltona-Daytona Beach-Ormond Beach, FL,Jacksonville, FL,Ocala, FL,Orlando-Kissimmee-Sanford, FL,Palatka, FL,Palm Bay-Melbourne-Titusville, FL""",262.34,476210.39,193565.39,742290.31,56,68,46,30,37,24,26,31,22,7.70,9.90,1.76,2,2,18703,18500,19264,1,2,1,13320,12299,13968,10530,9536,11095,2760,2731,2843,30,32,30,38,39,37,1.7,4.4,1.19,0.26,9402,69,8314,82,39,23,3195,1257,1300,1063,76,24
"""12197706""","""Capital Region Transportation Planning Agency""","""Bainbridge, GA,Tallahassee, FL,Thomasville, GA,Valdosta, GA""",166.00,251699.19,97228.22,853448.52,52,63,44,27,33,22,26,30,22,7.44,8.73,1.77,2,2,18294,17930,19031,2,2,2,13301,12299,13886,10562,9611,11039,2700,2647,2809,39,42,38,49,52,48,2.0,4.4,0.70,0.11,9497,52,16162,82,72,15,3737,1154,1152,926,61,39
"""12197801""","""Palm Beach MPO""","""Clewiston, FL,Miami-Fort Lauderdale-Pompano Beach, FL,Port St. Lucie, FL""",684.17,1108721.19,419520.54,553946.16,59,71,53,36,45,33,23,26,20,6.47,19.16,1.73,2,2,16392,16181,16090,4,4,4,12798,11821,12806,10360,9413,10413,2419,2389,2375,19,19,18,7,7,7,6.8,6.9,2.09,0.76,21700,48,23726,78,21,39,8034,1713,1748,1229,73,27
"""12197802""","""North Florida Transportation Planning Organization""","""Deltona-Daytona Beach-Ormond Beach, FL,Jacksonville, FL,Palatka, FL""",439.90,745837.50,285239.37,711124.36,48,59,47,26,32,25,22,27,22,7.50,13.36,1.83,2,2,18362,18110,18380,2,2,2,13695,13253,13728,10920,10513,10951,2710,2673,2713,65,67,64,66,69,66,2.5,5.6,1.09,0.40,13757,66,19179,80,42,36,3275,1326,1375,1090,67,33
"""12197803""","""Pinellas County MPO""","""Tampa-St. Petersburg-Clearwater, FL""",524.19,710358.01,293393.79,129067.56,53,64,47,31,39,27,22,25,20,6.16,19.75,1.63,2,2,15285,15168,15557,4,4,4,12120,11173,12486,9766,8829,10093,2255,2239,2295,99,105,98,146,155,144,5.9,7.4,4.84,2.27,23610,55,26418,78,9,161,1146,1421,1487,1053,74,26
"""12197804""","""Sarasota-Manatee MPO""","""Arcadia, FL,North Port-Sarasota-Bradenton, FL,Punta Gorda, FL,Tampa-St. Petersburg-Clearwater, FL,Wauchula, FL""",332.53,520962.26,209752.66,459724.42,50,62,49,29,36,28,21,26,21,6.94,13.11,1.74,2,2,16931,16796,17403,2,2,2,12974,12525,13270,10432,10001,10658,2499,2479,2568,43,45,44,54,56,55,1.6,5.3,1.08,0.46,14358,59,14940,81,26,40,4808,1451,1494,1153,77,23
"""12197805""","""Polk County Transportation Planning Organization""","""Lakeland-Winter Haven, FL,Orlando-Kissimmee-Sanford, FL,Sebring-Avon Park, FL,Tampa-St. Petersburg-Clearwater, FL,The Villages, FL,Wauchula, FL""",266.01,509921.67,175135.67,959915.96,56,67,45,27,34,22,28,33,23,8.52,8.68,1.89,2,2,20699,20287,20483,1,1,1,14370,13273,14586,11303,10265,11552,3055,2995,3023,12,12,11,28,29,26,2.3,2.9,1.24,0.18,8996,60,11794,84,49,21,3431,1144,1191,930,73,27
"""12197806""","""Gainesville MTPO""","""Gainesville, FL""",88.70,150154.70,57109.64,92063.03,55,67,43,30,38,22,25,30,20,6.24,11.90,1.61,2,2,15857,15600,16305,4,4,4,11562,11070,12743,9137,8679,10256,2341,2303,2406,84,88,80,105,109,100,3.5,6.6,2.18,0.62,11528,51,18354,79,29,59,2003,1175,1088,939,59,41
"""12198001""","""Okaloosa-Walton Transportation Planning Organization""","""Crestview-Fort Walton Beach-Destin, FL,Pensacola-Ferry Pass-Brent, FL""",93.60,154763.07,60629.50,405726.46,50,62,50,28,35,28,22,27,22,7.87,13.42,1.84,2,2,19022,18658,19290,1,1,1,13850,13443,13986,11022,10668,11118,2807,2754,2847,21,21,21,26,27,26,2.7,4.6,4.02,0.15,7130,66,8091,82,22,17,3362,1446,1566,1130,69,31
"""12198002""","""Bay County Transportation Planning Organization""","""Panama City, FL""",81.00,133864.93,51927.97,290202.61,53,64,46,28,35,24,25,29,22,8.07,10.59,1.80,2,2,19319,19026,19717,1,1,1,13652,12669,14029,10796,9855,11114,2851,2809,2910,5,5,5,5,5,5,2.7,3.9,1.03,0.18,7120,60,8491,82,27,21,2922,1266,1327,994,69,31
"""12198100""","""Ocala - Marion County Tranportation Planning Organization""","""Gainesville, FL,Homosassa Springs, FL,Ocala, FL,Orlando-Kissimmee-Sanford, FL,Palatka, FL,The Villages, FL""",100.34,184418.17,69674.53,601622.38,56,68,43,27,34,19,29,35,23,7.95,5.10,1.80,2,2,19461,19007,20391,1,1,1,13096,12570,14535,10207,9747,11509,2873,2806,3009,17,17,17,21,21,21,2.4,2.9,0.67,0.12,6749,66,8076,84,75,19,3539,1015,1038,780,75,25
