Block,PLACEFP,PLACENS,PLACE_GEOID,PLACE,COUNTY,GEO_ID
1039,200,2403062,4700200,Adams,Robertson,7500000US471470802001039
1022,200,2403062,4700200,Adams,Robertson,7500000US471470802001022
1020,200,2403062,4700200,Adams,Robertson,7500000US471470802001020
1030,200,2403062,4700200,Adams,Robertson,7500000US471470802001030
1027,200,2403062,4700200,Adams,Robertson,7500000US471470802001027
1016,200,2403062,4700200,Adams,Robertson,7500000US471470802001016
1037,200,2403062,4700200,Adams,Robertson,7500000US471470802001037
1014,200,2403062,4700200,Adams,Robertson,7500000US471470802001014
1025,200,2403062,4700200,Adams,Robertson,7500000US471470802001025
1012,200,2403062,4700200,Adams,Robertson,7500000US471470802001012
1013,200,2403062,4700200,Adams,Robertson,7500000US471470802001013
1038,200,2403062,4700200,Adams,Robertson,7500000US471470802001038
2040,200,2403062,4700200,Adams,Robertson,7500000US471470802002040
1017,200,2403062,4700200,Adams,Robertson,7500000US471470802001017
1035,200,2403062,4700200,Adams,Robertson,7500000US471470802001035
1018,200,2403062,4700200,Adams,Robertson,7500000US471470802001018
1024,200,2403062,4700200,Adams,Robertson,7500000US471470802001024
1015,200,2403062,4700200,Adams,Robertson,7500000US471470802001015
2041,200,2403062,4700200,Adams,Robertson,7500000US471470802002041
1044,200,2403062,4700200,Adams,Robertson,7500000US471470802001044
1023,200,2403062,4700200,Adams,Robertson,7500000US471470802001023
1036,200,2403062,4700200,Adams,Robertson,7500000US471470802001036
1019,200,2403062,4700200,Adams,Robertson,7500000US471470802001019
1026,200,2403062,4700200,Adams,Robertson,7500000US471470802001026
1085,200,2403062,4700200,Adams,Robertson,7500000US471470802001085
1021,200,2403062,4700200,Adams,Robertson,7500000US471470802001021
2020,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002020
2042,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002042
1035,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001035
2059,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042059
2041,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002041
2019,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002019
2038,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042038
2041,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042041
2045,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042045
2012,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002012
2033,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042033
2017,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002017
2005,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002005
1004,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001004
2036,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042036
2043,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002043
1038,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001038
2027,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042027
1007,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001007
2062,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042062
1021,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001021
2015,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002015
2011,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002011
2035,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042035
2067,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042067
2044,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701022044
2054,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042054
2026,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002026
2014,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701022014
2027,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002027
2029,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002029
1003,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001003
1041,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001041
2045,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002045
2031,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042031
2034,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002034
1031,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001031
2042,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042042
2018,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701022018
1011,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001011
2026,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042026
1016,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001016
1022,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001022
2046,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002046
2064,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042064
2028,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042028
2031,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002031
2030,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002030
1029,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001029
2016,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002016
2048,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042048
1015,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001015
2034,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042034
2040,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042040
2001,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002001
2046,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042046
2013,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042013
2035,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002035
2060,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042060
1018,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001018
2002,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002002
1012,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001012
2010,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002010
1039,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001039
2038,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002038
1010,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001010
2006,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002006
2022,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002022
2052,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042052
2043,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042043
2018,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002018
1009,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001009
1020,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001020
2014,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002014
2025,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002025
2044,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002044
2047,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042047
1013,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001013
2024,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002024
2037,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042037
1028,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001028
1014,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001014
2013,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002013
2033,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002033
2023,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002023
1001,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001001
2036,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002036
2032,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002032
2063,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042063
2030,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042030
2058,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042058
1034,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001034
1037,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001037
2051,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042051
2050,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042050
1023,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001023
1032,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001032
2008,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002008
1008,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001008
1025,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001025
2039,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002039
2040,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002040
2053,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042053
2061,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042061
2049,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042049
1019,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001019
1033,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001033
2021,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002021
2057,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042057
1030,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001030
1036,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001036
2039,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042039
1024,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001024
2065,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042065
1027,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001027
2028,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002028
1026,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703001026
2044,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042044
2037,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210703002037
2055,2180,2405175,4702180,Ashland City,Cheatham,7500000US470210701042055
3015,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003015
2000,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002000
1016,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001016
4010,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185004010
2001,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002001
1009,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001009
2003,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002003
1005,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001005
2008,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002008
2004,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002004
1017,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001017
2010,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002010
3006,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003006
1012,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001012
1006,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001006
3014,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003014
2016,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002016
1008,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001008
2018,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002018
1000,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001000
1013,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001013
3019,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003019
1014,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001014
2002,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002002
2015,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002015
4012,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185004012
1001,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001001
2019,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002019
3007,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003007
2007,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002007
1011,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179021011
1010,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001010
3001,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003001
1002,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001002
3018,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003018
1004,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179021004
3003,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003003
2011,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002011
5004,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370180005004
2006,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002006
5010,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185005010
2017,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002017
2014,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002014
3008,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003008
5000,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185005000
1007,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001007
1015,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001015
2009,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002009
3016,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003016
1011,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001011
2005,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002005
3004,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003004
1004,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001004
2012,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002012
1003,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185001003
1012,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179021012
3005,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003005
4011,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185004011
3013,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003013
3012,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003012
1013,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179021013
2013,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185002013
3017,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003017
3010,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003010
3000,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003000
3009,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003009
3018,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179013018
3013,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179013013
3011,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003011
5009,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185005009
3008,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370179013008
5011,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185005011
3002,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370185003002
5005,4620,2403839,4704620,Belle Meade,Davidson,7500000US470370180005005
1004,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171001004
1018,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001018
2032,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002032
1032,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001032
1003,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171001003
1002,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171001002
2010,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002010
1016,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171001016
1000,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370178001000
1019,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001019
2026,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370161002026
1013,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001013
1008,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001008
1014,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001014
1005,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370178001005
1031,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001031
1023,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001023
1033,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001033
2002,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002002
1026,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001026
1015,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171001015
2027,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370161002027
1016,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001016
2017,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370161002017
2018,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370161002018
2009,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002009
1022,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001022
2019,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370161002019
1006,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001006
1003,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001003
1000,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171001000
2005,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002005
1024,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001024
2004,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002004
1005,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001005
2001,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002001
2031,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002031
2033,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002033
1035,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001035
1015,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001015
1021,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001021
1017,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370178001017
1025,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001025
2000,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002000
1017,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001017
1007,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001007
1027,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001027
1012,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001012
1034,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001034
1004,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001004
1028,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001028
1020,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370172001020
2003,5140,2403862,4705140,Berry Hill,Davidson,7500000US470370171002003
1031,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021031
1032,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021032
1033,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021033
1030,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021030
2035,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206012035
1035,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021035
1034,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021034
1025,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021025
1024,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021024
2034,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206012034
1023,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021023
1036,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021036
1026,5500,2584571,4705500,Bethpage,Sumner,7500000US471650206021026
3010,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013010
3003,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013003
3004,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013004
3013,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013013
3002,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013002
3011,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013011
3012,5840,2804626,4705840,Big Rock,Stewart,7500000US471611102013012
1006,8080,2584573,4708080,Bransford,Sumner,7500000US471650206021006
2002,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012002
1008,8080,2584573,4708080,Bransford,Sumner,7500000US471650206021008
2007,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012007
2003,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012003
2004,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012004
2006,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012006
2052,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012052
2005,8080,2584573,4708080,Bransford,Sumner,7500000US471650206012005
1014,8080,2584573,4708080,Bransford,Sumner,7500000US471650206021014
1013,8080,2584573,4708080,Bransford,Sumner,7500000US471650206021013
1011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071011
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072002
2011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062011
2022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042022
2021,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042021
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071002
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061005
2064,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052064
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041002
2021,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072021
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041012
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042006
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071007
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502102006
2009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092009
1026,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041026
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101013
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071004
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091009
2009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042009
2031,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042031
1017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051017
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041006
1018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061018
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041007
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061010
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091003
2008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042008
2008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062008
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091001
1011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041011
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503072002
1017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091017
2008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042008
2037,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042037
1022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071022
2046,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052046
2008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052008
2054,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042054
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041000
1021,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091021
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101012
2011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042011
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061013
1016,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061016
2020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042020
1022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091022
2056,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052056
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101000
1017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061017
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052001
2010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062010
2009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503072009
2038,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052038
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041001
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041009
2026,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052026
3001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504063001
2073,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052073
2000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042000
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121003
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061002
2004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072004
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052002
2000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052000
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041010
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052006
2005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062005
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031006
2022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052022
2023,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042023
1015,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051015
1020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061020
1032,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061032
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061005
2042,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042042
2019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052019
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121009
2028,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052028
1014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041014
2047,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042047
2007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042007
2011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052011
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051006
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091004
1014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101014
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051010
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061000
1016,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061016
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041004
