Block,PLACEFP,PLACENS,PLACE_GEOID,PLACE,COUNTY,GEO_ID
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191151000
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370108011013
4003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156294003
5002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167005002
1047,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191191047
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002008
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001009
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153001002
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117001004
1046,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195031046
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118003012
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118001016
3017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173003017
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370114002000
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156292008
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470379801001000
1036,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191191036
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191212002
2035,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143002035
3024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162003024
1044,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192001044
1012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191211012
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370163001008
1030,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001030
3027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013027
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195012002
4004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370179014004
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370135002001
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136002018
4022,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133004022
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370170001005
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101052005
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370171002018
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128011011
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370148001004
3029,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168003029
2020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104012020
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370172002004
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370130011002
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156371009
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002015
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113001002
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370108021005
2028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183032028
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109011013
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191052002
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370132023012
2033,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195022033
1030,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370193001030
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002018
4007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153004007
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184072007
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156091020
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191201011
1021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156351021
3023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173003023
1012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370177021012
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119001002
1044,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370137011044
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151002018
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370107012005
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370116002006
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156361004
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127021004
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115002002
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181011006
1018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001018
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134001009
2020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169002020
4009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128014009
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184092001
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154041009
4004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192004004
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105012013
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191103002
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156203012
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110013002
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156332007
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156181005
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370189043000
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109033000
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370189043006
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370132012004
4029,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136004029
1082,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001082
3015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175003015
3009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169003009
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191191002
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104012000
2046,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119002046
2022,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127022022
1021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370165001021
1021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169001021
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133003012
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182041002
2023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370187002023
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182051004
2027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002027
1059,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370139001059
1024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370193001024
1017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173001017
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162003002
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156322003
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194022009
1014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121001014
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110011002
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151003007
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181022013
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154012002
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182011001
2024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370137022024
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370102011000
2044,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194022044
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370180002004
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370116003007
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154052006
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113002000
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191063002
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156251006
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191052001
3023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134003023
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191161013
3016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013016
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158052003
1026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370157001026
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370138001006
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101032014
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156323003
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191202007
3005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156243005
2029,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370159002029
1022,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370114001022
2038,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002038
1049,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195031049
1014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104011014
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191111003
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370177022014
2016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169002016
2017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182032017
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195031001
1018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153001018
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370152002005
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370172001011
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370108023012
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109031000
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195032005
2026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370172002026
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184052007
4011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128014011
5010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117005010
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002009
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184093011
4015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370112004015
1056,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195021056
1019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370130011019
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128011016
1107,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001107
6015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188016015
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122001009
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195022013
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370137012009
1018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168001018
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370170002000
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183041011
2037,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105012037
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192003007
2021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194012021
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370170002001
3008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156343008
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370152001000
5002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110015002
3016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184053016
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370139001004
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370171002015
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156361000
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181021003
2039,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173002039
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105011007
1017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153001017
4004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156344004
3032,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162003032
1052,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001052
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153002018
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370130021003
6003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188016003
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110021003
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105021007
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155012001
2045,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002045
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192002005
1028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370131001028
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113001006
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109033012
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156172007
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370190043002
2026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002026
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117003007
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156153004
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118001003
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191093000
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143001002
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370152001009
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196001004
3015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115003015
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370190071000
3016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370170003016
1014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370179021014
1024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194021024
2023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127022023
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370132011011
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156221004
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370132011013
3052,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128023052
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104033000
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104042007
2011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370189012011
4012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167004012
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194011006
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184122001
2049,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002049
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192003004
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194012014
1023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173001023
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370107021002
3051,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013051
1086,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001086
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370172002015
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106011003
2012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151002012
6003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370185006003
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155023006
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155012008
2011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370108022011
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105013007
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104041000
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192002002
1041,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370139001041
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169001001
2017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119002017
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118003006
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117002015
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156322002
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470379802001001
3036,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133003036
2021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182012021
1028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183021028
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115001020
4006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115004006
3009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110013009
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136002003
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370174011013
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110011003
1037,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183021037
3015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370187003015
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156293003
2024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370161002024
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370165002007
3022,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134003022
4014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136004014
4003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167004003
3005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370107013005
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154012014
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154013003
2017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154052017
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154051003
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104041003
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370107011011
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151001003
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370180003000
2036,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119002036
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168003003
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001003
2042,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002042
3013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175003013
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153001000
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153001006
3027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370170003027
1023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183041023
5010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188015010
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370137022015
2039,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002039
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370135002013
2011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370164002011
1028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195021028
2043,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105012043
3033,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128023033
3026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175003026
2024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117002024
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173002004
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158053000
