blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""471079708004""","""Athens, TN""",1.00,1597.00,579.00,13658.17,57,70,42,25,31,17,32,39,25,9.58,0.41,1.89,2,2,21967,21150,23472,0,0,0,14065,13458,15747,10753,10268,12210,3306,3183,3531,7,7,7,8,8,8,2.0,1.0,0.67,0.04,2612,74,2765,86,105,10,2863,901,911,879,69,31
"""471079703003""","""Athens, TN""",1.00,1190.00,402.00,618.89,58,71,42,29,36,20,29,34,22,6.76,4.39,1.72,2,2,17090,16297,18440,0,0,0,12348,11825,13819,9768,9364,11037,2572,2452,2774,8,9,8,10,11,10,4.3,2.4,3.18,0.65,4531,79,7670,84,8,176,723,1052,1280,651,68,32
"""471079708003""","""Athens, TN""",1.00,1814.00,767.00,20622.92,61,74,45,26,33,18,35,42,27,10.27,0.38,2.00,2,2,24366,23611,25794,0,0,0,15029,14442,16725,11356,10882,12837,3667,3553,3880,7,7,7,9,8,9,1.2,1.2,0.18,0.04,2700,81,2116,86,160,8,3061,945,1137,445,78,22
"""471079705003""","""Athens, TN""",1.00,921.00,352.00,1210.05,53,65,39,21,26,15,32,38,25,8.80,2.56,1.90,2,2,20520,19631,22054,0,0,0,13861,13311,15442,10767,10350,12118,3088,2954,3318,6,6,6,8,8,8,2.9,1.1,0.83,0.29,2968,78,2286,86,24,50,1386,763,831,610,73,27
"""471079702001""","""Athens, TN""",1.00,1504.00,596.00,2383.11,48,59,36,23,29,16,25,30,20,6.17,1.54,1.48,1,2,15932,15168,17307,0,0,0,10828,10261,12269,8423,7971,9659,2397,2282,2604,7,8,7,9,10,9,6.6,1.9,1.61,0.25,3439,23,4182,85,43,35,1467,845,1098,706,41,59
"""471079701011""","""Athens, TN""",1.00,2405.00,941.00,26319.21,62,76,45,26,33,18,35,43,27,10.75,0.38,2.05,2,2,24862,24112,26247,0,0,0,15362,14859,16924,11614,11224,12968,3741,3628,3948,7,7,8,8,8,9,2.0,1.2,0.11,0.04,2699,57,1948,86,138,10,2785,947,933,1008,84,16
"""471079702003""","""Athens, TN""",1.00,1333.00,605.00,445.05,48,59,36,23,29,16,25,29,19,4.61,6.27,1.53,1,2,13588,12928,14776,0,0,0,10725,10160,12203,8671,8205,9972,2045,1945,2223,9,10,8,11,12,10,4.6,2.7,1.70,1.36,4558,81,6948,84,9,188,746,844,810,880,56,44
"""471079701013""","""Athens, TN""",1.00,1666.00,522.00,14926.81,63,77,46,26,33,18,37,44,28,11.40,0.40,2.13,2,2,25130,24432,26467,0,0,0,15891,15347,17567,12102,11664,13578,3782,3677,3981,7,6,7,8,8,9,1.0,0.9,0.08,0.03,2391,76,4217,86,149,10,2860,939,1028,,93,7
"""471079706001""","""Athens, TN""",1.00,1285.00,580.00,10133.57,54,65,40,22,28,15,31,37,24,7.62,0.44,1.84,2,2,20456,19837,21699,0,0,0,13532,12918,15217,10445,9924,11944,3078,2985,3264,8,8,8,11,11,11,1.6,2.3,0.56,0.06,2587,78,3570,85,95,17,1826,809,917,459,78,22
"""471079704012""","""Athens, TN""",1.00,2724.00,1037.00,6551.60,65,80,48,31,39,22,34,41,26,9.54,1.51,1.98,2,2,22723,22070,23973,0,0,0,14667,14107,16311,11239,10778,12695,3419,3321,3606,9,8,9,11,11,12,1.5,2.1,0.37,0.16,3465,81,2857,85,83,24,2262,1136,1197,768,87,13
"""471079705001""","""Athens, TN""",1.00,1679.00,747.00,25694.60,58,71,43,23,29,16,35,42,27,9.65,0.28,2.02,2,2,24546,23804,25986,0,0,0,15187,14564,16955,11486,10975,13038,3694,3582,3909,7,7,8,9,9,10,1.2,0.8,0.09,0.03,2765,73,2043,87,192,7,3286,842,905,567,83,17
"""471079708001""","""Athens, TN""",1.00,1937.00,677.00,26218.50,58,71,43,24,31,17,34,40,26,9.94,0.26,1.95,2,2,23250,22559,24622,0,0,0,14571,13947,16310,11064,10545,12598,3499,3395,3704,8,7,8,9,9,10,1.5,1.2,0.04,0.03,2520,67,2009,86,168,7,3537,880,980,502,82,18
"""471079704011""","""Athens, TN""",1.00,979.00,501.00,1113.06,49,60,36,23,28,16,27,32,21,5.34,2.40,1.60,2,2,16116,15395,17416,0,0,0,11520,10942,13038,9086,8617,10410,2425,2317,2620,8,9,8,11,11,10,4.0,2.5,1.51,0.45,4209,71,6699,84,27,83,1256,813,854,775,52,48
"""471079701022""","""Athens, TN""",1.00,2931.00,1061.00,11528.12,66,81,48,31,38,21,35,43,27,10.47,0.96,2.07,2,2,23441,22663,24829,0,0,0,15284,14775,16871,11750,11358,13128,3527,3410,3735,7,7,8,9,8,9,1.7,1.4,0.52,0.09,3180,81,4410,86,60,23,1820,1103,1155,828,86,14
"""471079706002""","""Athens, TN""",1.00,733.00,287.00,251.81,44,54,33,19,23,13,26,30,20,5.99,6.83,1.58,2,2,14027,13346,15254,0,0,0,11110,10530,12638,8992,8515,10337,2111,2008,2295,7,8,7,9,9,8,3.6,1.7,2.25,1.14,2843,89,2466,85,5,256,563,669,989,,78,22
"""471079703002""","""Athens, TN""",1.00,1147.00,438.00,393.92,57,70,42,28,35,19,29,35,23,7.52,8.36,1.75,2,2,17936,17185,19248,0,0,0,12631,12089,14145,9923,9494,11241,2699,2586,2896,9,9,9,11,12,11,3.8,2.6,2.18,1.11,4717,77,8292,84,19,130,1217,1014,1531,,66,34
"""471079704022""","""Athens, TN""",1.00,909.00,299.00,1292.95,71,87,51,37,47,26,33,40,25,9.44,2.18,1.98,2,2,21152,20344,22518,0,0,0,14413,13983,15826,11223,10914,12430,3183,3061,3387,8,7,8,9,9,10,2.9,3.0,1.42,0.23,4016,85,5192,84,21,71,991,1351,1570,903,71,29
"""471079705002""","""Athens, TN""",1.00,1389.00,540.00,2788.36,54,65,39,22,28,15,31,38,24,8.26,1.60,1.85,2,2,20294,19412,21820,0,0,0,13583,13029,15149,10523,10102,11860,3054,2921,3282,6,6,6,8,8,8,3.2,1.2,0.90,0.19,3053,69,2349,86,28,32,1202,798,871,666,68,32
"""471079701014""","""Athens, TN""",1.00,1574.00,612.00,16023.10,61,75,45,24,31,17,36,44,28,11.21,0.43,2.09,2,2,25763,24977,27226,0,0,0,15766,15214,17433,11882,11450,13331,3877,3759,4096,6,6,7,8,7,8,1.1,0.8,0.08,0.04,2478,76,2467,87,193,8,3348,883,987,537,82,18
"""471079704021""","""Athens, TN""",1.00,2085.00,957.00,1307.86,67,83,49,38,47,26,30,36,23,7.25,5.30,1.80,2,2,18236,17608,19400,0,0,0,12960,12410,14518,10206,9750,11590,2744,2650,2918,10,10,10,13,13,13,2.7,3.1,1.41,0.73,4148,86,5637,83,21,77,1126,1353,1445,946,82,18
"""471079707001""","""Athens, TN""",1.00,1175.00,546.00,13193.08,57,69,42,25,31,17,31,37,24,7.67,0.32,1.85,2,2,20526,19891,21828,0,0,0,13608,12947,15380,10511,9945,12088,3089,2993,3284,8,8,8,10,10,10,1.8,1.4,0.33,0.04,2480,68,2258,86,116,11,2689,909,934,837,81,19
"""471079702004""","""Athens, TN""",1.00,1210.00,433.00,332.01,51,63,38,22,27,15,30,36,23,,,1.78,2,2,18078,17209,19501,0,0,0,12824,12372,14190,10095,9774,11248,2720,2590,2934,8,8,8,10,11,10,5.3,2.9,2.13,1.30,5001,71,8084,84,4,310,569,783,772,802,67,33
"""471079703001""","""Athens, TN""",1.00,776.00,331.00,855.03,51,62,38,21,27,15,30,36,23,5.88,2.28,1.79,2,2,18002,17165,19429,0,0,0,12853,12310,14382,10136,9719,11452,2709,2583,2923,8,8,7,9,10,9,3.5,2.0,1.36,0.39,4390,88,6939,85,13,123,920,772,815,722,64,36
"""471079701012""","""Athens, TN""",1.00,1019.00,525.00,6271.41,50,60,37,18,22,12,32,38,25,7.80,0.65,1.88,2,2,20390,19744,21717,0,0,0,13722,13046,15529,10645,10067,12254,3068,2971,3267,8,8,8,10,10,10,1.6,1.1,0.11,0.08,2546,71,2606,86,118,15,2807,647,786,,82,18
"""471079702005""","""Athens, TN""",1.00,789.00,324.00,1027.95,32,39,24,11,13,7,22,26,17,3.22,1.02,1.35,1,1,11454,10896,12522,0,0,0,9409,8847,10813,7677,7198,8922,1724,1640,1884,9,10,7,11,12,9,6.4,2.8,1.38,0.32,3894,38,5636,84,17,106,1090,381,560,256,45,55
"""471079707002""","""Athens, TN""",1.00,1888.00,670.00,3000.26,57,70,42,25,31,17,32,39,25,9.28,2.07,1.91,2,2,20794,19962,22254,0,0,0,13992,13436,15594,10856,10425,12239,3129,3004,3348,7,7,7,8,8,8,2.4,1.4,1.36,0.22,2902,83,2034,86,26,47,931,893,990,597,79,21
"""471079707003""","""Athens, TN""",1.00,984.00,392.00,4282.57,61,75,45,27,34,19,34,41,26,9.31,0.85,1.98,2,2,22595,21847,24003,0,0,0,14640,14040,16351,11233,10745,12733,3400,3288,3611,7,7,7,8,8,9,1.4,1.2,0.23,0.09,2457,84,1883,86,79,19,2267,984,1053,685,83,17
"""471079701021""","""Athens, TN""",1.00,2852.00,915.00,12816.69,60,73,44,25,31,17,35,42,27,11.22,0.80,2.03,2,2,24158,23411,25543,0,0,0,15186,14652,16797,11543,11122,12946,3635,3523,3843,7,7,8,9,8,10,1.9,1.1,0.32,0.07,2885,62,2289,86,112,9,2539,886,932,638,85,15
"""471079706004""","""Athens, TN""",1.00,1434.00,558.00,7962.47,63,78,46,29,36,20,34,41,26,10.08,0.71,2.00,2,2,23368,22708,24676,0,0,0,14878,14267,16622,11354,10842,12902,3517,3417,3712,8,8,8,10,10,11,1.0,1.6,0.16,0.07,2736,85,2217,86,122,11,2856,1049,1097,790,88,12
"""471079706005""","""Athens, TN""",1.00,2002.00,843.00,21613.30,64,79,47,29,36,20,35,42,27,10.38,0.40,2.04,2,2,24837,24167,26174,0,0,0,15304,14702,17042,11558,11057,13096,3737,3637,3937,8,8,8,10,9,11,1.1,1.1,0.06,0.04,2760,69,1965,86,198,7,3728,1045,1113,548,89,11
"""471079708002""","""Athens, TN""",1.00,2614.00,931.00,6754.67,61,75,45,26,33,18,35,42,27,10.29,1.42,2.04,2,2,23293,22538,24681,0,0,0,15070,14512,16728,11558,11114,13008,3505,3392,3713,7,7,8,9,9,10,1.7,1.2,0.32,0.14,3028,78,2431,86,71,21,2284,951,974,806,88,12
"""471079702002""","""Athens, TN""",1.00,1294.00,529.00,3005.94,42,51,31,17,22,12,25,30,19,6.51,1.15,1.44,1,2,16698,15776,18247,0,0,0,10710,10217,11986,8191,7836,9235,2513,2374,2745,7,7,6,8,9,7,7.7,2.5,2.30,0.18,3255,13,4984,84,43,35,1696,629,,716,12,88
"""471079706003""","""Athens, TN""",1.00,1321.00,535.00,1102.09,54,66,40,23,29,16,31,37,24,7.35,3.57,1.83,2,2,19194,18325,20687,0,0,0,13292,12737,14858,10398,9973,11740,2888,2758,3112,6,6,6,8,8,8,2.8,1.6,1.34,0.49,3003,92,2328,85,15,82,778,834,798,908,70,30
"""471079704023""","""Athens, TN""",1.00,1893.00,772.00,9579.02,65,80,47,29,36,20,37,44,28,11.17,0.90,2.10,2,2,25811,25202,26999,0,0,0,15813,15347,17344,11921,11547,13273,3884,3792,4062,8,7,9,10,9,11,1.5,1.8,0.12,0.08,3009,60,2456,85,168,12,3467,1036,1062,707,94,6
"""470759303021""","""Brownsville, TN""",1.00,1197.00,459.00,261.92,53,65,35,22,27,13,31,38,22,6.65,11.66,1.66,2,2,16825,15702,19262,0,0,0,11936,11418,13697,9400,9050,10794,2532,2363,2898,5,5,5,6,6,6,6.2,1.3,3.06,1.75,2870,60,2998,86,9,193,774,682,1058,608,35,65
"""470759305002""","""Brownsville, TN""",1.00,864.00,440.00,30327.99,61,74,40,23,29,14,38,45,26,8.66,0.13,1.89,2,2,23738,22879,25983,0,0,0,14297,13645,16513,10720,10197,12598,3572,3443,3909,6,5,6,7,7,7,1.3,0.7,1.24,0.01,1665,73,1326,87,239,4,3803,734,825,581,72,28
"""470759304001""","""Brownsville, TN""",1.00,2050.00,905.00,13906.59,55,66,36,21,26,13,34,40,24,7.84,0.51,1.72,2,2,20134,19031,22697,0,0,0,12789,12166,14826,9754,9297,11407,3030,2864,3414,5,5,5,6,6,6,3.5,0.3,0.81,0.07,2197,59,2218,88,102,9,2586,657,882,532,42,58
"""470759303022""","""Brownsville, TN""",1.00,1923.00,640.00,4757.40,67,82,43,29,37,18,37,45,26,9.53,1.28,1.91,2,2,22042,21085,24266,0,0,0,14156,13645,16037,10834,10467,12381,3317,3173,3650,5,5,6,6,6,7,2.4,1.5,2.03,0.13,2116,74,3103,86,86,16,1807,925,1033,770,61,39
"""470759303013""","""Brownsville, TN""",1.00,1524.00,695.00,1377.42,63,77,41,29,36,17,34,41,24,7.78,3.92,1.79,2,2,18621,17715,20752,0,0,0,12960,12362,15000,10152,9691,11872,2802,2666,3122,6,6,6,7,7,7,2.9,1.1,1.19,0.50,2639,84,2039,86,25,71,1232,905,1059,580,70,30
"""470759304002""","""Brownsville, TN""",1.00,873.00,398.00,12479.47,71,86,46,34,42,20,37,44,26,8.99,0.29,1.89,2,2,21834,20913,24124,0,0,0,14009,13357,16221,10718,10205,12587,3286,3147,3629,5,5,5,6,6,7,1.2,0.7,0.95,0.03,1657,95,1576,87,102,11,2274,1073,1274,773,69,31
"""470759305001""","""Brownsville, TN""",1.00,1219.00,438.00,38623.83,67,82,43,24,30,15,43,51,29,12.72,0.14,2.10,2,2,27932,27108,30077,0,0,0,16132,15608,18162,11924,11525,13632,4203,4079,4525,5,5,6,6,6,7,0.5,0.6,0.04,0.01,1553,77,1221,87,394,3,5140,761,790,650,83,17
"""470759303012""","""Brownsville, TN""",1.00,1093.00,493.00,196.90,51,61,33,23,28,14,28,33,20,5.80,14.53,1.48,1,2,14219,13265,16364,0,0,0,10539,9978,12333,8393,7976,9867,2140,1996,2462,6,6,5,7,8,6,6.5,1.4,3.14,2.50,3024,58,2786,86,6,332,630,719,857,649,41,59
"""470759303011""","""Brownsville, TN""",1.00,1264.00,507.00,18412.13,65,79,43,26,32,16,39,47,27,10.16,0.28,1.94,2,2,25135,24139,27597,0,0,0,14814,14190,16977,11026,10553,12820,3782,3632,4151,5,5,5,6,6,6,1.3,0.3,1.95,0.03,1743,73,1370,88,297,6,4083,820,988,593,65,35
"""470759301001""","""Brownsville, TN""",1.00,1299.00,428.00,57414.19,71,87,46,29,36,17,42,51,29,13.15,0.10,2.08,2,2,27584,26671,29930,0,0,0,15981,15378,18180,11825,11360,13672,4151,4013,4502,5,5,6,6,6,7,0.4,0.3,0.04,0.01,1581,87,1324,88,396,3,5190,914,989,698,78,22
"""470759302002""","""Brownsville, TN""",1.00,664.00,275.00,43440.79,72,87,47,31,39,19,40,48,28,11.01,0.07,1.98,2,2,26251,25504,28362,0,0,0,15219,14577,17470,11263,10733,13197,3950,3838,4267,6,5,6,7,7,8,0.5,0.6,0.03,0.01,1447,73,1301,87,453,3,5631,993,1087,688,82,18
"""470759301002""","""Brownsville, TN""",1.00,1449.00,568.00,44188.00,67,81,44,27,34,16,40,48,28,10.55,0.14,1.99,2,2,25052,24173,27328,0,0,0,15052,14407,17297,11276,10765,13180,3770,3638,4111,5,5,6,7,6,7,0.8,0.5,0.05,0.01,1693,82,1342,87,247,4,3799,859,951,599,78,22
"""470759302001""","""Brownsville, TN""",1.00,830.00,333.00,44451.37,68,82,44,25,32,15,42,51,29,12.03,0.09,2.10,2,2,27414,26461,29831,0,0,0,16045,15440,18247,11915,11454,13754,4125,3982,4487,5,4,5,6,5,6,0.6,0.2,0.03,0.01,1462,78,1281,88,380,4,5172,796,1069,,79,21
"""470759305003""","""Brownsville, TN""",1.00,641.00,256.00,30930.17,80,98,52,41,51,24,40,47,28,9.54,0.08,2.01,2,2,24341,23514,26552,0,0,0,15063,14398,17373,11395,10854,13373,3663,3538,3994,5,5,6,7,6,7,0.6,0.5,0.03,0.01,1424,86,1289,87,200,4,3413,1279,1545,,84,16
"""470759304003""","""Brownsville, TN""",1.00,733.00,346.00,409.83,63,77,41,27,34,16,36,43,25,8.22,6.94,1.90,2,2,18974,17858,21408,0,0,0,13646,13150,15492,10786,10459,12267,2855,2687,3220,4,4,4,5,5,5,3.5,1.0,1.85,0.84,2405,97,2968,86,9,178,638,853,969,685,61,39
"""470650020002""","""Chattanooga, TN-GA""",1.00,259.00,190.00,423.52,22,26,19,6,8,5,16,18,14,2.74,1.23,1.13,1,1,10097,9775,10597,2,2,2,8310,7509,8749,6768,6010,7133,1519,1471,1594,24,28,22,27,32,25,8.7,6.5,19.37,0.45,11697,10,36825,79,10,107,980,279,,279,9,91
"""470650024004""","""Chattanooga, TN-GA""",1.00,1665.00,462.00,164.25,39,47,34,18,22,15,21,24,19,5.25,14.75,1.53,1,2,13762,13276,14340,2,2,2,11228,10308,11698,9136,8286,9520,2070,1998,2157,22,24,21,26,28,25,7.2,5.5,3.21,2.81,13491,81,20256,80,3,347,464,793,838,777,30,70
"""470650025002""","""Chattanooga, TN-GA""",1.00,2575.00,928.00,296.92,28,33,25,9,12,8,19,22,17,4.30,13.44,1.37,1,1,12713,12325,13235,2,3,2,10149,9280,10603,8211,7396,8587,1912,1855,1991,26,29,25,30,34,29,8.0,6.0,8.75,3.13,15256,42,23117,80,6,265,663,410,828,332,25,75
"""470650025001""","""Chattanooga, TN-GA""",1.00,1108.00,469.00,397.74,44,53,38,22,28,19,22,25,19,5.93,6.99,1.59,2,2,14857,14621,15309,2,2,2,11748,10805,12247,9490,8580,9921,2235,2200,2303,24,25,23,27,29,27,6.4,5.9,1.95,1.18,16191,62,21549,80,8,179,826,984,1151,791,63,37
"""470650029002""","""Chattanooga, TN-GA""",1.00,1219.00,551.00,243.59,43,51,37,20,25,17,23,26,20,5.89,13.31,1.62,2,2,15418,15100,15894,3,3,3,12028,11075,12502,9677,8770,10080,2319,2272,2391,31,33,30,36,38,35,7.0,6.2,4.86,2.26,16768,53,26911,80,13,173,1017,892,1084,755,46,54
"""470650033006""","""Chattanooga, TN-GA""",1.00,1241.00,541.00,174.73,43,52,37,21,26,17,23,26,20,6.47,20.03,1.60,2,2,15994,15753,16419,2,2,2,12020,11109,12456,9596,8719,9968,2406,2371,2470,18,20,18,21,23,20,7.6,5.9,5.30,3.10,16177,53,23893,80,6,209,698,910,1547,568,35,65
"""470650026002""","""Chattanooga, TN-GA""",1.00,537.00,184.00,133.35,43,51,37,18,22,15,25,29,22,6.57,9.07,1.81,2,2,16770,16422,17252,2,2,2,13358,12397,13809,10813,9902,11191,2523,2471,2595,22,23,22,26,27,26,6.0,6.7,3.82,1.38,15147,91,30598,79,3,331,499,785,919,629,62,38
"""470650026003""","""Chattanooga, TN-GA""",1.00,801.00,273.00,411.41,42,51,37,21,27,18,21,24,19,5.51,3.66,1.52,1,2,13482,13238,13936,2,2,2,11152,10194,11673,9103,8179,9557,2028,1992,2096,21,23,21,25,27,24,6.2,6.6,2.76,0.66,14181,77,36575,79,6,204,631,941,1090,830,54,46
"""470650034002""","""Chattanooga, TN-GA""",1.00,1680.00,868.00,440.37,46,55,39,24,30,21,21,24,19,5.68,11.20,1.51,1,2,14773,14452,15265,3,3,2,11308,10399,11762,9057,8194,9438,2222,2175,2296,29,31,28,33,35,32,7.5,6.3,102.79,1.97,12764,33,20553,79,13,157,930,1075,1484,824,45,55
"""470650032003""","""Chattanooga, TN-GA""",1.00,1115.00,452.00,383.81,46,55,40,22,27,18,25,28,22,7.12,8.38,1.75,2,2,17153,17156,17482,2,2,2,13071,12045,13620,10470,9442,10969,2580,2582,2630,21,21,21,24,25,24,4.4,5.9,1.90,1.18,14312,80,20532,80,14,153,967,961,1008,806,82,18
"""470650029001""","""Chattanooga, TN-GA""",1.00,1504.00,629.00,334.84,46,55,39,22,27,18,24,28,21,6.82,12.82,1.72,2,2,16691,16360,17186,3,3,3,12814,11822,13309,10273,9328,10693,2511,2462,2585,31,32,30,36,37,35,6.5,5.0,2.84,1.88,16402,58,19660,81,10,185,847,955,1146,745,61,39
"""470650032001""","""Chattanooga, TN-GA""",1.00,953.00,504.00,307.32,40,48,35,19,24,16,21,25,19,5.31,8.70,1.55,1,2,14195,13993,14646,2,2,2,11413,10428,11954,9254,8298,9728,2135,2106,2203,23,25,22,27,29,26,5.7,6.0,1.75,1.64,13838,74,23237,80,15,121,1245,841,1066,604,51,49
"""470650028001""","""Chattanooga, TN-GA""",1.00,1185.00,446.00,251.57,53,64,45,26,32,22,27,32,24,8.03,14.24,1.95,2,2,18713,18407,19193,2,2,2,14480,13456,14977,11641,10661,12066,2815,2770,2887,24,25,25,28,28,28,4.6,4.6,2.47,1.77,16448,96,19508,81,5,265,687,1132,1176,846,87,13
"""470650104111""","""Chattanooga, TN-GA""",1.00,4230.00,1495.00,1449.58,65,78,56,34,43,29,30,35,26,10.60,10.93,2.10,2,2,23394,22865,24119,1,1,1,16079,14996,16596,12552,11547,12960,3519,3441,3628,8,8,8,9,9,9,2.0,2.9,1.42,1.03,8273,89,5382,84,54,51,1948,1524,1623,812,88,12
"""470650103043""","""Chattanooga, TN-GA""",1.00,1189.00,596.00,1024.20,58,70,50,30,38,25,28,32,25,8.13,4.73,1.95,2,2,20840,20278,21626,1,1,1,14824,13699,15412,11682,10641,12152,3135,3051,3253,7,7,7,8,8,8,2.3,2.2,0.84,0.58,6412,81,3505,85,35,58,1258,1335,1383,1047,86,14
"""470650104113""","""Chattanooga, TN-GA""",1.00,1528.00,599.00,692.33,55,66,47,23,29,20,32,37,28,10.78,9.32,2.19,2,2,24922,24357,25677,1,1,1,16866,15772,17374,13111,12100,13504,3749,3665,3863,7,6,7,8,7,8,1.4,2.5,1.04,0.87,7344,100,5257,84,77,65,2171,1027,1209,,86,14
"""470650104312""","""Chattanooga, TN-GA""",1.00,1575.00,577.00,1475.86,47,57,41,23,28,19,24,28,21,7.72,3.02,1.70,2,2,18958,18399,19680,1,1,1,13004,12039,13476,10144,9262,10507,2852,2769,2961,8,8,8,9,9,9,4.6,4.3,2.79,0.39,8760,56,8606,82,49,28,2069,1002,1166,869,50,50
"""470650103032""","""Chattanooga, TN-GA""",1.00,2856.00,1083.00,1088.68,54,64,46,24,30,20,30,35,26,10.00,9.94,2.07,2,2,22800,22190,23578,1,1,1,15825,14733,16350,12389,11387,12797,3430,3339,3547,6,6,7,7,7,8,2.4,2.2,1.32,0.99,6763,82,3869,85,28,66,1313,1055,1065,951,91,9
"""470650104124""","""Chattanooga, TN-GA""",1.00,1404.00,515.00,493.82,56,67,48,25,31,21,31,36,27,10.32,10.76,2.14,2,2,23516,22899,24282,1,1,1,16323,15244,16823,12779,11792,13163,3537,3446,3653,6,6,7,7,7,8,2.2,2.4,1.39,1.04,7363,91,4486,84,29,71,1397,1101,1116,962,90,10
"""470650104131""","""Chattanooga, TN-GA""",1.00,2766.00,1131.00,2688.30,65,78,55,35,44,29,30,35,26,9.91,4.17,2.06,2,2,22953,22510,23667,1,1,1,15788,14670,16353,12327,11275,12785,3453,3387,3560,8,8,8,9,9,10,1.5,3.1,0.53,0.42,6793,89,5489,83,87,25,3060,1544,1632,748,90,10
"""470650104122""","""Chattanooga, TN-GA""",1.00,681.00,281.00,669.01,57,68,49,27,33,23,30,35,26,9.83,4.13,2.07,2,2,22856,22260,23634,1,1,1,15857,14748,16401,12412,11392,12839,3438,3350,3555,7,7,7,8,8,8,1.9,2.5,0.92,0.42,7470,96,4506,84,45,43,1679,1181,1157,1300,83,17
"""470650104132""","""Chattanooga, TN-GA""",1.00,1049.00,403.00,1215.12,54,64,46,25,32,22,28,33,25,9.32,3.09,1.96,2,2,21428,20815,22200,1,1,1,14934,13870,15452,11705,10731,12106,3223,3132,3340,6,6,7,7,7,8,2.9,2.6,0.99,0.33,6673,76,4626,84,31,46,2544,1128,1244,791,78,22
"""470650104114""","""Chattanooga, TN-GA""",1.00,888.00,244.00,1711.98,58,70,50,28,35,23,30,35,26,11.31,1.61,2.11,2,2,23082,22405,23889,0,0,0,16099,15024,16592,12621,11648,12993,3472,3372,3594,5,5,5,6,6,6,2.2,2.2,0.57,0.14,6035,94,4701,85,32,31,1650,1229,1186,1386,79,21
"""470650103061""","""Chattanooga, TN-GA""",1.00,1160.00,498.00,2039.59,52,62,44,24,30,20,28,32,24,8.37,2.04,1.93,2,2,20825,20201,21621,1,1,1,14688,13608,15228,11549,10562,11969,3133,3040,3253,6,6,6,7,7,7,2.9,2.4,0.45,0.24,6295,80,4792,84,33,41,1498,1061,1192,693,74,26
"""470650103071""","""Chattanooga, TN-GA""",1.00,726.00,415.00,2863.59,53,63,45,26,33,22,26,30,23,6.89,1.00,1.85,2,2,19330,18788,20153,0,0,0,13996,12867,14611,11083,10034,11574,2908,2827,3032,5,5,5,6,6,6,2.6,1.9,0.62,0.14,4041,66,3205,85,57,21,1747,1159,1216,1004,77,23
"""470650103074""","""Chattanooga, TN-GA""",1.00,1618.00,758.00,1440.03,48,57,41,20,25,17,28,32,24,8.22,4.33,1.94,2,2,20798,20087,21648,0,0,0,14756,13680,15286,11624,10653,12025,3129,3023,3257,4,4,4,5,5,5,3.0,1.8,1.14,0.53,4279,84,2749,85,18,71,1167,888,975,691,74,26
"""470650103051""","""Chattanooga, TN-GA""",1.00,3479.00,1272.00,5069.91,62,75,53,31,39,26,31,36,27,11.05,2.77,2.14,2,2,24863,24276,25670,0,0,0,16536,15423,17069,12791,11764,13201,3740,3653,3862,5,5,6,6,6,6,1.5,2.0,0.47,0.25,4827,84,2808,85,79,16,2673,1367,1470,708,88,12
"""470650104322""","""Chattanooga, TN-GA""",1.00,2725.00,869.00,1024.98,79,96,68,48,60,41,31,36,27,10.90,9.24,2.15,2,2,23221,22836,23849,1,1,1,16374,15301,16881,12872,11856,13284,3493,3436,3588,9,8,9,10,10,11,1.4,3.9,0.85,0.85,7802,100,8012,82,57,49,2535,2139,2166,,99,1
"""470650104351""","""Chattanooga, TN-GA""",1.00,1619.00,786.00,2019.49,50,60,43,26,32,22,24,28,21,6.61,2.57,1.72,2,2,17478,17006,18173,1,1,1,12951,11922,13494,10313,9354,10751,2629,2559,2734,9,9,9,10,10,10,4.5,3.5,1.93,0.39,8145,52,6868,83,33,44,1519,1137,1332,676,74,26
"""470650105014""","""Chattanooga, TN-GA""",1.00,801.00,432.00,229.51,48,57,41,21,26,18,27,31,23,7.33,13.79,1.91,2,2,18759,18426,19267,2,2,2,14263,13266,14729,11423,10475,11812,2822,2773,2898,18,18,18,21,21,21,4.4,4.8,1.83,1.88,12047,96,11026,81,10,108,940,928,866,1038,64,36
"""470650105022""","""Chattanooga, TN-GA""",1.00,873.00,463.00,259.69,43,51,37,22,27,19,21,24,18,5.56,9.91,1.47,1,2,15116,14848,15596,2,2,2,11096,10201,11546,8798,7941,9177,2274,2234,2346,24,26,24,28,30,27,7.7,5.3,2.61,1.78,12311,23,14392,81,22,67,1536,973,1424,826,41,59
