GEO_ID,PLACE_GEO_ID,PLACE,COUNTY,COUNTY_GEO_ID
7500000US471870505031041,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505041000,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505041012,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505041009,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505033009,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021020,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505041007,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032075,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505031031,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032062,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505042006,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021019,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021016,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021046,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505041004,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032026,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021039,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032021,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032054,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505031052,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032052,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021043,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505041003,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032032,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505042026,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021030,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505033013,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505031038,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505022033,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032064,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505021023,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505033001,1600000US4725440,Fairview city,Williamson County,0500000US47187
7500000US471870505032027,1600000US4725440,Fairview city,Williamson County,0500000US47187
