county,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""47129""","""Morgan""","""Knoxville, TN""",15.00,21545.00,7625.00,334194.61,51,61,45,21,27,19,30,35,27,10.38,0.36,2.08,2,2,25432,24913,26404,0,0,0,16300,15131,16896,12467,11375,12916,3826,3749,3972,7,7,8,9,9,10,0.8,1.2,0.15,0.02,2223,69,1902,86,280,5,4246,970,1033,591,84,16
"""47131""","""Obion""","""Union City, TN""",28.00,30365.00,12717.00,348701.82,60,74,41,26,32,16,35,42,25,8.88,1.90,1.86,2,2,21349,20530,23553,0,0,0,13752,13188,15755,10534,10094,12206,3213,3089,3543,5,5,6,7,7,7,1.1,1.1,0.39,0.04,2053,75,2248,86,128,7,3770,844,971,624,69,31
"""47133""","""Overton""","""Cookeville, TN""",15.00,22068.00,9140.00,277430.10,61,75,44,25,32,17,36,43,27,10.12,0.68,2.00,2,2,24568,23860,26457,0,0,0,15076,14501,17015,11373,10904,13028,3697,3590,3980,6,6,7,8,7,9,0.8,0.8,0.18,0.03,2211,75,1927,87,236,9,4060,889,987,512,82,18
"""47135""","""Perry""","""""",7.00,7962.00,3073.00,265447.22,58,70,41,21,27,14,36,44,27,8.38,0.17,1.99,2,2,24229,23468,25645,0,0,0,14962,14306,16825,11310,10768,12961,3646,3532,3858,6,6,7,8,8,8,0.9,0.7,0.31,0.01,1498,64,1431,87,212,6,3626,728,736,481,87,13
"""47137""","""Pickett""","""""",5.00,5079.00,2281.00,104306.27,61,75,43,25,32,16,36,43,27,9.53,0.37,1.91,2,2,22839,22262,25543,0,0,0,14300,13709,16758,10857,10353,12909,3437,3350,3842,6,6,7,7,7,9,0.8,0.8,0.08,0.02,1742,71,1507,87,227,8,4447,832,925,340,86,14
"""47139""","""Polk""","""Cleveland, TN""",12.00,16814.00,7383.00,278145.04,53,63,43,22,27,17,31,36,26,9.40,0.47,2.00,2,2,23656,22997,24629,0,0,0,15528,14361,16232,11963,10893,12519,3559,3461,3705,7,7,7,9,9,9,1.3,1.2,0.23,0.03,2589,69,2058,86,149,10,3519,908,1010,587,78,22
"""47141""","""Putnam""","""Cookeville, TN""",41.00,77447.00,31424.00,256707.64,60,74,43,29,36,19,32,38,24,8.19,3.60,1.79,2,2,19533,18882,21114,1,1,1,13262,12764,14946,10139,9732,11585,2939,2841,3176,183,190,184,660,684,662,1.6,2.7,0.55,0.12,4682,67,6624,84,65,24,2537,1007,1138,695,64,36
"""47143""","""Rhea""","""Dayton, TN""",19.00,32719.00,12177.00,201844.75,62,76,44,28,35,19,34,41,25,8.58,1.15,1.93,2,2,22435,21580,23643,0,0,0,14345,13751,15907,10962,10496,12343,3376,3247,3557,7,7,7,9,9,9,1.7,1.2,0.35,0.06,2593,68,2377,86,102,13,3198,980,1100,664,75,25
"""47145""","""Roane""","""Knoxville, TN""",41.00,53075.00,20901.00,230884.50,51,61,45,23,29,20,28,32,25,8.99,2.15,1.98,2,2,21851,21263,22720,0,0,0,15143,14042,15683,11848,10835,12257,3287,3200,3418,7,7,8,9,9,10,2.6,1.6,0.42,0.09,3050,71,2722,85,71,19,2875,1048,1167,494,81,19
"""47147""","""Robertson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",34.00,70280.00,25713.00,304839.20,47,58,50,23,28,24,25,30,26,10.23,2.70,2.12,2,2,24696,24209,24672,0,0,0,16428,15995,16366,12710,12351,12651,3715,3642,3712,3,3,3,1,1,1,1.1,2.3,0.30,0.08,4141,80,4847,85,130,10,3409,1245,1334,934,76,24
"""47149""","""Rutherford""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",123.00,315815.00,111676.00,396328.43,46,57,48,23,29,24,23,28,24,9.19,9.81,2.01,2,2,21576,21202,21561,1,1,1,15301,14915,15245,12051,11721,11997,3246,3189,3243,5,5,5,16,16,16,1.6,3.8,0.92,0.28,9481,69,12019,83,69,19,3304,1267,1329,988,67,33
"""47151""","""Scott""","""""",16.00,21969.00,8664.00,340671.84,61,74,41,25,31,15,36,43,25,9.19,0.53,1.87,2,2,22749,21952,24497,0,0,0,14021,13413,15952,10591,10103,12260,3423,3303,3685,6,6,7,8,8,8,1.1,1.2,0.20,0.03,2025,63,1905,86,209,7,3784,799,922,511,73,27
"""47153""","""Sequatchie""","""Chattanooga, TN-GA""",8.00,14816.00,5528.00,170144.36,51,61,44,21,26,18,30,34,26,10.19,0.91,2.01,2,2,24167,23597,25030,0,0,0,15686,14574,16242,12043,11016,12468,3635,3551,3765,8,7,8,10,9,10,1.1,1.7,0.21,0.03,2777,66,2357,85,195,7,4337,931,1018,650,78,22
"""47155""","""Sevier""","""Sevierville, TN""",44.00,97068.00,37210.00,379192.25,55,66,45,25,31,19,31,36,25,9.50,2.27,1.98,2,2,22698,22144,23286,1,1,1,15279,14173,15823,11832,10808,12286,3414,3332,3503,33,33,34,265,263,267,4.6,2.3,0.35,0.10,4029,70,4934,84,63,20,2950,1013,1068,812,78,22
"""47157""","""Shelby""","""Memphis, TN-MS-AR""",628.00,936374.00,351194.00,488677.45,53,64,45,28,34,23,25,29,22,7.31,14.73,1.79,2,2,18040,17721,18199,2,2,2,13472,12454,13782,10719,9745,11007,2714,2667,2738,39,42,38,49,52,47,3.8,5.1,2.26,0.72,16505,68,23758,81,24,64,2746,1222,1259,946,61,39
"""47159""","""Smith""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",11.00,19740.00,7603.00,201148.55,43,53,45,18,22,19,25,31,27,10.34,0.72,2.15,2,2,25708,25136,25678,0,0,0,16751,16277,16681,12877,12489,12811,3867,3781,3863,7,7,7,8,8,8,1.3,1.1,0.19,0.04,2426,71,2305,86,158,10,3660,992,1142,518,77,23
"""47161""","""Stewart""","""Clarksville, TN-KY""",11.00,13427.00,5178.00,294256.22,54,65,47,24,29,20,31,36,27,10.31,0.48,2.10,2,2,25462,24754,25845,0,0,0,16408,15206,16777,12571,11475,12883,3830,3725,3888,6,6,6,8,8,8,3.7,0.9,0.11,0.02,1810,74,1501,86,170,5,4080,1040,1156,705,80,20
"""47163""","""Sullivan""","""Kingsport-Bristol, TN-VA""",111.00,157050.00,66511.00,264586.02,54,66,41,25,32,18,29,35,23,8.02,5.14,1.78,2,2,19314,18934,20533,1,1,1,13019,12526,14622,10096,9660,11518,2906,2849,3089,16,16,16,20,20,20,2.3,3.1,0.77,0.25,6117,70,7338,83,43,31,2633,943,1051,594,75,25
"""47165""","""Sumner""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",94.00,183437.00,67089.00,338852.21,49,60,51,25,31,26,24,29,25,9.52,6.15,2.05,2,2,22642,22178,22614,1,1,1,15684,15276,15625,12272,11935,12217,3406,3336,3402,6,6,6,3,3,3,1.7,3.3,0.64,0.20,6918,74,8001,83,74,18,2886,1379,1466,960,76,24
"""47167""","""Tipton""","""Memphis, TN-MS-AR""",35.00,61447.00,21452.00,293381.16,57,68,49,26,32,22,31,36,27,11.05,2.53,2.11,2,2,25844,25119,26239,0,0,0,16534,15394,16854,12639,11607,12899,3888,3780,3947,7,7,7,9,9,9,0.9,1.4,0.27,0.07,3070,81,2496,86,209,8,5160,1141,1212,903,74,26
"""47169""","""Trousdale""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",5.00,10231.00,3189.00,73178.56,45,55,47,19,24,20,26,32,27,11.40,0.80,2.21,2,2,26577,26043,26553,0,0,0,17217,16775,17154,13211,12850,13152,3998,3918,3994,7,7,7,9,9,9,1.0,1.5,0.17,0.04,2571,78,2382,86,167,7,3592,1048,1174,450,81,19
"""47171""","""Unicoi""","""Johnson City, TN""",14.00,17811.00,7658.00,119080.71,55,67,41,25,31,17,30,36,24,8.16,3.01,1.82,2,2,19755,19117,21602,0,0,0,13309,12781,15108,10329,9896,11850,2973,2877,3250,7,8,8,9,9,10,1.6,1.7,0.49,0.06,3524,75,3076,85,76,16,2415,911,1031,601,76,24
"""47173""","""Union""","""Knoxville, TN""",14.00,19488.00,7405.00,143089.82,50,59,44,21,26,18,28,33,26,9.70,0.76,2.01,2,2,23194,22621,24113,0,0,0,15542,14406,16110,12045,10995,12474,3489,3404,3627,8,7,8,9,9,10,1.6,1.4,0.23,0.05,2839,66,2258,86,118,14,4056,959,1116,466,80,20
"""47175""","""Van Buren""","""""",4.00,5760.00,2141.00,174985.53,61,75,44,25,31,17,37,44,27,10.88,0.16,2.06,2,2,25987,25197,26959,0,0,0,15608,14965,17213,11691,11167,13150,3911,3792,4056,7,6,7,8,8,9,0.9,0.8,0.11,0.01,1926,71,1646,87,266,5,4153,888,981,385,85,15
"""47177""","""Warren""","""McMinnville, TN""",27.00,40702.00,15727.00,276910.59,59,73,42,24,30,16,35,42,26,9.11,1.84,1.95,2,2,22763,21904,24231,0,0,0,14471,13895,16150,11039,10592,12498,3425,3296,3645,7,7,7,9,9,9,1.1,1.3,0.25,0.06,3050,73,3002,86,137,9,3822,833,887,618,73,27
"""47179""","""Washington""","""Johnson City, TN""",78.00,127805.00,53859.00,208953.47,57,69,43,28,35,20,29,34,23,7.87,5.28,1.74,2,2,18901,18559,20233,1,1,1,12712,12243,14349,9847,9429,11285,2844,2793,3044,21,22,21,26,27,26,2.3,3.7,0.89,0.26,6745,63,8921,83,48,28,2260,1035,1140,689,68,32
"""47181""","""Wayne""","""""",13.00,16693.00,5764.00,469829.12,59,72,42,23,29,15,36,44,27,9.80,0.31,2.00,2,2,24660,23855,26110,0,0,0,15042,14419,16821,11325,10823,12887,3711,3590,3928,6,6,6,7,7,8,0.9,0.8,0.21,0.01,1550,68,1469,87,222,5,3553,791,895,382,82,18
"""47183""","""Weakley""","""Martin, TN""",25.00,33510.00,13640.00,371425.46,59,72,41,24,30,15,35,42,25,8.80,1.03,1.88,2,2,21597,20814,24048,0,0,0,13906,13352,16018,10651,10215,12394,3250,3132,3618,5,5,6,7,7,7,1.2,1.1,0.39,0.04,2060,72,2213,86,116,7,3170,812,895,603,70,30
"""47185""","""White""","""""",17.00,26800.00,10048.00,241073.69,61,74,43,25,31,17,36,44,27,10.28,0.86,2.03,2,2,24710,23890,25808,0,0,0,15267,14648,16884,11541,11046,12995,3718,3595,3882,7,7,7,9,8,9,0.8,1.0,0.21,0.04,2302,77,2268,86,192,8,3861,864,933,484,83,17
"""47187""","""Williamson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",81.00,225389.00,77855.00,373016.01,61,76,65,38,47,40,23,29,25,9.76,7.26,2.04,2,2,22027,21756,22038,1,1,1,15514,15129,15460,12199,11855,12143,3314,3273,3315,1,1,1,1,1,1,1.2,4.7,0.71,0.21,8260,79,15600,81,65,19,2836,2099,2203,1289,82,18
"""47189""","""Wilson""","""Nashville-Davidson--Murfreesboro--Franklin, TN""",61.00,136666.00,49664.00,365351.51,50,62,53,26,33,28,24,29,25,9.93,4.86,2.09,2,2,23267,22849,23251,1,1,1,16005,15594,15946,12500,12152,12444,3500,3437,3498,5,5,5,2,2,2,1.6,3.2,0.37,0.14,6448,78,7359,83,87,13,2991,1453,1526,956,79,21
