NAME,GEO_ID,Year,Time Frame,Population,Population % Change,Population Change,Population Projected,Population Projected % Change,Population Projected Change,Employment Projected,Employment Projected % Change,Employment Projected Change,Households Projected,Households Projected % Change,Households Projected Change
"Cedar Hill city, Tennessee",1600000US4711980,None,1960-1970,,inf,355.0,,,,,,,,,
"Cedar Hill city, Tennessee",1600000US4711980,None,1970-1980,,18.309859154929576,65.0,,,,,,,,,
"Cedar Hill city, Tennessee",1600000US4711980,None,1980-1990,,-17.38095238095238,-73.0,,,,,,,,,
"Cedar Hill city, Tennessee",1600000US4711980,None,1990-2000,,-14.121037463976945,-49.0,,,,,,,,,
"Cedar Hill city, Tennessee",1600000US4711980,None,2000-2010,,5.369127516778524,,,,,,,,,,
"Cedar Hill city, Tennessee",1600000US4711980,None,2010-2020,,-4.140127388535032,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1800,None,0.0,,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1810,None,0.0,,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1820,None,0.0,,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1830,None,0.0,,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1840,None,0.0,,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1850,None,0.0,,,,,,,,,,,
"Charlotte town, Tennessee",1600000US4713080,1860,None,0.0,,,,,,,,,,,
