PL_CO,Population,White Alone,White Alone %,Non-White Population: Race,Black or African American Alone,Black or African American Alone %,Black or African American Alone % Non-White Population,American Indian Alaska Native Alone,American Indian Alaska Native Alone %,American Indian Alaska Native Alone % Non-White Population,Asian Alone,Asian Alone %,Asian Alone % Non-White Population,Native Hawaiian Other Pacific Islander Alone,Native Hawaiian Other Pacific Islander Alone %,Native Hawaiian Other Pacific Islander Alone % Non-White Population,Some Other Race Alone,Some Other Race Alone %,Some Other Race Alone % Non-White Population,Two or More Races,Two or More Races %,Two or More Races % Non-White Population,Hispanic or Latino,Hispanic or Latino %,Not Hispanic or Latino,Not Hispanic or Latino %,Minority,Minority %,White Alone Not Hispanic or Latino,White Alone Not Hispanic or Latino %,Occupancy:Total Households,Occupancy:Occupied Units,Occupancy %:Occupied Units,Occupancy:Vacant Units,Occupancy %:Vacant Units,Group Quarters:Population,Group Quarters %:Population,Group Quarters:Institutionalized,Group Quarters %:Institutionalized,"Group Quarters:Institutionalized, Adults in Correctional Facility",Group Quarters % Institutionalized:Adults in Correctional Facility,Group Quarters %:Institutionalized Adults in Correctional Facility,"Group Quarters:Institutionalized, Juvenile Facility",Group Quarters % Institutionalized:Juvenile Facility,Group Quarters %:Institutionalized in Juvenile Facility,"Group Quarters:Institutionalized, Nursing or Skilled Nursing Facility",Group Quarters % Institutionalized:Nursing or Skilled Nursing Facility,Group Quarters %:Institutionalized in Nursing or Skilled Nursing Facility,"Group Quarters:Institutionalized, Other Facility",Group Quarters % Institutionalized:Other Facility,Group Quarters %:Institutionalized in Other Facility,Group Quarters:Noninstitutionalized,Group Quarters %:Noninstitutionalized,"Group Quarters:Noninstitutionalized, College or University Student Housing",Group Quarters % Noninstitutionalized:College or University Student Housing,Group Quarters %:Noninstitutionalized in College or University Student Housing,"Group Quarters:Noninstitutionalized, Military Quarters",Group Quarters % Noninstitutionalized:Military Quarters,Group Quarters %:Noninstitutionalized in Military Quarters,"Group Quarters:Noninstitutionalized, Other",Group Quarters % Noninstitutionalized:Other,Group Quarters %:Noninstitutionalized in Other,Square Miles,Square Acres,Population Per Square Mile,Housing Units Per Square Mile,Population Per Square Acre,Housing Units Per Square Acre,PLACE,COUNTY
"Mitchellville city,Sumner",163,146,89.57055214723927,17,3,1.8404907975460123,17.647058823529413,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,2.4539877300613497,23.52941176470588,10,6.134969325153374,58.82352941176471,6,3.6809815950920246,157,96.31901840490798,17,10.429447852760736,146,89.57055214723927,74,63,85.13513513513513,11,14.864864864864865,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,0.5368862484263729,343.606668545,303.6024865188056,137.8318036956541,0.4743796175150568,0.21536252574303194,Mitchellville city,Sumner
"Mount Juliet city,Wilson",39289,30290,77.095370205401,8999,3206,8.160044796253404,35.62618068674297,137,0.3486981088854387,1.5223913768196466,2018,5.1362976914658045,22.42471385709523,12,0.030542900048359592,0.1333481497944216,980,2.4943368372826997,10.890098899877765,2646,6.734709460663289,29.403267029669966,2406,6.123851459696098,36883,93.8761485403039,9578,24.378324721932348,29711,75.62167527806766,15090,14464,95.85155732273029,626,4.148442677269715,224,0.5701341342360458,178,79.46428571428571,0,0.0,0.0,0,0.0,0.0,178,100.0,79.46428571428571,0,0.0,0.0,46,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,25.06438571752689,16041.182095405002,1567.5229563885223,602.0494645295834,2.449258400430124,0.9407037405505503,Mount Juliet city,Wilson
"Mount Pleasant city,Maury",4784,3474,72.61705685618729,1310,897,18.75,68.4732824427481,17,0.35535117056856186,1.297709923664122,31,0.6479933110367893,2.366412213740458,2,0.04180602006688963,0.15267175572519084,67,1.4005016722408026,5.114503816793893,296,6.187290969899665,22.595419847328245,135,2.82190635451505,4649,97.17809364548495,1344,28.093645484949832,3440,71.90635451505017,2124,1899,89.40677966101694,225,10.59322033898305,64,1.3377926421404682,60,93.75,0,0.0,0.0,0,0.0,0.0,60,100.0,93.75,0,0.0,0.0,4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12.576917581452323,8049.214826035,380.3793710992552,168.88080773721111,0.5943436848680274,0.26387666945227634,Mount Pleasant city,Maury
"Murfreesboro city,Rutherford",152769,97785,64.008404846533,54984,29799,19.50592070380771,54.19576604103011,740,0.48439146685518664,1.3458460643096173,5797,3.794618018053401,10.543067074057907,103,0.06742205552173543,0.187327222464717,6638,4.3451223743036875,12.07260293903681,11907,7.79412053492528,21.655390659100828,13918,9.110487075257415,138851,90.88951292474259,57828,37.85322938554288,94941,62.146770614457125,62905,58999,93.79063667435021,3906,6.2093633256497895,5152,3.3724119422134073,1419,27.542701863354036,774,54.54545454545454,15.02329192546584,43,3.0303030303030303,0.8346273291925466,602,42.42424242424242,11.684782608695652,0,0.0,0.0,3733,0.0,2831,75.83712831502812,54.94953416149069,0,0.0,0.0,0,0.0,0.0,62.888306457150605,40248.45399843,2429.211543549678,1000.2654474860246,3.795648896376471,1.5629171744697021,Murfreesboro city,Rutherford
"Nashville-Davidson metropolitan government (balance),Davidson",689447,380838,55.238183645733464,308609,169349,24.56301934739001,54.8749388384655,3839,0.5568230770458062,1.2439689056378784,27375,3.9705735176162924,8.870447718634258,318,0.04612392250600844,0.10304300911509386,55554,8.057762235530795,18.00141927163498,52174,7.567514254177624,16.906182256512288,96349,13.974823300413231,593098,86.02517669958677,322050,46.711349820943454,367397,53.28865017905655,316363,290106,91.70035686853393,26257,8.29964313146607,24718,3.5851921902626307,7154,28.942471073711467,4378,61.1965334078837,17.711788979690912,156,2.180598266703942,0.6311190225746419,2421,33.841207715963094,9.794481754187231,199,2.781660609449259,0.8050813172586778,17564,0.8050813172586778,15112,86.03962650876792,61.137632494538394,0,0.0,0.0,0,0.0,0.0,475.78425325830784,304501.45200669504,1449.0748596206538,664.9295302092386,2.2641829635178268,1.0389539948500612,Nashville-Davidson metropolitan government (balance),Davidson
"New Deal CDP,Sumner",398,370,92.96482412060301,28,6,1.507537688442211,21.428571428571427,1,0.25125628140703515,3.571428571428571,1,0.25125628140703515,3.571428571428571,1,0.25125628140703515,3.571428571428571,3,0.7537688442211055,10.714285714285714,16,4.0201005025125625,57.14285714285714,1,0.25125628140703515,397,99.74874371859298,28,7.035175879396985,370,92.96482412060301,167,153,91.61676646706587,14,8.383233532934131,26,6.532663316582915,26,100.0,0,0.0,0.0,0,0.0,0.0,26,100.0,100.0,0,0.0,0.0,0,0.0,0,,0.0,0,,0.0,0,,0.0,1.894109081241906,1212.2279406,210.1251738569588,88.1681005882214,0.32832109100125784,0.13776286984223635,New Deal CDP,Sumner
"New Johnsonville city,Humphreys",1804,1616,89.57871396895787,188,27,1.4966740576496673,14.361702127659576,8,0.4434589800443459,4.25531914893617,9,0.4988913525498891,4.787234042553192,0,0.0,0.0,16,0.8869179600886918,8.51063829787234,128,7.095343680709535,68.08510638297872,39,2.161862527716186,1765,97.83813747228382,199,11.031042128603104,1605,88.9689578713969,790,716,90.63291139240506,74,9.367088607594937,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,5.145126708142285,3292.8760097850004,350.6230462983793,153.54335176037674,0.5478493555904607,0.23991185749249663,New Johnsonville city,Humphreys
"Nolensville town,Williamson",13829,11017,79.66591944464531,2812,752,5.437848000578494,26.742532005689903,13,0.09400535107383036,0.46230440967283076,907,6.558681032612626,32.25462304409673,11,0.07954298937016414,0.39118065433854904,139,1.0051341384048016,4.943100995732575,990,7.158869043314773,35.206258890469414,705,5.097982500542338,13124,94.90201749945766,3018,21.82370381083231,10811,78.17629618916769,4216,4089,96.9876660341556,127,3.0123339658444026,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,10.44371705514128,6683.968596815001,1324.1454098176855,403.6876887548891,2.068980396854303,0.6307629874277058,Nolensville town,Williamson
"Norene CDP,Wilson",148,129,87.16216216216216,19,3,2.027027027027027,15.789473684210526,2,1.3513513513513513,10.526315789473683,0,0.0,0.0,0,0.0,0.0,4,2.7027027027027026,21.052631578947366,10,6.756756756756757,52.63157894736842,9,6.081081081081082,139,93.91891891891892,20,13.513513513513514,128,86.48648648648648,66,63,95.45454545454545,3,4.545454545454546,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,1.70988931663942,1094.327473265,86.55531007754118,38.59898962917377,0.13524288077903407,0.060311014401461145,Norene CDP,Wilson
"Oak Grove CDP,Sumner",238,209,87.81512605042016,29,6,2.5210084033613445,20.689655172413794,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,4.621848739495799,37.93103448275862,12,5.042016806722689,41.37931034482759,20,8.403361344537815,218,91.59663865546219,32,13.445378151260504,206,86.5546218487395,101,101,100.0,0,0.0,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,1.2826591700585155,820.90060156,185.55202001880386,78.74266395755961,0.28992547885543785,0.1230356023714253,Oak Grove CDP,Sumner
"Oak Hill city,Davidson",4891,4520,92.41463913310162,371,59,1.2062972807196892,15.902964959568733,5,0.10222858311183806,1.3477088948787064,82,1.6765487630341445,22.10242587601078,0,0.0,0.0,34,0.6951543651604989,9.164420485175203,191,3.905131874872214,51.482479784366575,137,2.8010631772643633,4754,97.19893682273563,411,8.40318953179309,4480,91.59681046820691,1874,1764,94.13020277481323,110,5.869797225186766,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,7.844720182040408,5020.613165860001,623.476667937422,238.8867871017642,0.9741837975605518,0.37326118107308814,Oak Hill city,Davidson
"Orlinda city,Robertson ",947,833,87.96198521647307,114,36,3.8014783526927136,31.57894736842105,0,0.0,0.0,1,0.10559662090813093,0.8771929824561403,0,0.0,0.0,14,1.478352692713833,12.280701754385964,63,6.652587117212249,55.26315789473685,35,3.695881731784583,912,96.30411826821542,119,12.565997888067582,828,87.43400211193241,373,348,93.2975871313673,25,6.702412868632708,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,6.5887043775347935,4216.764291930001,143.7308377697052,56.6120406421331,0.22457978071298856,0.08845645005907575,Orlinda city,Robertson 
"Pegram town,Cheatham",2072,1924,92.85714285714286,148,44,2.1235521235521233,29.72972972972973,1,0.04826254826254826,0.6756756756756757,8,0.3861003861003861,5.405405405405405,0,0.0,0.0,24,1.1583011583011582,16.216216216216218,71,3.4266409266409266,47.97297297297297,59,2.8474903474903472,2013,97.15250965250965,166,8.011583011583012,1906,91.98841698841699,849,812,95.64193168433451,37,4.358068315665489,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,7.247633657257237,4638.478379925,285.8864145161717,117.1416823958638,0.44669821227742845,0.18303416130479572,Pegram town,Cheatham
"Pleasant View city,Cheatham",4807,4294,89.32806324110672,513,116,2.4131474932390264,22.612085769980506,15,0.31204493447056375,2.923976608187134,47,0.9777407946744331,9.161793372319687,4,0.08321198252548366,0.7797270955165692,64,1.3313917204077386,12.475633528265107,267,5.554399833576035,52.046783625730995,207,4.30622009569378,4600,95.69377990430623,599,12.46099438319118,4208,87.53900561680882,1927,1810,93.92838609237157,117,6.0716139076284374,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,12.521606516729241,8013.815799260001,383.8964268345044,153.8939909527959,0.5998390929379586,0.24045973207643978,Pleasant View city,Cheatham
"Portland city,Robertson ",43,40,93.02325581395348,3,2,4.651162790697675,66.66666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,2.3255813953488373,33.33333333333333,2,4.651162790697675,41,95.34883720930233,4,9.30232558139535,39,90.69767441860465,24,23,95.83333333333334,1,4.166666666666666,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,1.6434693206105393,1051.81874143,26.16416349288817,14.603254042542236,0.04088156856906672,0.02281761966645584,Portland city,Robertson 
"Portland city,Sumner",13113,11011,83.97010600167772,2102,606,4.621368107984443,28.82968601332065,55,0.4194310989094791,2.6165556612749765,72,0.5490734385724091,3.425309229305423,2,0.015252039960344696,0.09514747859181732,389,2.9665217722870434,18.506184586108468,978,7.458247540608556,46.52711703139867,953,7.267597041104247,12160,92.73240295889576,2325,17.73049645390071,10788,82.26950354609929,5060,4800,94.86166007905138,260,5.138339920948617,62,0.4728132387706856,10,16.129032258064516,0,0.0,0.0,0,0.0,0.0,10,100.0,16.129032258064516,0,0.0,0.0,52,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12.858653237728989,8229.525367695,1019.7802022940259,393.5093284227691,1.5934090259293785,0.6148592748572146,Portland city,Sumner
"Ridgetop city,Davidson",60,45,75.0,15,4,6.666666666666667,26.666666666666668,3,5.0,20.0,5,8.333333333333332,33.33333333333333,0,0.0,0.0,2,3.3333333333333335,13.333333333333334,1,1.6666666666666667,6.666666666666667,4,6.666666666666667,56,93.33333333333333,16,26.666666666666668,44,73.33333333333333,27,22,81.48148148148148,5,18.51851851851852,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,0.2925102231131629,187.20625379,205.12103598098147,92.30446619144166,0.32050211349939967,0.14422595107472985,Ridgetop city,Davidson
"Ridgetop city,Robertson ",2095,1914,91.36038186157518,181,28,1.3365155131264916,15.469613259668508,4,0.1909307875894988,2.209944751381215,11,0.5250596658711217,6.077348066298343,2,0.0954653937947494,1.1049723756906076,30,1.431980906921241,16.574585635359114,106,5.059665871121719,58.5635359116022,62,2.9594272076372317,2033,97.04057279236277,200,9.54653937947494,1895,90.45346062052506,871,835,95.86681974741677,36,4.133180252583238,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,2.734797496510395,1750.267695765,766.0530634071526,318.48793232822436,1.1969597593951624,0.4976381624979411,Ridgetop city,Robertson 
"Rockvale CDP,Rutherford",1279,1096,85.69194683346365,183,29,2.2673964034401877,15.846994535519126,7,0.547302580140735,3.825136612021858,16,1.2509773260359656,8.743169398907105,0,0.0,0.0,19,1.4855355746677092,10.382513661202186,112,8.75684128225176,61.20218579234973,55,4.300234558248632,1224,95.69976544175137,191,14.93354182955434,1088,85.06645817044566,425,409,96.23529411764706,16,3.7647058823529407,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,4.368733182622018,2795.984920535,292.7622142472826,97.28220567247467,0.45744166594262914,0.15200368102081108,Rockvale CDP,Rutherford
"Rural Hill CDP,Wilson",2047,1790,87.44504152418173,257,41,2.0029311187103076,15.953307392996107,8,0.39081582804103565,3.11284046692607,65,3.1753786028334146,25.291828793774318,0,0.0,0.0,45,2.1983390327308254,17.509727626459142,98,4.7874938935026865,38.13229571984436,73,3.56619443087445,1974,96.43380556912555,273,13.336590131900342,1774,86.66340986809966,789,772,97.84537389100126,17,2.1546261089987326,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,3.8424929290133436,2459.1916781550003,532.7270701121677,205.33544617415745,0.8323873320585382,0.3208371299434229,Rural Hill CDP,Wilson
"Shackle Island CDP,Sumner",3331,2940,88.2617832482738,391,142,4.262984088862203,36.31713554987212,8,0.24016811768237767,2.0460358056265986,37,1.1107775442809968,9.462915601023019,1,0.03002101471029721,0.2557544757033248,38,1.140798558991294,9.718670076726342,165,4.9534674271990395,42.19948849104859,124,3.7226058240768536,3207,96.27739417592315,421,12.638847193035124,2910,87.36115280696487,1141,1124,98.51007887817704,17,1.4899211218229622,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,5.542772935130771,3547.3692021800002,600.9627381428013,205.85364281625226,0.9390057279498755,0.321646813446655,Shackle Island CDP,Sumner
"Slayden town,Dickson",170,162,95.29411764705881,8,3,1.7647058823529411,37.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,2.941176470588235,62.5,2,1.1764705882352942,168,98.82352941176471,9,5.294117647058823,161,94.70588235294117,93,87,93.54838709677419,6,6.451612903225806,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,1.5328039477226212,980.99301212,110.90785631951118,60.67312139832082,0.1732937930236803,0.09480189853648394,Slayden town,Dickson
"Smyrna town,Rutherford",53070,31255,58.893913698888255,21815,8664,16.325607687959298,39.71579188631675,304,0.5728283399283964,1.393536557414623,3115,5.869606180516299,14.279165711666284,62,0.11682683248539665,0.2842081136832455,4899,9.2312040700961,22.45702498280999,4771,8.990013190126248,21.870272748109098,8988,16.936122102882983,44082,83.06387789711701,23342,43.983418127002075,29728,56.016581872997925,20413,19325,94.67006319502278,1088,5.329936804977221,303,0.570944036178632,239,78.87788778877888,0,0.0,0.0,0,0.0,0.0,160,66.94560669456067,52.8052805280528,79,33.054393305439326,26.072607260726073,64,26.072607260726073,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,33.01839790707725,21131.74203809,1607.2857365567345,618.231086118949,2.51138784035605,0.9659875633161494,Smyrna town,Rutherford
"Smyrna town,Williamson",0,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,0.00899811080500775,5.758782025,0.0,0.0,0.0,0.0,Smyrna town,Williamson
"Spring Hill city,Maury",16648,13199,79.28279673234022,3449,1347,8.091061989428159,39.054798492316614,57,0.34238346948582415,1.6526529428819947,340,2.042287361845267,9.857929834734707,13,0.07808745795290727,0.37692084662220937,424,2.5468524747717445,12.29341838213975,1268,7.616530514175877,36.76427950130473,1367,8.21119654012494,15281,91.78880345987506,3854,23.14992791926958,12794,76.85007208073041,7324,6881,93.95139268159475,443,6.048607318405243,149,0.8950024026910139,146,97.98657718120806,0,0.0,0.0,38,26.027397260273972,25.503355704697988,108,73.97260273972603,72.48322147651007,0,0.0,0.0,3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16.76326730133792,10728.474510615,993.1238165409007,436.9076665272439,1.5517583588913861,0.6826692828279981,Spring Hill city,Maury
"Spring Hill city,Williamson",33357,27509,82.46844740234434,5848,1640,4.916509278412327,28.0437756497948,98,0.29379140810024884,1.6757865937072502,758,2.272386605510088,12.961696306429548,22,0.06595317324699464,0.3761969904240766,867,2.5991546002338337,14.825581395348838,2463,7.383757532152171,42.11696306429549,2566,7.6925382978085555,30791,92.30746170219145,6529,19.57310309680127,26828,80.42689690319872,10615,10330,97.31512011304757,285,2.6848798869524257,117,0.3507509668135624,86,73.50427350427351,0,0.0,0.0,0,0.0,0.0,86,100.0,73.50427350427351,0,0.0,0.0,31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10.012581099124484,6408.04201093,3331.5085960119504,1060.1661944019802,5.205490217308811,1.6565122360144207,Spring Hill city,Williamson
"Springfield city,Robertson ",18782,10439,55.579810456820354,8343,3828,20.381216057927805,45.88277597986336,185,0.9849856245341284,2.217427783770826,115,0.6122883611968906,1.3784010547764594,6,0.03194547971462038,0.0719165767709457,2552,13.58747737195187,30.588517319908902,1657,8.822276647854329,19.860961284909507,4388,23.362794164625704,14394,76.63720583537429,9092,48.40805026088809,9690,51.59194973911192,7351,6921,94.15045572031016,430,5.849544279689838,705,3.7535938664678947,622,88.22695035460994,477,76.68810289389067,67.65957446808511,0,0.0,0.0,145,23.311897106109324,20.56737588652482,0,0.0,0.0,83,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13.128295402195553,8402.096086545,1430.6503186132552,559.9356028179128,2.2353945737513325,0.8749007300418511,Springfield city,Robertson 
"Statesville CDP,Wilson",82,70,85.36585365853658,12,6,7.317073170731707,50.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,7.317073170731707,50.0,3,3.6585365853658534,79,96.34146341463415,12,14.634146341463413,70,85.36585365853658,38,32,84.21052631578947,6,15.789473684210526,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,0.8781152280075334,561.9928783400001,93.38182209419163,43.274502921698556,0.14590932227150186,0.06761651519898866,Statesville CDP,Wilson
"Tennessee Ridge town,Houston",1332,1229,92.26726726726727,103,18,1.3513513513513513,17.475728155339805,7,0.5255255255255256,6.796116504854369,1,0.07507507507507508,0.9708737864077669,1,0.07507507507507508,0.9708737864077669,15,1.1261261261261262,14.563106796116504,61,4.57957957957958,59.22330097087378,37,2.7777777777777777,1295,97.22222222222221,114,8.558558558558559,1218,91.44144144144144,599,542,90.48414023372288,57,9.515859766277128,8,0.6006006006006006,0,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,8,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3.749792503460599,2399.8634973900002,355.21965515977945,159.7421722527837,0.5550315680240281,0.2495975294642589,Tennessee Ridge town,Houston
"Thompson's Station town,Williamson",7485,6566,87.72211088844355,919,193,2.578490313961256,21.00108813928183,20,0.26720106880427524,2.176278563656148,127,1.6967267869071476,13.81936887921654,5,0.06680026720106881,0.544069640914037,108,1.4428857715430863,11.7519042437432,466,6.225784903139613,50.70729053318824,397,5.303941215764863,7088,94.69605878423513,1047,13.987975951903808,6438,86.0120240480962,2690,2556,95.0185873605948,134,4.981412639405204,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,20.346355178516493,13021.64721189,367.8791574376591,132.21041195822352,0.574812070869612,0.206579087593755,Thompson's Station town,Williamson
"Tuckers Crossroads CDP,Wilson",263,236,89.73384030418251,27,8,3.041825095057034,29.629629629629626,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,1.520912547528517,14.814814814814813,15,5.7034220532319395,55.55555555555556,6,2.2813688212927756,257,97.71863117870723,28,10.646387832699618,235,89.35361216730038,99,95,95.95959595959596,4,4.040404040404041,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,2.8491802609808325,1823.472552015,92.30725187933952,34.746836258762784,0.1442303037187897,0.054292015468289656,Tuckers Crossroads CDP,Wilson
"Vanleer town,Dickson",374,350,93.58288770053476,24,6,1.6042780748663104,25.0,0,0.0,0.0,2,0.53475935828877,8.333333333333332,1,0.267379679144385,4.166666666666666,3,0.8021390374331552,12.5,12,3.2085561497326207,50.0,14,3.7433155080213902,360,96.2566844919786,34,9.090909090909092,340,90.9090909090909,166,141,84.93975903614458,25,15.060240963855422,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,0.7879422271846565,504.282246905,474.6540889632408,210.67534429919243,0.7416481589336151,0.32918073364433187,Vanleer town,Dickson
"Walnut Grove CDP,Sumner",911,866,95.06037321624589,45,12,1.3172338090010975,26.666666666666668,2,0.21953896816684962,4.444444444444445,4,0.43907793633369924,8.88888888888889,0,0.0,0.0,3,0.3293084522502744,6.666666666666667,24,2.634467618002195,53.333333333333336,21,2.305159165751921,890,97.69484083424807,56,6.147091108671789,855,93.85290889132821,348,318,91.37931034482759,30,8.620689655172415,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,4.817075395232436,3082.9234936400003,189.11890000759308,72.24300461321887,0.2954987374417081,0.11287986896785338,Walnut Grove CDP,Sumner
"Walterhill CDP,Rutherford",407,314,77.14987714987716,93,30,7.371007371007371,32.25806451612903,0,0.0,0.0,9,2.211302211302211,9.67741935483871,2,0.4914004914004914,2.1505376344086025,24,5.896805896805897,25.806451612903224,28,6.87960687960688,30.107526881720432,26,6.388206388206388,381,93.61179361179362,93,22.85012285012285,314,77.14987714987716,171,163,95.32163742690058,8,4.678362573099415,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,3.014879477241992,1929.51988671,134.99710455169608,56.71868520476666,0.21093330149292763,0.0886230824454315,Walterhill CDP,Rutherford
"Watertown city,Wilson",1553,1293,83.25820991629105,260,91,5.859626529298133,35.0,9,0.5795235028976174,3.4615384615384617,2,0.128783000643915,0.7692307692307693,0,0.0,0.0,29,1.8673535093367677,11.153846153846155,129,8.306503541532518,49.61538461538461,58,3.7347070186735354,1495,96.26529298132647,270,17.385705086928528,1283,82.61429491307148,624,570,91.34615384615384,54,8.653846153846153,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,1.4361251255281768,919.118661435,1081.3820971406228,434.5025296946224,1.6896621352191183,0.6789112507255182,Watertown city,Wilson
"Waverly city,Humphreys",4297,3718,86.52548289504306,579,284,6.6092622760065165,49.05008635578584,12,0.27926460321154295,2.072538860103627,23,0.5352571561554573,3.9723661485319512,0,0.0,0.0,42,0.9774261112404002,7.253886010362693,218,5.07330695834303,37.65112262521589,144,3.351175238538515,4153,96.64882476146148,640,14.89411217128229,3657,85.10588782871771,1915,1743,91.01827676240208,172,8.98172323759791,177,4.119152897370258,161,90.96045197740112,78,48.4472049689441,44.06779661016949,0,0.0,0.0,83,51.5527950310559,46.89265536723164,0,0.0,0.0,16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8.713554672462875,5576.666381315,493.1397301700132,219.77253508856768,0.7705320179090129,0.3433951161963602,Waverly city,Humphreys
"Westmoreland town,Sumner",2718,2479,91.20676968359088,239,36,1.3245033112582782,15.062761506276152,6,0.22075055187637968,2.510460251046025,26,0.9565857247976454,10.87866108786611,0,0.0,0.0,25,0.919793966151582,10.460251046025103,146,5.371596762325239,61.08786610878661,75,2.759381898454746,2643,97.24061810154525,269,9.896983075791024,2449,90.10301692420897,1070,1002,93.64485981308411,68,6.355140186915888,104,3.8263428991905815,104,100.0,0,0.0,0.0,0,0.0,0.0,104,100.0,100.0,0,0.0,0.0,0,0.0,0,,0.0,0,,0.0,0,,0.0,4.1795581829167014,2674.91310763,650.3079706150294,256.0079207351293,1.0161077727149708,0.40001299367366394,Westmoreland town,Sumner
"White Bluff town,Dickson",3862,3518,91.09269808389435,344,24,0.6214396685655101,6.976744186046512,20,0.5178663904712585,5.813953488372093,15,0.38839979285344384,4.3604651162790695,0,0.0,0.0,65,1.6830657690315898,18.8953488372093,220,5.696530295183842,63.95348837209303,134,3.469704816157431,3728,96.53029518384257,377,9.761781460383222,3485,90.23821853961678,1597,1515,94.86537257357546,82,5.134627426424546,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,6.296504194454947,4029.7564634550004,613.356218106087,253.6328017388454,0.958370570287225,0.3963018645128686,White Bluff town,Dickson
"White House city,Robertson ",6192,5333,86.12726098191214,859,176,2.842377260981912,20.48894062863795,13,0.2099483204134367,1.5133876600698486,87,1.4050387596899225,10.128055878928988,1,0.016149870801033594,0.11641443538998836,136,2.1963824289405682,15.832363213038416,446,7.202842377260982,51.920838183934805,320,5.167958656330749,5872,94.83204134366925,929,15.003229974160206,5263,84.9967700258398,2446,2341,95.70727718724447,105,4.292722812755519,49,0.7913436692506459,49,100.0,0,0.0,0.0,0,0.0,0.0,49,100.0,100.0,0,0.0,0.0,0,0.0,0,,0.0,0,,0.0,0,,0.0,6.476710041017147,4145.08802721,956.0409468365773,377.66087790088307,1.4938162855295856,0.5900960326882051,White House city,Robertson 
"White House city,Sumner",6790,6045,89.02798232695139,745,120,1.7673048600883652,16.10738255033557,23,0.3387334315169367,3.087248322147651,65,0.9572901325478645,8.724832214765101,1,0.014727540500736377,0.1342281879194631,105,1.5463917525773196,14.093959731543624,431,6.347569955817378,57.852348993288594,294,4.329896907216495,6496,95.6701030927835,813,11.973490427098675,5977,88.02650957290132,2593,2479,95.60354801388354,114,4.3964519861164675,0,0.0,0,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,,4.739560753677621,3033.31419963,1432.622209712442,547.0971118975497,2.2384756583502745,0.8548405570106423,White House city,Sumner
