NAME,GEO_ID,Square Acres,Square Miles
GNRC Region,,4180603.223234705,6532.202620473106
MPO,,2493369.41218958,3895.8957208835977
Rutherford Incorporated,None,56847.85394909,88.82490892000887
Rutherford Unincorporated,None,339544.50203685,530.5391034589047
Wilson Incorporated,None,30441.167406520002,47.56439750081656
Wilson Unincorporated,None,334893.75069289,523.2722932657388
Cheatham Incorporated,None,25040.53788589,39.125900847798235
Cheatham Unincorporated,None,168521.77196514,263.31567519237336
Dickson Incorporated,None,16718.51395065,26.12271837516138
Dickson Unincorporated,None,296841.601270475,463.81571800638926
Humphreys Incorporated,None,9802.1018348,15.315807760843347
Humphreys Unincorporated,None,330025.95961428003,515.6663579636536
Montgomery Incorporated,None,60748.223763495,94.91924616322544
Montgomery Unincorporated,None,284324.82219144504,444.2582205032753
