NAME,GEO_ID,Population,White Alone,White Alone %,Non-White Population: Race,Black or African American Alone,Black or African American Alone %,Black or African American Alone % Non-White Population,American Indian Alaska Native Alone,American Indian Alaska Native Alone %,American Indian Alaska Native Alone % Non-White Population,Asian Alone,Asian Alone %,Asian Alone % Non-White Population,Native Hawaiian Other Pacific Islander Alone,Native Hawaiian Other Pacific Islander Alone %,Native Hawaiian Other Pacific Islander Alone % Non-White Population,Some Other Race Alone,Some Other Race Alone %,Some Other Race Alone % Non-White Population,Two or More Races,Two or More Races %,Two or More Races % Non-White Population,Hispanic or Latino,Hispanic or Latino %,Not Hispanic or Latino,Not Hispanic or Latino %,Minority,Minority %,White Alone Not Hispanic or Latino,White Alone Not Hispanic or Latino %,Occupancy:Total Households,Occupancy:Occupied Units,Occupancy %:Occupied Units,Occupancy:Vacant Units,Occupancy %:Vacant Units,Group Quarters:Population,Group Quarters %:Population,Group Quarters:Institutionalized,Group Quarters %:Institutionalized,"Group Quarters:Institutionalized, Adults in Correctional Facility",Group Quarters % Institutionalized:Adults in Correctional Facility,Group Quarters %:Institutionalized Adults in Correctional Facility,"Group Quarters:Institutionalized, Juvenile Facility",Group Quarters % Institutionalized:Juvenile Facility,Group Quarters %:Institutionalized in Juvenile Facility,"Group Quarters:Institutionalized, Nursing or Skilled Nursing Facility",Group Quarters % Institutionalized:Nursing or Skilled Nursing Facility,Group Quarters %:Institutionalized in Nursing or Skilled Nursing Facility,"Group Quarters:Institutionalized, Other Facility",Group Quarters % Institutionalized:Other Facility,Group Quarters %:Institutionalized in Other Facility,Group Quarters:Noninstitutionalized,Group Quarters %:Noninstitutionalized,"Group Quarters:Noninstitutionalized, College or University Student Housing",Group Quarters % Noninstitutionalized:College or University Student Housing,Group Quarters %:Noninstitutionalized in College or University Student Housing,"Group Quarters:Noninstitutionalized, Military Quarters",Group Quarters % Noninstitutionalized:Military Quarters,Group Quarters %:Noninstitutionalized in Military Quarters,"Group Quarters:Noninstitutionalized, Other",Group Quarters % Noninstitutionalized:Other,Group Quarters %:Noninstitutionalized in Other
"Davidson County, Tennessee",0500000US47037,715884.0,400622.0,55.961859742639874,315262.0,173092.0,24.178777567315375,54.90417494020846,3942.0,0.55064787032536,1.250388565700909,27869.0,3.8929491370110245,8.83994899480432,354.0,0.049449352129674634,0.11228755765046215,56230.0,7.854624492236173,17.835958662953352,53775.0,7.511691838342524,17.057241278682493,98119.0,13.705991473478942,617765.0,86.29400852652105,329049.0,45.96401092914494,386835.0,54.03598907085505,328309.0,301236.0,91.75380510433769,27073.0,8.246194895662317,24801.0,3.4643880852205107,7230.0,29.15205032055159,4378.0,60.553250345781464,17.652514011531792,156.0,2.1576763485477177,0.6290068948832708,2497.0,34.53665283540802,10.068142413612355,199.0,2.752420470262794,0.8023870005241724,17571.0,0.8023870005241724,15112.0,86.005349723977,60.933026894076846,0.0,0.0,0.0,0.0,0.0,0.0
"Dickson County, Tennessee",0500000US47043,54315.0,47609.0,87.65350271564024,6706.0,1962.0,3.612261806130903,29.257381449448257,242.0,0.44554911166344474,3.6087086191470323,312.0,0.5744269538801436,4.652549955263942,11.0,0.0202522323483384,0.16403220996122875,1175.0,2.163306637208874,17.521622427676707,3004.0,5.53070054312805,44.795705338502835,2582.0,4.753751265764522,51733.0,95.24624873423548,7321.0,13.478781183835038,46994.0,86.52121881616497,22551.0,21154.0,93.80515276484414,1397.0,6.194847235155869,777.0,1.4305440486053578,582.0,74.9034749034749,294.0,50.51546391752577,37.83783783783784,0.0,0.0,0.0,105.0,18.04123711340206,13.513513513513514,183.0,31.443298969072163,23.552123552123554,195.0,23.552123552123554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Houston County, Tennessee",0500000US47083,8283.0,7557.0,91.23505976095618,726.0,210.0,2.535313292285404,28.92561983471074,47.0,0.5674272606543523,6.473829201101928,16.0,0.19316672703126886,2.203856749311295,8.0,0.09658336351563443,1.1019283746556474,90.0,1.0865628395508875,12.396694214876034,355.0,4.285886756006278,48.89807162534435,202.0,2.4387299287697695,8081.0,97.56127007123024,792.0,9.56175298804781,7491.0,90.43824701195219,3936.0,3311.0,84.1209349593496,625.0,15.879065040650406,176.0,2.1248339973439574,168.0,95.45454545454545,33.0,19.642857142857142,18.75,0.0,0.0,0.0,135.0,80.35714285714286,76.70454545454545,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Humphreys County, Tennessee",0500000US47085,18990.0,17270.0,90.94260136914166,1720.0,506.0,2.6645602948920484,29.418604651162788,43.0,0.22643496577145866,2.5,65.0,0.34228541337546076,3.77906976744186,0.0,0.0,0.0,177.0,0.9320695102685624,10.290697674418604,929.0,4.892048446550816,54.01162790697674,449.0,2.364402317008952,18541.0,97.63559768299105,1888.0,9.942074776197998,17102.0,90.057925223802,8849.0,7599.0,85.87411006893434,1250.0,14.125889931065657,441.0,2.322274881516588,404.0,91.60997732426304,78.0,19.306930693069308,17.687074829931973,243.0,60.148514851485146,55.10204081632652,83.0,20.544554455445542,18.820861678004537,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maury County, Tennessee",0500000US47119,100974.0,77837.0,77.08618060094678,23137.0,11349.0,11.239527006952285,49.05130310757661,417.0,0.41297759819359436,1.8023079915287201,952.0,0.9428169627824985,4.114621601763409,49.0,0.0485273436726286,0.21178199420841076,3401.0,3.3681937924614256,14.69939923066949,6969.0,6.901776694990789,30.120586074253357,7660.0,7.586111276170103,93314.0,92.4138887238299,24792.0,24.552855190445065,76182.0,75.44714480955493,43143.0,39987.0,92.68479243446214,3156.0,7.315207565537863,1272.0,1.2597302275833384,1078.0,84.74842767295597,298.0,27.643784786641927,23.427672955974842,87.0,8.070500927643785,6.839622641509433,612.0,56.77179962894249,48.113207547169814,81.0,7.5139146567718,6.367924528301887,194.0,6.367924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Simpson County, Kentucky",0500000US21213,19594.0,16374.0,83.56639787690109,3220.0,1640.0,8.36990915586404,50.931677018633536,80.0,0.40828825150556297,2.484472049689441,94.0,0.4797386955190364,2.919254658385093,8.0,0.040828825150556296,0.2484472049689441,303.0,1.5463917525773196,9.409937888198758,1095.0,5.588445442482392,34.006211180124225,648.0,3.3071348371950595,18946.0,96.69286516280494,3393.0,17.316525466979687,16201.0,82.6834745330203,8263.0,7600.0,91.97627980152487,663.0,8.02372019847513,533.0,2.720220475655813,520.0,97.5609756097561,425.0,81.73076923076923,79.73733583489681,0.0,0.0,0.0,95.0,18.269230769230766,17.823639774859288,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Allen County, Kentucky",0500000US21003,20588.0,19135.0,92.94249077132311,1453.0,204.0,0.990868467068195,14.039917412250515,50.0,0.24285991839906743,3.4411562284927735,48.0,0.23314552166310473,3.3035099793530627,7.0,0.034000388575869435,0.4817618719889883,246.0,1.1948707985234117,16.930488644184447,898.0,4.3617641344472515,61.803165863730214,574.0,2.788031863221294,20014.0,97.21196813677871,1601.0,7.77637458713814,18987.0,92.22362541286186,9208.0,8009.0,86.97871416159862,1199.0,13.02128583840139,169.0,0.8208665241888479,137.0,81.06508875739645,37.0,27.00729927007299,21.893491124260358,0.0,0.0,0.0,100.0,72.99270072992701,59.171597633136095,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Adams city, Tennessee",1600000US4700200,624.0,553.0,88.62179487179486,71.0,22.0,3.5256410256410255,30.985915492957744,7.0,1.1217948717948718,9.859154929577464,2.0,0.3205128205128205,2.8169014084507045,0.0,0.0,0.0,11.0,1.7628205128205128,15.492957746478872,29.0,4.647435897435898,40.845070422535215,16.0,2.564102564102564,608.0,97.43589743589743,74.0,11.858974358974358,550.0,88.14102564102564,250.0,232.0,92.80000000000001,18.0,7.199999999999999,19.0,3.0448717948717947,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
"Ashland City town, Tennessee",1600000US4702180,5193.0,4261.0,82.052763335259,932.0,310.0,5.969574427113422,33.261802575107296,17.0,0.3273637589062199,1.8240343347639485,33.0,0.635470826112074,3.5407725321888415,11.0,0.21182360870402464,1.1802575107296138,220.0,4.236472174080493,23.605150214592275,341.0,6.566531869824764,36.587982832618025,426.0,8.203350664355865,4767.0,91.79664933564413,1018.0,19.603312150972464,4175.0,80.39668784902754,2311.0,2145.0,92.81696235395933,166.0,7.183037646040676,235.0,4.525322549585981,146.0,62.12765957446808,80.0,54.794520547945204,34.04255319148936,0.0,0.0,0.0,66.0,45.20547945205479,28.085106382978726,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Belle Meade city, Tennessee",1600000US4704620,2901.0,2773.0,95.58772836952775,128.0,6.0,0.2068252326783868,4.6875,1.0,0.03447087211306446,0.78125,23.0,0.7928300586004825,17.96875,0.0,0.0,0.0,5.0,0.1723543605653223,3.90625,93.0,3.205791106514995,72.65625,52.0,1.7924853498793518,2849.0,98.20751465012066,143.0,4.929334712168218,2758.0,95.07066528783177,1130.0,1073.0,94.95575221238937,57.0,5.04424778761062,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,
"Berry Hill city, Tennessee",1600000US4705140,2112.0,1747.0,82.71780303030303,365.0,115.0,5.445075757575758,31.506849315068493,12.0,0.5681818181818182,3.287671232876712,66.0,3.125,18.08219178082192,0.0,0.0,0.0,33.0,1.5625,9.04109589041096,139.0,6.581439393939394,38.082191780821915,123.0,5.823863636363636,1989.0,94.17613636363636,412.0,19.507575757575758,1700.0,80.49242424242425,1657.0,1446.0,87.2661436330718,211.0,12.733856366928183,3.0,0.14204545454545456,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brentwood city, Tennessee",1600000US4708280,45373.0,37255.0,82.108302294316,8118.0,1443.0,3.1803054680096094,17.775314116777533,53.0,0.11680955634408127,0.6528701650652871,3658.0,8.062063341634893,45.06035969450603,9.0,0.019835585039560972,0.11086474501108648,359.0,0.7912194476891543,4.422271495442227,2596.0,5.721464306966698,31.978319783197833,1615.0,3.5593855376545527,43758.0,96.44061446234545,8547.0,18.83719392590307,36826.0,81.16280607409692,15279.0,14741.0,96.47882714837358,538.0,3.5211728516264156,125.0,0.27549423666056905,125.0,100.0,0.0,0.0,0.0,21.0,16.8,16.8,104.0,83.2,83.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
"Burns town, Tennessee",1600000US4709880,1573.0,1425.0,90.59122695486332,148.0,29.0,1.8436109345200253,19.594594594594593,10.0,0.6357279084551812,6.756756756756757,8.0,0.5085823267641449,5.405405405405405,2.0,0.12714558169103624,1.3513513513513513,22.0,1.3986013986013985,14.864864864864865,77.0,4.895104895104895,52.02702702702703,68.0,4.322949777495232,1505.0,95.67705022250476,176.0,11.188811188811188,1397.0,88.81118881118881,675.0,658.0,97.48148148148148,17.0,2.5185185185185186,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,
"Cedar Hill city, Tennessee",1600000US4711980,301.0,239.0,79.40199335548172,62.0,22.0,7.308970099667775,35.483870967741936,2.0,0.6644518272425249,3.225806451612903,2.0,0.6644518272425249,3.225806451612903,0.0,0.0,0.0,16.0,5.3156146179401995,25.806451612903224,20.0,6.64451827242525,32.25806451612903,25.0,8.305647840531561,276.0,91.69435215946844,68.0,22.591362126245848,233.0,77.40863787375415,123.0,110.0,89.43089430894308,13.0,10.569105691056912,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,
"Charlotte town, Tennessee",1600000US4713080,1656.0,1460.0,88.16425120772948,196.0,117.0,7.065217391304348,59.693877551020414,4.0,0.24154589371980675,2.0408163265306123,5.0,0.30193236714975846,2.5510204081632653,0.0,0.0,0.0,18.0,1.0869565217391304,9.183673469387756,52.0,3.140096618357488,26.53061224489796,49.0,2.9589371980676327,1607.0,97.04106280193237,208.0,12.560386473429952,1448.0,87.43961352657004,572.0,518.0,90.55944055944056,54.0,9.44055944055944,294.0,17.753623188405797,294.0,100.0,294.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
"Clarksville city, Tennessee",1600000US4715160,166722.0,94978.0,56.96788666162834,71744.0,40657.0,24.386103813533907,56.66954727921498,914.0,0.5482179916267799,1.2739741302408565,4143.0,2.484974988303883,5.774698929527208,867.0,0.5200273509194947,1.208463425512935,6936.0,4.160218807355958,9.66770740410348,18227.0,10.932570386631637,25.405608831400535,19671.0,11.798682837298017,147051.0,88.20131716270198,77126.0,46.26024159978887,89596.0,53.73975840021114,65752.0,61128.0,92.96751429614308,4624.0,7.032485703856917,4296.0,2.576744520819088,1699.0,39.54841713221601,1084.0,63.80223660977046,25.232774674115454,32.0,1.883460859329017,0.74487895716946,583.0,34.314302530900534,13.570763500931099,0.0,0.0,0.0,2597.0,0.0,1450.0,55.83365421640354,33.75232774674116,962.0,37.04274162495187,22.39292364990689,962.0,37.04274162495187,22.39292364990689
