NAME,GEO_ID,Population,Male Under 5,Female Under 5,Male 5 to 9,Female 5 to 9,Male 5 to 14,Female 5 to 14,Male 15 to 24,Female 15 to 24,Male 10 to 14,Female 10 to 14,Male 15 to 17,Female 15 to 17,Male 18 to 24,Female 18 to 24,Male 25 to 34,Female 25 to 34,Male 35 to 44,Female 35 to 44,Male 45 to 54,Female 45 to 54,Male 55 to 64,Female 55 to 64,Male 65 to 74,Female 65 to 74,Male 75 to 84,Female 75 to 84,Male 85 and Older,Female 85 and Older,Age:Under 5,Age %:Under 5,Age:5 to 9,Age%:5 to 9,Age:10 to 14,Age%:10 to 14,Age:15 to 17,Age%:15 to 17,Age:18 to 24,Age%:18 to 24,Age:25 to 34,Age%:25 to 34,Age:35 to 44,Age%:35 to 44,Age:45 to 54,Age%:45 to 54,Age:55 to 64,Age%:55 to 64,Age:65 to 74,Age%:65 to 74,Age:75 to 84,Age%:75 to 84,Age:85 and Older,Age%:85 and Older,Age:School Age 5 to 18,Age%:School Age 5 to 18,Age:Under 18,Age%:Under 18,Age:18 to 54,Age%:18 to 54,Age:55 and Older,Age%:55 and Older,Age:65 and Older,Age%:65 and Older,White Alone,White Alone %,Non-White Population: Race,Black or African American Alone,Black or African American Alone %,Black or African American Alone % Non-White Population,American Indian Alaska Native Alone,American Indian Alaska Native Alone %,American Indian Alaska Native Alone % Non-White Population,Asian Alone,Asian Alone %,Asian Alone % Non-White Population,Native Hawaiian Other Pacific Islander Alone,Native Hawaiian Other Pacific Islander Alone %,Native Hawaiian Other Pacific Islander Alone % Non-White Population,Some Other Race Alone,Some Other Race Alone %,Some Other Race Alone % Non-White Population,Two or More Races,Two or More Races %,Two or More Races % Non-White Population,Hispanic or Latino,Hispanic or Latino %,Not Hispanic or Latino,Not Hispanic or Latino %,Minority,Minority %,White Alone Not Hispanic or Latino,White Alone Not Hispanic or Latino %,Total Households,Family Households,Family Households: Married Couple Family,"Household Type%: Family, Married Couple Households",Family Households: Not Married Couple Family,"Household Type%: Family, Not Married Couple Households",Family Households: Not Married Couple: Male no Spouse,Family Households: Not Married Couple: Female no Spouse,Nonfamily Households,Nonfamily Households: Householder Alone,"Household Type%: Nonfamily, Householder Alone",Nonfamily Households: Householder not Alone,"Household Type%: Nonfamily, Householder Not Alone",Average Household Size,Occupancy:Total Households,Occupancy:Occupied Units,Occupancy%:Occupied Units,Occupancy:Vacant Units,Occupancy%:Vacant Units,Tenure:Total Households,Tenure:Owners,Tenure%:Owners,Tenure:Renters,Tenure%:Renters
"Sumner County, Tennessee",0500000US47165,160645.0,5352.0,5115.0,5802.0,5502.0,11825.0,11308.0,9918.0,9380.0,6023.0,5806.0,3627.0,3403.0,6291.0,5977.0,9522.0,9996.0,11344.0,11914.0,12076.0,12782.0,9641.0,10210.0,5642.0,6446.0,2447.0,3536.0,622.0,1569.0,10467.0,6.5156089514146105,11304.0,7.036633570917241,11829.0,7.36344112795294,7030.0,4.376108811354229,12268.0,7.636714494693268,19518.0,12.149771234710075,23258.0,14.477886021973918,24126.0,15.018207849606274,19851.0,12.357060599458434,12088.0,7.524666189423885,5983.0,3.7243611690373184,2191.0,1.3638768713623206,30163.0,18.77618351022441,40630.0,25.29179246163902,79902.0,49.738242709079024,40113.0,24.969964829281956,20262.0,12.612904229823524,142844.0,88.91904509944287,17801.0,10311.0,6.418500420181145,57.923712151002746,462.0,0.28759065019141583,2.595359811246559,1638.0,1.0196395779513834,9.201730239874164,114.0,0.0709639266706091,0.6404134599179822,2649.0,1.648977559214417,14.881186450199428,2627.0,1.6352827663481588,14.757597887759113,6308.0,3.9266706091070374,154337.0,96.07332939089297,20952.0,13.042422733356156,139693.0,0.8695757726664384,60975.0,44593.0,34784.0,57.04633046330463,9809.0,16.086920869208694,2664.0,7145.0,16382.0,13457.0,22.06970069700697,2925.0,4.797047970479705,2.61,65968.0,60975.0,92.43117875333495,4993.0,7.56882124666505,60975.0,45068.0,73.91225912259122,15907.0,26.08774087740877
"Trousdale County, Tennessee",0500000US47169,7870.0,249.0,244.0,259.0,241.0,553.0,525.0,551.0,455.0,294.0,284.0,217.0,147.0,334.0,308.0,447.0,467.0,510.0,538.0,599.0,606.0,515.0,546.0,315.0,309.0,128.0,186.0,45.0,82.0,493.0,6.264294790343075,500.0,6.353240152477764,578.0,7.344345616264294,364.0,4.625158831003811,642.0,8.157560355781449,914.0,11.613722998729353,1048.0,13.316391359593393,1116.0,14.180432020330368,1061.0,13.481575603557813,624.0,7.9288437102922495,314.0,3.9898348157560353,127.0,1.613722998729352,1442.0,18.32274459974587,1935.0,24.587039390088947,3809.0,48.398983481575605,2126.0,27.013977128335455,1065.0,13.532401524777637,6852.0,87.06480304955527,1018.0,754.0,9.580686149936469,74.06679764243614,33.0,0.4193138500635324,3.2416502946954813,18.0,0.22871664548919948,1.768172888015717,1.0,0.012706480304955527,0.09823182711198428,73.0,0.9275730622617535,7.170923379174853,139.0,1.7662007623888185,13.654223968565816,198.0,2.5158831003811946,7672.0,97.4841168996188,1109.0,14.091486658195679,6761.0,0.8590851334180432,2976.0,2136.0,1592.0,53.494623655913976,544.0,18.27956989247312,170.0,374.0,840.0,700.0,23.521505376344088,140.0,4.704301075268817,2.6,3368.0,2976.0,88.36104513064133,392.0,11.63895486935867,2976.0,2254.0,75.73924731182797,722.0,24.260752688172044
"Cheatham County, Tennessee",0500000US47021,39105.0,1229.0,1220.0,1319.0,1264.0,2832.0,2645.0,2515.0,2268.0,1513.0,1381.0,936.0,890.0,1579.0,1378.0,2238.0,2230.0,2893.0,3001.0,3367.0,3359.0,2504.0,2554.0,1316.0,1355.0,529.0,694.0,112.0,244.0,2449.0,6.262626262626263,2583.0,6.605293440736479,2894.0,7.40058816008183,1826.0,4.6694796061884665,2957.0,7.561692878148573,4468.0,11.425648894003325,5894.0,15.072241401355324,6252.0,15.98772535481396,5058.0,12.934407364787113,2671.0,6.830328602480501,1223.0,3.127477304692495,356.0,0.9103695179644546,7303.0,18.675361207006777,9752.0,24.93798746963304,20045.0,51.2594297404424,9308.0,23.80258278992456,4250.0,10.868175425137451,37374.0,95.57345607978519,1731.0,564.0,1.442270809359417,32.582322357019066,128.0,0.3273238716276691,7.394569612940496,140.0,0.3580104845927631,8.087810514153668,15.0,0.038358266206367474,0.8665511265164645,395.0,1.0101010101010102,22.819179664933564,489.0,1.2504794783275797,28.249566724436743,910.0,2.32706814985296,38195.0,97.67293185014704,2191.0,5.602864083876742,36914.0,0.9439713591612325,14520.0,10841.0,8461.0,58.271349862258944,2380.0,16.391184573002754,814.0,1566.0,3679.0,2924.0,20.137741046831955,755.0,5.199724517906336,2.67,15663.0,14520.0,92.70254740471174,1143.0,7.297452595288259,14520.0,11907.0,82.00413223140495,2613.0,17.99586776859504
"Davidson County, Tennessee",0500000US47037,626681.0,22868.0,21823.0,18977.0,18636.0,36456.0,35061.0,45614.0,47864.0,17479.0,16425.0,10267.0,9916.0,35347.0,37948.0,55840.0,57561.0,43457.0,42321.0,41196.0,43943.0,31894.0,35380.0,15409.0,19584.0,8217.0,13253.0,2589.0,6351.0,44691.0,7.131379441853191,37613.0,6.00193718973449,33904.0,5.410089024559545,20183.0,3.220617826294399,73295.0,11.69574312927949,113401.0,18.09549036910326,85778.0,13.687665654455774,87400.0,13.946489521782215,67274.0,10.734967232132457,34993.0,5.583861645717677,21470.0,3.425985469481283,8940.0,1.426563115843627,91700.0,14.632644040588433,136391.0,21.764023482441626,357613.0,57.064599054383336,132677.0,21.171377463175045,65403.0,10.436410231042588,385039.0,61.44098831782039,241642.0,173730.0,27.72223826795451,71.89561417303283,2091.0,0.33366258112181474,0.8653297026179224,19027.0,3.0361539603083543,7.874045074945581,394.0,0.06287090242084888,0.16305112521829815,30757.0,4.907919659284389,12.728333650607096,15643.0,2.4961663110896932,6.473626273578269,61117.0,9.752489703692948,565564.0,90.24751029630706,266798.0,42.57317518801432,359883.0,0.5742682481198569,259499.0,145166.0,95093.0,36.64484256201372,50073.0,19.296028115715284,11811.0,38262.0,114333.0,89503.0,34.49069167896601,24830.0,9.568437643304984,2.32,283978.0,259499.0,91.37996605370839,24479.0,8.620033946291613,259499.0,145115.0,55.921217422803174,114384.0,44.078782577196826
"Dickson County, Tennessee",0500000US47043,49666.0,1686.0,1602.0,1797.0,1645.0,3626.0,3304.0,3204.0,2984.0,1829.0,1659.0,1173.0,1046.0,2031.0,1938.0,2965.0,3066.0,3358.0,3587.0,3796.0,3925.0,2889.0,3089.0,1838.0,2044.0,800.0,1160.0,222.0,521.0,3288.0,6.620223090242821,3442.0,6.930294366367335,3488.0,7.0229130592356945,2219.0,4.4678452059759195,3969.0,7.991382434663552,6031.0,12.143116014980066,6945.0,13.983409173277494,7283.0,14.66395522087545,5978.0,12.036403173196955,3882.0,7.816212298151654,1960.0,3.9463616961301495,743.0,1.495993234808521,9149.0,18.421052631578945,12437.0,25.04127572182177,24666.0,49.663753875890954,12563.0,25.29497040228728,6585.0,13.258567229090323,45611.0,91.83546087866952,4055.0,2056.0,4.139652881246728,50.70283600493218,172.0,0.34631337333387024,4.241676942046856,226.0,0.4550396649619458,5.573366214549939,16.0,0.03221519751942979,0.39457459926017263,684.0,1.3771996939556235,16.86806411837238,901.0,1.81411831031289,22.21948212083847,1573.0,3.1671566061289416,48093.0,96.83284339387106,4786.0,9.636370957999436,44880.0,0.9036362904200056,19107.0,13598.0,10122.0,52.97534934840634,3476.0,18.192285549798505,974.0,2502.0,5509.0,4574.0,23.938870570994926,935.0,4.893494530800231,2.57,20820.0,19107.0,91.77233429394812,1713.0,8.227665706051873,19107.0,13984.0,73.18783691840687,5123.0,26.812163081593134
"Simpson County, Kentucky",0500000US21213,17327.0,607.0,550.0,590.0,596.0,1199.0,1204.0,1105.0,990.0,609.0,608.0,363.0,345.0,742.0,645.0,1021.0,1061.0,1156.0,1139.0,1303.0,1346.0,1047.0,1128.0,652.0,775.0,292.0,453.0,90.0,209.0,1157.0,6.677439833785422,1186.0,6.8448086800946495,1217.0,7.023720205459687,708.0,4.086108385756334,1387.0,8.004847925203439,2082.0,12.015928897097016,2295.0,13.24522421654066,2502.0,14.439891498816875,2175.0,12.552663473192126,1427.0,8.235701506319616,745.0,4.299647948288798,299.0,1.7256305188434236,3111.0,17.954637271310673,4268.0,24.63207710509609,8413.0,48.55427944825994,4646.0,26.813643446643965,2471.0,14.260979973451837,15118.0,87.25111098285913,2209.0,1625.0,9.378426732844693,73.56269805341785,41.0,0.2366249206440815,1.8560434585785424,114.0,0.6579327061811047,5.160706201901313,4.0,0.023085358111617705,0.1810774105930285,110.0,0.634847348069487,4.979628791308284,315.0,1.8179719512898942,14.259846084200998,325.0,1.8756853465689387,17002.0,98.12431465343107,2386.0,13.77041611357996,14941.0,0.8622958388642004,6753.0,4733.0,3514.0,52.036132089441736,1219.0,18.051236487487042,348.0,871.0,2020.0,1708.0,25.29246260921072,312.0,4.620168813860507,2.52,7435.0,6753.0,90.82716879623402,682.0,9.172831203765972,6753.0,4583.0,67.86613357026506,2170.0,32.13386642973493
"Allen County, Kentucky",0500000US21003,19956.0,667.0,679.0,668.0,655.0,1375.0,1279.0,1269.0,1285.0,707.0,624.0,438.0,449.0,831.0,836.0,1113.0,1190.0,1380.0,1341.0,1445.0,1457.0,1220.0,1325.0,850.0,892.0,405.0,508.0,81.0,195.0,1346.0,6.744838645019042,1323.0,6.629585087191822,1331.0,6.669673281218682,887.0,4.444778512728002,1667.0,8.353377430346763,2303.0,11.54038885548206,2721.0,13.634996993385448,2837.0,14.216275806774906,2545.0,12.753056724794549,1742.0,8.729204249348568,913.0,4.575065143315293,276.0,1.3830426939266387,3541.0,17.744036881138506,4887.0,24.488875526157546,9593.0,48.0707556624574,5476.0,27.440368811385046,2931.0,14.687312086590499,19362.0,97.02345159350571,594.0,164.0,0.8218079775506114,27.609427609427613,58.0,0.29063940669472843,9.764309764309765,31.0,0.15534175185407897,5.218855218855219,0.0,0.0,0.0,84.0,0.4209260372820205,14.14141414141414,257.0,1.2878332331128484,43.26599326599327,297.0,1.4882742032471439,19659.0,98.51172579675286,753.0,3.7733012627781113,19203.0,0.9622669873722188,7848.0,5552.0,4328.0,55.14780835881753,1224.0,15.59633027522936,335.0,889.0,2296.0,1975.0,25.16564729867482,321.0,4.090214067278287,2.52,9307.0,7848.0,84.32362737724294,1459.0,15.676372622757064,7848.0,5950.0,75.81549439347604,1898.0,24.184505606523953
"Nolensville town, Tennessee",1600000US4753460,5861.0,246.0,227.0,358.0,290.0,681.0,603.0,313.0,301.0,323.0,313.0,141.0,167.0,172.0,134.0,238.0,314.0,569.0,605.0,482.0,486.0,243.0,237.0,88.0,108.0,42.0,55.0,11.0,12.0,473.0,8.070295171472445,648.0,11.056133765569015,636.0,10.851390547688109,308.0,5.255075925609964,306.0,5.220952055963146,552.0,9.418188022521754,1174.0,20.030711482682136,1055.0,18.000341238696468,480.0,8.189728715236308,196.0,3.344139225388159,97.0,1.6550076778706704,23.0,0.3924245009384065,1592.0,27.162600238867086,2065.0,35.23289541033953,3000.0,51.18580447022693,796.0,13.581300119433543,316.0,5.391571404197236,5013.0,85.53147926974918,848.0,313.0,5.340385599727009,36.910377358490564,10.0,0.17061934823408975,1.179245283018868,367.0,6.261730080191094,43.278301886792455,2.0,0.034123869646817954,0.2358490566037736,33.0,0.5630438491724962,3.891509433962264,123.0,2.098617983279304,14.504716981132077,166.0,2.83228118068589,5695.0,97.1677188193141,965.0,16.46476710458966,4896.0,0.8353523289541034,1831.0,1628.0,1430.0,78.09939923539049,198.0,10.81376297105407,44.0,154.0,203.0,174.0,9.503003823047514,29.0,1.5838339705079192,3.2,1908.0,1831.0,95.96436058700209,77.0,4.035639412997904,1831.0,1672.0,91.31622064445658,159.0,8.68377935554342
"Adams city, Tennessee",1600000US4700200,633.0,22.0,12.0,24.0,22.0,55.0,45.0,47.0,39.0,31.0,23.0,17.0,10.0,30.0,29.0,33.0,33.0,42.0,41.0,52.0,42.0,35.0,41.0,22.0,28.0,12.0,17.0,4.0,11.0,34.0,5.371248025276461,46.0,7.266982622432859,54.0,8.530805687203792,27.0,4.265402843601896,59.0,9.320695102685624,66.0,10.42654028436019,83.0,13.112164296998422,84.0,13.270142180094787,76.0,12.006319115323855,50.0,7.898894154818326,29.0,4.581358609794629,15.0,2.3696682464454977,127.0,20.063191153238545,161.0,25.434439178515007,302.0,47.70932069510268,170.0,26.856240126382307,94.0,14.84992101105845,592.0,93.52290679304897,41.0,20.0,3.15955766192733,48.78048780487805,3.0,0.47393364928909953,7.317073170731707,6.0,0.9478672985781991,14.634146341463413,0.0,0.0,0.0,4.0,0.631911532385466,9.75609756097561,8.0,1.263823064770932,19.51219512195122,16.0,2.527646129541864,617.0,97.47235387045814,47.0,7.424960505529225,586.0,0.9257503949447078,224.0,162.0,125.0,55.80357142857143,37.0,16.517857142857142,20.0,17.0,62.0,52.0,23.214285714285715,10.0,4.464285714285714,2.71,250.0,224.0,89.60000000000001,26.0,10.4,224.0,172.0,76.78571428571429,52.0,23.214285714285715
"Ashland City town, Tennessee",1600000US4702180,4541.0,177.0,167.0,153.0,140.0,288.0,269.0,310.0,313.0,135.0,129.0,76.0,85.0,234.0,228.0,352.0,326.0,343.0,330.0,298.0,335.0,231.0,266.0,114.0,157.0,77.0,130.0,18.0,40.0,344.0,7.575423915437128,293.0,6.452323276811275,264.0,5.813697423475006,161.0,3.5454745650737722,462.0,10.17397049108126,678.0,14.930632019378992,673.0,14.82052411363136,678.0,14.930632019378992,497.0,10.944725831314688,271.0,5.967848491521691,207.0,4.558467297951993,58.0,1.277251706672539,718.0,15.811495265360055,1062.0,23.38691918079718,2446.0,53.86478749174191,1033.0,22.74829332746091,536.0,11.803567496146224,4100.0,90.2884827130588,441.0,160.0,3.523452983924246,36.281179138321995,17.0,0.3743668795419511,3.8548752834467117,34.0,0.7487337590839022,7.709750566893423,1.0,0.022021581149526535,0.22675736961451248,130.0,2.8628055494384497,29.47845804988662,99.0,2.180136533803127,22.448979591836736,235.0,5.175071570138736,4306.0,94.82492842986126,532.0,11.715481171548117,4009.0,0.8828451882845189,1784.0,1097.0,723.0,40.52690582959641,374.0,20.964125560538115,102.0,272.0,687.0,550.0,30.829596412556054,137.0,7.679372197309417,2.44,2082.0,1784.0,85.6868395773295,298.0,14.31316042267051,1784.0,1113.0,62.38789237668162,671.0,37.61210762331839
"Belle Meade city, Tennessee",1600000US4704620,2912.0,76.0,66.0,119.0,109.0,263.0,246.0,160.0,142.0,144.0,137.0,102.0,84.0,58.0,58.0,37.0,44.0,142.0,166.0,253.0,313.0,244.0,221.0,145.0,146.0,87.0,91.0,31.0,39.0,142.0,4.876373626373627,228.0,7.829670329670329,281.0,9.649725274725276,186.0,6.387362637362637,116.0,3.983516483516483,81.0,2.7815934065934065,308.0,10.576923076923077,455.0,15.625,465.0,15.968406593406591,291.0,9.993131868131869,178.0,6.112637362637362,70.0,2.403846153846154,695.0,23.866758241758244,837.0,28.743131868131865,1071.0,36.77884615384615,1004.0,34.47802197802198,539.0,18.509615384615387,2859.0,98.17994505494505,53.0,5.0,0.1717032967032967,9.433962264150944,2.0,0.06868131868131869,3.7735849056603774,22.0,0.7554945054945055,41.509433962264154,0.0,0.0,0.0,7.0,0.2403846153846154,13.20754716981132,17.0,0.5837912087912088,32.075471698113205,24.0,0.8241758241758242,2888.0,99.17582417582418,67.0,2.300824175824176,2845.0,0.9769917582417582,1074.0,872.0,829.0,77.1880819366853,43.0,4.003724394785848,9.0,34.0,202.0,186.0,17.318435754189945,16.0,1.48975791433892,2.71,1162.0,1074.0,92.42685025817556,88.0,7.573149741824441,1074.0,1015.0,94.50651769087524,59.0,5.493482309124767
"Oak Hill city, Tennessee",1600000US4754780,4529.0,110.0,115.0,148.0,150.0,314.0,288.0,226.0,181.0,166.0,138.0,104.0,77.0,122.0,104.0,160.0,157.0,289.0,325.0,350.0,403.0,413.0,420.0,216.0,196.0,107.0,131.0,53.0,75.0,225.0,4.967984102450872,298.0,6.579818944579377,304.0,6.712298520644734,181.0,3.9964672113049238,226.0,4.990064031795098,317.0,6.999337602119674,614.0,13.557076617354824,692.0,15.27931110620446,833.0,18.39258114374034,412.0,9.096930889821152,238.0,5.255023183925812,128.0,2.8262309560609404,783.0,17.288584676529034,1008.0,22.256568778979908,1910.0,42.172665047471845,1611.0,35.57076617354824,778.0,17.178185029807906,4342.0,95.87105321262972,187.0,63.0,1.3910355486862442,33.68983957219251,2.0,0.044159858688452194,1.06951871657754,79.0,1.7443144181938617,42.24598930481284,0.0,0.0,0.0,13.0,0.2870390814749393,6.951871657754011,30.0,0.6623978803267829,16.0427807486631,47.0,1.0377566791786266,4482.0,98.96224332082137,222.0,4.901744314418194,4307.0,0.950982556855818,1798.0,1349.0,1242.0,69.07675194660735,107.0,5.951056729699666,34.0,73.0,449.0,359.0,19.96662958843159,90.0,5.005561735261402,2.52,1908.0,1798.0,94.23480083857443,110.0,5.765199161425576,1798.0,1636.0,90.98998887652948,162.0,9.010011123470523
"Pegram town, Tennessee",1600000US4757480,2093.0,43.0,55.0,68.0,58.0,168.0,131.0,108.0,117.0,100.0,73.0,55.0,47.0,53.0,70.0,94.0,99.0,159.0,179.0,190.0,212.0,144.0,144.0,85.0,83.0,28.0,39.0,7.0,8.0,98.0,4.682274247491638,126.0,6.0200668896321075,173.0,8.26564739608218,102.0,4.873387482083134,123.0,5.876731963688486,193.0,9.221213569039657,338.0,16.149068322981368,371.0,17.725752508361204,288.0,13.760152890587673,168.0,8.02675585284281,67.0,3.201146679407549,15.0,0.716674629718108,401.0,19.15910176779742,499.0,23.841376015289057,1056.0,50.453893932154806,538.0,25.70473005255614,250.0,11.944577161968466,1994.0,95.26994744386049,99.0,51.0,2.436693741041567,51.515151515151516,6.0,0.2866698518872432,6.0606060606060606,3.0,0.1433349259436216,3.0303030303030303,0.0,0.0,0.0,18.0,0.8600095556617295,18.181818181818183,21.0,1.0033444816053512,21.21212121212121,29.0,1.385570950788342,2064.0,98.61442904921167,110.0,5.255613951266125,1983.0,0.9474438604873388,794.0,608.0,503.0,63.35012594458438,105.0,13.224181360201511,32.0,73.0,186.0,157.0,19.77329974811083,29.0,3.6523929471032743,2.62,832.0,794.0,95.4326923076923,38.0,4.567307692307692,794.0,693.0,87.27959697732997,101.0,12.720403022670027
"Portland city, Tennessee",1600000US4760280,11480.0,522.0,466.0,518.0,455.0,1008.0,889.0,736.0,773.0,490.0,434.0,221.0,248.0,515.0,525.0,861.0,929.0,816.0,857.0,683.0,749.0,474.0,543.0,296.0,396.0,154.0,222.0,27.0,79.0,988.0,8.606271777003483,973.0,8.475609756097562,924.0,8.048780487804878,469.0,4.085365853658537,1040.0,9.059233449477352,1790.0,15.59233449477352,1673.0,14.573170731707316,1565.0,13.632404181184668,1017.0,8.858885017421603,692.0,6.027874564459931,376.0,3.2752613240418116,106.0,0.9233449477351916,2366.0,20.609756097560975,3354.0,29.21602787456446,5935.0,51.698606271777,2191.0,19.085365853658537,1174.0,10.226480836236934,10605.0,92.3780487804878,875.0,401.0,3.4930313588850175,45.82857142857143,35.0,0.3048780487804878,4.0,62.0,0.5400696864111498,7.085714285714285,6.0,0.05226480836236934,0.6857142857142857,176.0,1.5331010452961673,20.114285714285714,195.0,1.6986062717770034,22.285714285714285,452.0,3.937282229965157,11028.0,96.06271777003485,1093.0,9.520905923344948,10387.0,0.9047909407665505,4183.0,3059.0,2175.0,51.99617499402343,884.0,21.133158020559407,241.0,643.0,1124.0,883.0,21.109251733205834,241.0,5.761415252211331,2.74,4624.0,4183.0,90.4628027681661,441.0,9.537197231833911,4183.0,2792.0,66.74635429117858,1391.0,33.25364570882142
"Pleasant View city, Tennessee",1600000US4759560,4149.0,145.0,143.0,170.0,157.0,333.0,332.0,253.0,234.0,163.0,175.0,110.0,106.0,143.0,128.0,240.0,300.0,351.0,348.0,331.0,336.0,208.0,228.0,107.0,113.0,48.0,66.0,11.0,22.0,288.0,6.941431670281996,327.0,7.881417208966016,338.0,8.146541335261508,216.0,5.206073752711497,271.0,6.531694384188961,540.0,13.015184381778742,699.0,16.847433116413594,687.0,16.55820679681851,436.0,10.508556278621354,220.0,5.302482525909858,114.0,2.74765003615329,33.0,0.7953723788864787,881.0,21.23403229693902,1169.0,28.175463967221013,2177.0,52.470474813208,803.0,19.35406121957098,367.0,8.845504940949626,4013.0,96.72210171125573,136.0,39.0,0.9399855386840202,28.676470588235293,8.0,0.1928175463967221,5.88235294117647,33.0,0.7953723788864787,24.264705882352942,1.0,0.024102193299590263,0.7352941176470588,18.0,0.43383947939262474,13.23529411764706,37.0,0.8917811520848397,27.205882352941174,80.0,1.9281754639672208,4069.0,98.07182453603278,201.0,4.844540853217643,3948.0,0.9515545914678236,1474.0,1194.0,975.0,66.14654002713705,219.0,14.857530529172319,69.0,150.0,280.0,225.0,15.264586160108548,55.0,3.731343283582089,2.81,1537.0,1474.0,95.90110605074821,63.0,4.098893949251789,1474.0,1287.0,87.31343283582089,187.0,12.686567164179104
"Ridgetop city, Tennessee",1600000US4763140,1874.0,46.0,48.0,57.0,54.0,109.0,123.0,121.0,84.0,52.0,69.0,54.0,31.0,67.0,53.0,86.0,88.0,119.0,136.0,149.0,173.0,147.0,135.0,82.0,102.0,44.0,56.0,7.0,19.0,94.0,5.016008537886873,111.0,5.923159018143009,121.0,6.4567769477054435,85.0,4.535752401280683,120.0,6.403415154749199,174.0,9.28495197438634,255.0,13.60725720384205,292.0,15.581643543223054,282.0,15.048025613660618,184.0,9.818569903948772,100.0,5.3361792956243335,26.0,1.3874066168623265,317.0,16.915688367129135,411.0,21.93169690501601,871.0,46.47812166488794,592.0,31.590181430096052,310.0,16.542155816435432,1792.0,95.62433297758804,82.0,34.0,1.814300960512273,41.46341463414634,2.0,0.10672358591248667,2.4390243902439024,9.0,0.48025613660619,10.975609756097562,0.0,0.0,0.0,13.0,0.6937033084311632,15.853658536585366,24.0,1.2806830309498398,29.268292682926827,30.0,1.6008537886872998,1844.0,98.39914621131271,97.0,5.176093916755603,1777.0,0.948239060832444,714.0,541.0,439.0,61.484593837535016,102.0,14.285714285714285,29.0,73.0,173.0,144.0,20.168067226890756,29.0,4.061624649859944,2.58,749.0,714.0,95.32710280373831,35.0,4.672897196261682,714.0,611.0,85.57422969187675,103.0,14.425770308123248
"Berry Hill city, Tennessee",1600000US4705140,537.0,11.0,7.0,4.0,2.0,7.0,8.0,32.0,45.0,3.0,6.0,5.0,1.0,27.0,44.0,93.0,86.0,41.0,25.0,45.0,42.0,31.0,12.0,8.0,15.0,7.0,18.0,1.0,3.0,18.0,3.35195530726257,6.0,1.1173184357541899,9.0,1.675977653631285,6.0,1.1173184357541899,71.0,13.221601489757914,179.0,33.33333333333333,66.0,12.290502793296088,83.0,15.456238361266294,43.0,8.007448789571695,23.0,4.283054003724395,25.0,4.655493482309125,4.0,0.74487895716946,21.0,3.910614525139665,39.0,7.262569832402235,403.0,75.04655493482309,95.0,17.690875232774676,52.0,9.683426443202979,460.0,85.6610800744879,77.0,30.0,5.58659217877095,38.961038961038966,1.0,0.186219739292365,1.2987012987012987,15.0,2.793296089385475,19.480519480519483,0.0,0.0,0.0,23.0,4.283054003724395,29.87012987012987,8.0,1.48975791433892,10.38961038961039,34.0,6.33147113594041,503.0,93.66852886405958,86.0,16.01489757914339,451.0,0.839851024208566,330.0,91.0,59.0,17.87878787878788,32.0,9.696969696969697,7.0,25.0,239.0,194.0,58.78787878787879,45.0,13.636363636363635,1.61,422.0,330.0,78.19905213270142,92.0,21.80094786729858,330.0,154.0,46.666666666666664,176.0,53.333333333333336
"Brentwood city, Tennessee",1600000US4708280,37060.0,1011.0,949.0,1586.0,1643.0,3590.0,3532.0,2211.0,1958.0,2004.0,1889.0,1261.0,1141.0,950.0,817.0,780.0,984.0,2487.0,2995.0,3543.0,3800.0,2610.0,2535.0,1293.0,1191.0,493.0,603.0,177.0,318.0,1960.0,5.2887209929843495,3229.0,8.712898003237992,3893.0,10.504587155963304,2402.0,6.4813815434430655,1767.0,4.767943874797625,1764.0,4.7598488936859145,5482.0,14.792228818132758,6287.0,16.96438208310847,5145.0,13.882892606583919,2484.0,6.702644360496492,1096.0,2.9573664328116567,495.0,1.335671883432272,9524.0,25.698866702644363,11484.0,30.98758769562871,16356.0,44.13383702104695,9220.0,24.878575283324338,4075.0,10.99568267674042,33344.0,89.97301672962763,3716.0,1099.0,2.9654614139233675,29.574811625403658,59.0,0.15920129519697787,1.5877287405812703,1851.0,4.994603345925526,49.811625403659846,8.0,0.021586616297895305,0.2152852529601722,122.0,0.32919589854290343,3.2831001076426265,577.0,1.5569347004856988,15.527448869752423,785.0,2.118186724230977,36275.0,97.88181327576902,4320.0,11.656772800863465,32740.0,0.8834322719913653,12170.0,10628.0,9751.0,80.12325390304026,877.0,7.206244864420706,218.0,659.0,1542.0,1336.0,10.977814297452753,206.0,1.6926869350862777,3.02,12577.0,12170.0,96.76393416554028,407.0,3.236065834459728,12170.0,11334.0,93.13064913722268,836.0,6.8693508627773205
