NAME,GEO_ID,pop,agebysex_total_series,age_total_male,age_m_u5,age_m_5to9,age_m_10to14,age_m_15to17,age_m_18to19,age_m_20,age_m_21,age_m_22to24,age_m_25to29,age_m_30to34,age_m_35to39,age_m_40to44,age_m_45to49,age_m_50to54,age_m_55to59,age_m_60to61,age_m_62to64,age_m_65to66,age_m_67to69,age_m_70to74,age_m_75to79,age_m_80to84,age_m_85+,age_total_female,age_f_u5,age_f_5to9,age_f_10to14,age_f_15to17,age_f_18to19,age_f_20,age_f_21,age_f_22to24,age_f_25to29,age_f_30to34,age_f_35to39,age_f_40to44,age_f_45to49,age_f_50to54,age_f_55to59,age_f_60to61,age_f_62to64,age_f_65to66,age_f_67to69,age_f_70to74,age_f_75to79,age_f_80to84,age_f_85+,raceeth_total_series,raceeth_white_alone,raceeth_blackafricanamerican_alone,raceeth_americanindianalaskanative_alone,raceeth_asian_alone,raceeth_nativehawaiianotherpacificislander_alone,raceeth_someotherrace_alone,raceeth_twoormoreraces_alone,raceeth_whitealone_nothispanicorlatino,raceeth_hispanicorlatino,hhsize_avg,units_allhousing,occupancy_total_series,occupancy_occupiedunits,occupancy_vacantunits,tenure_total_series,tenure_owneroccunits_mortgage,tenure_owneroccunits_nomortgage,tenure_renteroccunits,hhtype_total_series,hhtype_familyhh,hhtype_familyhh_marriedcouplefam,hhtype_familyhh_otherfam,hhtype_familyhh_malenospouse,hhtype_familyhh_femalenospouse,hhtype_nonfamhh,hhtype_nonfamhh_householderalone,hhtype_nonfamhh_householdernotalone,StateFIPS,GeoFIPS
"Mitchellville city, Tennessee",1600000US4749460,189.0,189.0,104.0,12.0,7.0,5.0,5.0,1.0,0.0,1.0,3.0,6.0,6.0,7.0,7.0,12.0,8.0,5.0,4.0,5.0,1.0,3.0,3.0,1.0,2.0,0.0,85.0,7.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,7.0,5.0,6.0,4.0,7.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,189.0,185.0,3.0,0.0,0.0,0.0,1.0,0.0,179.0,6.0,2.95,76.0,76.0,64.0,12.0,64.0,31.0,17.0,16.0,64.0,51.0,40.0,11.0,6.0,5.0,13.0,13.0,0.0,47.0,49460.0
"Mount Juliet city, Tennessee",1600000US4750780,23671.0,23671.0,11363.0,936.0,993.0,941.0,512.0,304.0,106.0,105.0,278.0,618.0,856.0,1034.0,964.0,924.0,776.0,577.0,228.0,303.0,164.0,224.0,236.0,166.0,60.0,58.0,12308.0,928.0,1009.0,933.0,538.0,222.0,96.0,100.0,288.0,771.0,1006.0,1146.0,1040.0,1025.0,793.0,655.0,239.0,356.0,179.0,227.0,280.0,188.0,145.0,144.0,23671.0,20575.0,1587.0,103.0,584.0,12.0,337.0,473.0,20179.0,785.0,2.75,9046.0,9046.0,8562.0,484.0,8562.0,5675.0,1233.0,1654.0,8562.0,6674.0,5320.0,1354.0,346.0,1008.0,1888.0,1538.0,350.0,47.0,50780.0
"Mount Pleasant city, Tennessee",1600000US4751080,4561.0,4561.0,2123.0,153.0,163.0,171.0,113.0,69.0,29.0,16.0,68.0,121.0,113.0,133.0,148.0,166.0,147.0,136.0,53.0,70.0,36.0,51.0,65.0,48.0,31.0,23.0,2438.0,145.0,149.0,144.0,96.0,51.0,30.0,31.0,87.0,131.0,136.0,159.0,168.0,180.0,185.0,167.0,61.0,83.0,44.0,73.0,107.0,87.0,63.0,61.0,4561.0,3454.0,945.0,16.0,11.0,2.0,32.0,101.0,3420.0,90.0,2.44,2126.0,2126.0,1838.0,288.0,1838.0,742.0,423.0,673.0,1838.0,1222.0,742.0,480.0,111.0,369.0,616.0,534.0,82.0,47.0,51080.0
"Murfreesboro city, Tennessee",1600000US4751560,108755.0,108755.0,53422.0,3844.0,3684.0,3378.0,2027.0,2573.0,1614.0,1737.0,4366.0,5428.0,4102.0,3779.0,3277.0,3118.0,2819.0,2238.0,782.0,1106.0,538.0,714.0,884.0,634.0,468.0,312.0,55333.0,3853.0,3494.0,3307.0,1961.0,2789.0,1683.0,1591.0,3959.0,4973.0,3988.0,3746.0,3417.0,3394.0,3093.0,2603.0,894.0,1265.0,697.0,814.0,1213.0,950.0,792.0,857.0,108755.0,82240.0,16510.0,378.0,3658.0,47.0,3039.0,2883.0,79471.0,6453.0,2.49,45500.0,45500.0,41940.0,3560.0,41940.0,17569.0,4905.0,19466.0,41940.0,25108.0,17715.0,7393.0,1908.0,5485.0,16832.0,11442.0,5390.0,47.0,51560.0
"Nashville-Davidson metropolitan government (balance), Tennessee",1600000US4752006,601222.0,601222.0,291294.0,22116.0,18154.0,16570.0,9727.0,9148.0,4989.0,4875.0,15470.0,29086.0,25366.0,22171.0,19726.0,20087.0,19192.0,16920.0,5726.0,7492.0,3664.0,4782.0,5969.0,4422.0,3243.0,2399.0,309928.0,21060.0,17813.0,15677.0,9392.0,9161.0,5072.0,5360.0,17486.0,30839.0,25250.0,21435.0,19206.0,20794.0,20897.0,18598.0,6487.0,8377.0,4538.0,5790.0,8143.0,6740.0,5777.0,6036.0,601222.0,363611.0,170907.0,2047.0,18641.0,376.0,30431.0,15209.0,338782.0,60390.0,2.31,272622.0,272622.0,249002.0,23620.0,249002.0,104532.0,33311.0,111159.0,249002.0,138023.0,89480.0,48543.0,11455.0,37088.0,110979.0,86761.0,24218.0,47.0,52006.0
"New Johnsonville city, Tennessee",1600000US4752820,1951.0,1951.0,952.0,54.0,59.0,88.0,54.0,27.0,5.0,8.0,19.0,46.0,53.0,67.0,62.0,57.0,68.0,63.0,27.0,35.0,23.0,38.0,48.0,29.0,14.0,8.0,999.0,41.0,84.0,69.0,51.0,29.0,18.0,6.0,18.0,45.0,58.0,69.0,56.0,66.0,80.0,76.0,34.0,37.0,22.0,33.0,44.0,28.0,22.0,13.0,1951.0,1860.0,18.0,16.0,2.0,1.0,22.0,32.0,1836.0,51.0,2.55,852.0,852.0,765.0,87.0,765.0,376.0,242.0,147.0,765.0,576.0,438.0,138.0,45.0,93.0,189.0,160.0,29.0,47.0,52820.0
"Vanleer town, Tennessee",1600000US4776860,395.0,395.0,204.0,20.0,18.0,13.0,9.0,4.0,2.0,5.0,5.0,11.0,9.0,7.0,14.0,19.0,23.0,14.0,6.0,5.0,4.0,5.0,7.0,2.0,2.0,0.0,191.0,11.0,11.0,13.0,9.0,9.0,5.0,5.0,4.0,10.0,9.0,14.0,16.0,21.0,11.0,13.0,4.0,3.0,1.0,4.0,8.0,5.0,2.0,3.0,395.0,393.0,0.0,0.0,0.0,0.0,0.0,2.0,391.0,2.0,2.74,170.0,170.0,144.0,26.0,144.0,51.0,43.0,50.0,144.0,100.0,70.0,30.0,10.0,20.0,44.0,33.0,11.0,47.0,76860.0
"Watertown city, Tennessee",1600000US4778320,1477.0,1477.0,698.0,54.0,67.0,62.0,41.0,15.0,13.0,5.0,22.0,35.0,57.0,38.0,47.0,48.0,51.0,33.0,12.0,24.0,14.0,15.0,15.0,15.0,8.0,7.0,779.0,45.0,67.0,54.0,30.0,19.0,11.0,8.0,23.0,57.0,53.0,52.0,45.0,64.0,46.0,46.0,17.0,24.0,15.0,21.0,26.0,24.0,15.0,17.0,1477.0,1346.0,84.0,5.0,1.0,0.0,13.0,28.0,1318.0,43.0,2.63,603.0,603.0,561.0,42.0,561.0,252.0,136.0,173.0,561.0,390.0,264.0,126.0,29.0,97.0,171.0,141.0,30.0,47.0,78320.0
"Waverly city, Tennessee",1600000US4778560,4105.0,4105.0,1904.0,127.0,124.0,116.0,75.0,64.0,13.0,23.0,57.0,119.0,133.0,133.0,122.0,122.0,125.0,122.0,39.0,60.0,44.0,57.0,77.0,67.0,42.0,43.0,2201.0,131.0,125.0,126.0,74.0,51.0,17.0,20.0,67.0,122.0,121.0,122.0,122.0,163.0,128.0,148.0,52.0,82.0,44.0,63.0,113.0,101.0,108.0,101.0,4105.0,3666.0,324.0,14.0,12.0,0.0,30.0,59.0,3630.0,89.0,2.36,1877.0,1877.0,1685.0,192.0,1685.0,603.0,469.0,613.0,1685.0,1078.0,760.0,318.0,79.0,239.0,607.0,539.0,68.0,47.0,78560.0
"Westmoreland town, Tennessee",1600000US4779420,2206.0,2206.0,1018.0,82.0,94.0,93.0,32.0,26.0,21.0,12.0,41.0,67.0,64.0,81.0,64.0,65.0,61.0,59.0,15.0,31.0,21.0,20.0,28.0,16.0,12.0,13.0,1188.0,81.0,89.0,94.0,47.0,27.0,14.0,9.0,44.0,76.0,75.0,67.0,67.0,77.0,62.0,60.0,18.0,52.0,24.0,34.0,40.0,38.0,39.0,54.0,2206.0,2149.0,7.0,8.0,4.0,1.0,12.0,25.0,2136.0,27.0,2.62,924.0,924.0,806.0,118.0,806.0,328.0,178.0,300.0,806.0,554.0,385.0,169.0,48.0,121.0,252.0,222.0,30.0,47.0,79420.0
"White Bluff town, Tennessee",1600000US4779980,3206.0,3206.0,1568.0,99.0,124.0,112.0,84.0,48.0,15.0,21.0,57.0,117.0,130.0,104.0,111.0,107.0,103.0,94.0,40.0,45.0,31.0,28.0,40.0,27.0,15.0,16.0,1638.0,114.0,122.0,93.0,58.0,41.0,10.0,23.0,63.0,118.0,124.0,121.0,105.0,103.0,124.0,90.0,45.0,50.0,38.0,37.0,57.0,47.0,27.0,28.0,3206.0,3101.0,5.0,20.0,14.0,2.0,24.0,40.0,3064.0,73.0,2.56,1370.0,1370.0,1254.0,116.0,1254.0,686.0,240.0,328.0,1254.0,880.0,651.0,229.0,63.0,166.0,374.0,319.0,55.0,47.0,79980.0
"White House city, Tennessee",1600000US4780200,10255.0,10255.0,4897.0,374.0,436.0,468.0,274.0,115.0,47.0,39.0,141.0,276.0,340.0,417.0,412.0,419.0,309.0,252.0,76.0,122.0,63.0,75.0,107.0,76.0,37.0,22.0,5358.0,378.0,419.0,460.0,251.0,121.0,61.0,48.0,135.0,335.0,393.0,465.0,441.0,449.0,328.0,288.0,102.0,144.0,85.0,101.0,136.0,95.0,74.0,49.0,10255.0,9734.0,179.0,16.0,86.0,9.0,93.0,138.0,9565.0,284.0,2.83,3828.0,3828.0,3628.0,200.0,3628.0,2589.0,482.0,557.0,3628.0,2903.0,2354.0,549.0,128.0,421.0,725.0,632.0,93.0,47.0,80200.0
"Eagleville city, Tennessee",1600000US4722360,604.0,604.0,280.0,18.0,27.0,15.0,13.0,6.0,3.0,3.0,9.0,12.0,16.0,20.0,19.0,21.0,23.0,17.0,1.0,11.0,5.0,9.0,16.0,7.0,6.0,3.0,324.0,24.0,17.0,27.0,7.0,7.0,2.0,4.0,7.0,10.0,21.0,27.0,20.0,28.0,28.0,19.0,4.0,13.0,7.0,12.0,16.0,12.0,6.0,6.0,604.0,574.0,13.0,1.0,6.0,0.0,6.0,4.0,561.0,19.0,2.51,263.0,263.0,241.0,22.0,241.0,117.0,66.0,58.0,241.0,175.0,142.0,33.0,11.0,22.0,66.0,58.0,8.0,47.0,22360.0
"Erin city, Tennessee",1600000US4724320,1324.0,1324.0,616.0,30.0,48.0,54.0,27.0,15.0,6.0,3.0,24.0,24.0,44.0,35.0,32.0,36.0,41.0,38.0,20.0,22.0,13.0,17.0,30.0,24.0,14.0,19.0,708.0,38.0,41.0,49.0,29.0,9.0,4.0,10.0,19.0,33.0,45.0,30.0,35.0,42.0,34.0,45.0,15.0,29.0,10.0,25.0,37.0,39.0,34.0,56.0,1324.0,1193.0,87.0,2.0,3.0,0.0,4.0,35.0,1183.0,14.0,2.33,594.0,594.0,507.0,87.0,507.0,150.0,132.0,225.0,507.0,295.0,186.0,109.0,27.0,82.0,212.0,190.0,22.0,47.0,24320.0
"Fairview city, Tennessee",1600000US4725440,7720.0,7720.0,3744.0,313.0,352.0,335.0,167.0,113.0,49.0,29.0,111.0,218.0,255.0,310.0,299.0,275.0,245.0,235.0,82.0,94.0,35.0,61.0,81.0,45.0,26.0,14.0,3976.0,261.0,325.0,343.0,212.0,80.0,25.0,32.0,105.0,239.0,294.0,322.0,301.0,331.0,295.0,243.0,74.0,111.0,64.0,76.0,86.0,68.0,55.0,34.0,7720.0,7392.0,83.0,33.0,48.0,7.0,56.0,101.0,7262.0,217.0,2.82,2900.0,2900.0,2733.0,167.0,2733.0,1774.0,411.0,548.0,2733.0,2148.0,1703.0,445.0,118.0,327.0,585.0,482.0,103.0,47.0,25440.0
"Forest Hills city, Tennessee",1600000US4727020,4812.0,4812.0,2399.0,99.0,179.0,214.0,126.0,44.0,14.0,13.0,47.0,46.0,46.0,114.0,166.0,196.0,233.0,217.0,94.0,116.0,67.0,77.0,112.0,82.0,52.0,45.0,2413.0,125.0,178.0,162.0,119.0,50.0,1.0,4.0,39.0,43.0,65.0,132.0,161.0,242.0,262.0,224.0,72.0,121.0,51.0,78.0,112.0,73.0,54.0,45.0,4812.0,4608.0,67.0,2.0,72.0,2.0,11.0,50.0,4564.0,56.0,2.71,1884.0,1884.0,1777.0,107.0,1777.0,1038.0,661.0,78.0,1777.0,1515.0,1412.0,103.0,33.0,70.0,262.0,213.0,49.0,47.0,27020.0
"Franklin city, Tennessee",1600000US4727740,62487.0,62487.0,29888.0,2352.0,2577.0,2480.0,1306.0,636.0,250.0,228.0,942.0,1831.0,2053.0,2534.0,2592.0,2456.0,2181.0,1664.0,609.0,734.0,394.0,469.0,609.0,417.0,310.0,264.0,32599.0,2281.0,2521.0,2284.0,1331.0,548.0,198.0,272.0,1021.0,2078.0,2319.0,2628.0,2722.0,2698.0,2367.0,1935.0,661.0,893.0,442.0,586.0,835.0,683.0,554.0,742.0,62487.0,52713.0,4210.0,147.0,2360.0,21.0,1951.0,1085.0,50104.0,4759.0,2.57,25586.0,25586.0,24040.0,1546.0,24040.0,12940.0,3236.0,7864.0,24040.0,16751.0,13615.0,3136.0,741.0,2395.0,7289.0,6130.0,1159.0,47.0,27740.0
"Gallatin city, Tennessee",1600000US4728540,30278.0,30278.0,14534.0,1179.0,1079.0,947.0,582.0,405.0,190.0,199.0,575.0,1124.0,1090.0,1021.0,924.0,1028.0,978.0,866.0,286.0,449.0,262.0,327.0,384.0,279.0,215.0,145.0,15744.0,1083.0,993.0,950.0,517.0,376.0,181.0,186.0,603.0,1144.0,1093.0,1067.0,985.0,1099.0,1079.0,968.0,377.0,541.0,307.0,420.0,567.0,453.0,350.0,405.0,30278.0,23515.0,4442.0,88.0,231.0,45.0,1327.0,630.0,22558.0,2434.0,2.48,13093.0,13093.0,11871.0,1222.0,11871.0,4938.0,2103.0,4830.0,11871.0,7859.0,5456.0,2403.0,536.0,1867.0,4012.0,3313.0,699.0,47.0,28540.0
"Goodlettsville city, Tennessee",1600000US4729920,15921.0,15921.0,7499.0,501.0,472.0,531.0,328.0,184.0,85.0,77.0,280.0,531.0,493.0,494.0,520.0,569.0,581.0,499.0,183.0,260.0,155.0,169.0,218.0,167.0,114.0,88.0,8422.0,475.0,478.0,479.0,323.0,166.0,76.0,84.0,311.0,580.0,535.0,501.0,632.0,648.0,683.0,584.0,202.0,307.0,164.0,232.0,292.0,274.0,190.0,206.0,15921.0,11891.0,2950.0,39.0,390.0,17.0,279.0,355.0,11612.0,638.0,2.39,7092.0,7092.0,6644.0,448.0,6644.0,2749.0,1162.0,2733.0,6644.0,4350.0,3082.0,1268.0,274.0,994.0,2294.0,1886.0,408.0,47.0,29920.0
"Greenbrier town, Tennessee",1600000US4730960,6433.0,6433.0,3069.0,235.0,275.0,271.0,116.0,86.0,36.0,24.0,98.0,208.0,245.0,267.0,199.0,215.0,226.0,156.0,65.0,94.0,33.0,44.0,80.0,49.0,36.0,11.0,3364.0,276.0,272.0,254.0,150.0,73.0,45.0,25.0,101.0,240.0,268.0,232.0,218.0,249.0,225.0,191.0,61.0,96.0,48.0,67.0,103.0,80.0,51.0,39.0,6433.0,6176.0,56.0,21.0,36.0,0.0,60.0,84.0,6072.0,170.0,2.74,2471.0,2471.0,2350.0,121.0,2350.0,1372.0,394.0,584.0,2350.0,1792.0,1371.0,421.0,123.0,298.0,558.0,462.0,96.0,47.0,30960.0
"Cedar Hill city, Tennessee",1600000US4711980,314.0,314.0,153.0,11.0,18.0,14.0,9.0,3.0,2.0,1.0,5.0,8.0,9.0,15.0,10.0,5.0,12.0,10.0,1.0,4.0,4.0,7.0,2.0,1.0,0.0,2.0,161.0,13.0,18.0,9.0,9.0,1.0,3.0,2.0,5.0,11.0,9.0,9.0,12.0,10.0,6.0,8.0,3.0,10.0,6.0,3.0,5.0,4.0,2.0,3.0,314.0,280.0,21.0,0.0,0.0,0.0,7.0,6.0,279.0,8.0,2.91,124.0,124.0,108.0,16.0,108.0,44.0,30.0,34.0,108.0,72.0,54.0,18.0,7.0,11.0,36.0,29.0,7.0,47.0,11980.0
"Charlotte town, Tennessee",1600000US4713080,1235.0,1235.0,685.0,36.0,40.0,50.0,27.0,17.0,10.0,20.0,52.0,49.0,69.0,49.0,59.0,51.0,41.0,31.0,9.0,14.0,9.0,11.0,23.0,8.0,5.0,5.0,550.0,30.0,35.0,25.0,27.0,13.0,7.0,7.0,24.0,37.0,28.0,49.0,37.0,43.0,36.0,37.0,9.0,14.0,10.0,16.0,29.0,16.0,5.0,16.0,1235.0,1081.0,121.0,1.0,0.0,0.0,15.0,17.0,1070.0,30.0,2.52,432.0,432.0,400.0,32.0,400.0,184.0,114.0,102.0,400.0,272.0,194.0,78.0,29.0,49.0,128.0,115.0,13.0,47.0,13080.0
"Clarksville city, Tennessee",1600000US4715160,132929.0,132929.0,64768.0,6505.0,5296.0,4677.0,2757.0,1898.0,1163.0,1232.0,4454.0,7216.0,5374.0,4445.0,3955.0,3758.0,3347.0,2550.0,935.0,1164.0,596.0,811.0,1041.0,824.0,481.0,289.0,68161.0,6241.0,5144.0,4553.0,2643.0,2291.0,1378.0,1361.0,4393.0,7017.0,5441.0,4771.0,4064.0,4134.0,3720.0,2956.0,1062.0,1359.0,732.0,1014.0,1428.0,1064.0,700.0,695.0,132929.0,87135.0,30798.0,807.0,3093.0,628.0,3747.0,6721.0,81165.0,12302.0,2.63,54815.0,54815.0,49439.0,5376.0,49439.0,22379.0,5353.0,21707.0,49439.0,34478.0,24135.0,10343.0,2286.0,8057.0,14961.0,11731.0,3230.0,47.0,15160.0
"Coopertown town, Tennessee",1600000US4716980,4278.0,4278.0,2162.0,145.0,170.0,167.0,105.0,40.0,20.0,20.0,43.0,87.0,111.0,179.0,192.0,203.0,178.0,149.0,48.0,83.0,42.0,51.0,65.0,37.0,16.0,11.0,2116.0,123.0,149.0,188.0,98.0,44.0,13.0,17.0,59.0,82.0,130.0,180.0,191.0,172.0,182.0,144.0,46.0,88.0,41.0,42.0,48.0,38.0,22.0,19.0,4278.0,4046.0,95.0,23.0,35.0,2.0,25.0,52.0,3997.0,84.0,2.89,1586.0,1586.0,1482.0,104.0,1482.0,1031.0,302.0,149.0,1482.0,1240.0,1069.0,171.0,68.0,103.0,242.0,185.0,57.0,47.0,16980.0
"Columbia city, Tennessee",1600000US4716540,34681.0,34681.0,16248.0,1345.0,1198.0,1143.0,682.0,479.0,239.0,227.0,692.0,1244.0,1154.0,1007.0,961.0,1042.0,1122.0,1019.0,351.0,517.0,232.0,329.0,432.0,366.0,265.0,202.0,18433.0,1289.0,1204.0,1110.0,593.0,487.0,235.0,224.0,779.0,1317.0,1260.0,1019.0,1084.0,1283.0,1309.0,1145.0,413.0,565.0,316.0,430.0,604.0,618.0,553.0,596.0,34681.0,25005.0,7205.0,109.0,267.0,5.0,1247.0,843.0,24038.0,2433.0,2.41,15906.0,15906.0,14012.0,1894.0,14012.0,5563.0,2841.0,5608.0,14012.0,9010.0,5674.0,3336.0,708.0,2628.0,5002.0,4199.0,803.0,47.0,16540.0
"Cumberland City town, Tennessee",1600000US4718820,311.0,311.0,142.0,5.0,10.0,17.0,6.0,3.0,2.0,3.0,2.0,6.0,9.0,5.0,8.0,10.0,11.0,8.0,3.0,10.0,3.0,6.0,6.0,4.0,2.0,3.0,169.0,11.0,9.0,9.0,6.0,6.0,3.0,2.0,6.0,4.0,12.0,8.0,12.0,9.0,11.0,11.0,6.0,9.0,5.0,6.0,5.0,5.0,8.0,6.0,311.0,271.0,32.0,1.0,3.0,0.0,0.0,4.0,270.0,1.0,2.32,186.0,186.0,134.0,52.0,134.0,47.0,38.0,49.0,134.0,82.0,53.0,29.0,7.0,22.0,52.0,44.0,8.0,47.0,18820.0
"Cross Plains city, Tennessee",1600000US4718420,1714.0,1714.0,894.0,56.0,63.0,72.0,46.0,29.0,17.0,10.0,24.0,50.0,49.0,62.0,58.0,69.0,68.0,73.0,20.0,22.0,18.0,32.0,27.0,17.0,9.0,3.0,820.0,40.0,35.0,74.0,45.0,23.0,14.0,7.0,19.0,40.0,49.0,51.0,66.0,70.0,70.0,54.0,18.0,35.0,21.0,23.0,28.0,13.0,11.0,14.0,1714.0,1604.0,59.0,7.0,5.0,1.0,13.0,25.0,1584.0,39.0,2.81,645.0,645.0,611.0,34.0,611.0,321.0,151.0,139.0,611.0,475.0,356.0,119.0,49.0,70.0,136.0,105.0,31.0,47.0,18420.0
"Dover city, Tennessee",1600000US4721400,1417.0,1417.0,659.0,38.0,57.0,41.0,25.0,17.0,9.0,11.0,18.0,34.0,40.0,36.0,30.0,67.0,35.0,37.0,11.0,29.0,17.0,18.0,31.0,20.0,19.0,19.0,758.0,22.0,40.0,39.0,18.0,11.0,1.0,9.0,16.0,44.0,37.0,32.0,45.0,39.0,49.0,55.0,17.0,32.0,22.0,44.0,46.0,46.0,40.0,54.0,1417.0,1354.0,27.0,3.0,3.0,1.0,3.0,26.0,1341.0,18.0,2.16,701.0,701.0,614.0,87.0,614.0,251.0,160.0,203.0,614.0,364.0,285.0,79.0,23.0,56.0,250.0,233.0,17.0,47.0,21400.0
"Smyrna town, Tennessee",1600000US4769420,39974.0,39974.0,19461.0,1793.0,1563.0,1519.0,857.0,538.0,273.0,235.0,776.0,1572.0,1611.0,1549.0,1428.0,1370.0,1292.0,971.0,333.0,393.0,238.0,309.0,358.0,246.0,141.0,96.0,20513.0,1648.0,1518.0,1409.0,843.0,480.0,222.0,248.0,826.0,1641.0,1699.0,1624.0,1505.0,1527.0,1344.0,1057.0,365.0,506.0,283.0,372.0,509.0,402.0,237.0,248.0,39974.0,29982.0,4480.0,236.0,1739.0,32.0,2407.0,1098.0,28527.0,4286.0,2.68,15787.0,15787.0,14807.0,980.0,14807.0,7904.0,1774.0,5129.0,14807.0,10509.0,7471.0,3038.0,820.0,2218.0,4298.0,3410.0,888.0,47.0,69420.0
"Slayden town, Tennessee",1600000US4769080,178.0,178.0,86.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,4.0,2.0,1.0,4.0,5.0,8.0,8.0,6.0,2.0,2.0,3.0,5.0,11.0,4.0,0.0,0.0,92.0,2.0,6.0,7.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,9.0,10.0,2.0,3.0,4.0,1.0,5.0,6.0,3.0,2.0,4.0,178.0,173.0,3.0,0.0,0.0,0.0,0.0,2.0,169.0,4.0,2.41,91.0,91.0,74.0,17.0,74.0,31.0,29.0,14.0,74.0,55.0,44.0,11.0,3.0,8.0,19.0,17.0,2.0,47.0,69080.0
"Springfield city, Tennessee",1600000US4770500,16440.0,16440.0,7970.0,786.0,571.0,498.0,279.0,211.0,100.0,126.0,400.0,753.0,640.0,530.0,457.0,537.0,459.0,448.0,174.0,173.0,122.0,149.0,183.0,160.0,118.0,96.0,8470.0,710.0,554.0,474.0,271.0,173.0,120.0,104.0,374.0,724.0,595.0,525.0,453.0,552.0,603.0,496.0,198.0,245.0,111.0,197.0,268.0,252.0,200.0,271.0,16440.0,10826.0,3894.0,62.0,106.0,17.0,1201.0,334.0,9654.0,2540.0,2.6,6745.0,6745.0,6105.0,640.0,6105.0,2417.0,939.0,2749.0,6105.0,4101.0,2517.0,1584.0,418.0,1166.0,2004.0,1648.0,356.0,47.0,70500.0
"Spring Hill city, Tennessee",1600000US4770580,29036.0,29036.0,14094.0,1595.0,1540.0,1259.0,648.0,289.0,83.0,76.0,282.0,939.0,1323.0,1509.0,1216.0,905.0,816.0,561.0,153.0,265.0,117.0,162.0,156.0,100.0,66.0,34.0,14942.0,1492.0,1480.0,1217.0,610.0,250.0,98.0,88.0,362.0,1134.0,1566.0,1524.0,1255.0,1050.0,845.0,622.0,242.0,283.0,134.0,178.0,204.0,119.0,111.0,78.0,29036.0,25883.0,1564.0,69.0,476.0,48.0,445.0,551.0,24815.0,1640.0,2.94,10569.0,10569.0,9861.0,708.0,9861.0,7398.0,721.0,1742.0,9861.0,7884.0,6633.0,1251.0,276.0,975.0,1977.0,1626.0,351.0,47.0,70580.0
"Tennessee Ridge town, Tennessee",1600000US4773460,1368.0,1368.0,682.0,49.0,51.0,43.0,39.0,23.0,10.0,9.0,16.0,45.0,33.0,37.0,45.0,39.0,43.0,36.0,21.0,33.0,13.0,15.0,33.0,25.0,15.0,9.0,686.0,35.0,35.0,43.0,27.0,19.0,7.0,10.0,25.0,31.0,34.0,49.0,37.0,41.0,43.0,49.0,26.0,27.0,21.0,28.0,38.0,30.0,14.0,17.0,1368.0,1343.0,2.0,2.0,0.0,0.0,7.0,14.0,1323.0,32.0,2.5,602.0,602.0,542.0,60.0,542.0,227.0,195.0,120.0,542.0,381.0,280.0,101.0,30.0,71.0,161.0,147.0,14.0,47.0,73460.0
"Thompson's Station town, Tennessee",1600000US4773900,2194.0,2194.0,1090.0,58.0,99.0,94.0,66.0,27.0,7.0,11.0,21.0,47.0,56.0,72.0,88.0,99.0,105.0,90.0,23.0,39.0,19.0,24.0,12.0,11.0,15.0,7.0,1104.0,61.0,85.0,88.0,60.0,21.0,7.0,10.0,26.0,42.0,66.0,87.0,84.0,107.0,110.0,94.0,22.0,34.0,19.0,24.0,18.0,14.0,14.0,11.0,2194.0,2018.0,111.0,1.0,17.0,0.0,13.0,34.0,1977.0,69.0,2.86,841.0,841.0,767.0,74.0,767.0,497.0,160.0,110.0,767.0,631.0,546.0,85.0,31.0,54.0,136.0,117.0,19.0,47.0,73900.0
"Dickson city, Tennessee",1600000US4720620,14538.0,14538.0,6757.0,589.0,524.0,526.0,312.0,171.0,92.0,90.0,288.0,491.0,464.0,422.0,413.0,448.0,461.0,391.0,127.0,208.0,118.0,134.0,171.0,145.0,86.0,86.0,7781.0,528.0,503.0,501.0,289.0,189.0,97.0,86.0,313.0,553.0,486.0,500.0,469.0,519.0,519.0,462.0,157.0,263.0,143.0,195.0,293.0,237.0,213.0,266.0,14538.0,12230.0,1280.0,51.0,119.0,13.0,460.0,385.0,11893.0,866.0,2.42,6426.0,6426.0,5890.0,536.0,5890.0,2149.0,1091.0,2650.0,5890.0,3723.0,2374.0,1349.0,292.0,1057.0,2167.0,1823.0,344.0,47.0,20620.0
"Franklin city, Kentucky",1600000US2128918,8408.0,8408.0,4016.0,319.0,318.0,253.0,163.0,108.0,67.0,50.0,144.0,277.0,314.0,268.0,284.0,296.0,249.0,231.0,71.0,140.0,72.0,82.0,105.0,89.0,54.0,62.0,4392.0,273.0,307.0,269.0,154.0,93.0,43.0,57.0,155.0,281.0,280.0,256.0,263.0,314.0,289.0,264.0,114.0,170.0,98.0,119.0,165.0,148.0,136.0,144.0,8408.0,6782.0,1228.0,23.0,88.0,4.0,84.0,199.0,6693.0,199.0,2.42,3730.0,3730.0,3344.0,386.0,3344.0,1230.0,709.0,1405.0,3344.0,2165.0,1422.0,743.0,179.0,564.0,1179.0,1027.0,152.0,21.0,28918.0
